Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2021-2022,EPL,Manchester City,Ederson,br BRA,GK,27.0,37.0,1169.0,906.0,1159.0,10.0,0.0,0.0,1169.0,0.0,0.0,,0.0,,795.0,3425.0,2214.0,0.0,0.0,0.0,0.0,0.0,714.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,João Cancelo,pt POR,DF,27.0,35.9,3769.0,67.0,618.0,1931.0,1245.0,101.0,3769.0,106.0,56.0,52.8,50.0,47.2,2411.0,11313.0,5785.0,125.0,129.0,36.0,45.0,24.0,2749.0,270.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Rodri,es ESP,MF,25.0,32.0,3171.0,90.0,585.0,1985.0,622.0,58.0,3171.0,22.0,12.0,54.5,10.0,45.5,2003.0,8513.0,4473.0,43.0,54.0,7.0,18.0,23.0,2429.0,47.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",26.0,31.7,2283.0,36.0,290.0,1009.0,1002.0,179.0,2283.0,92.0,53.0,57.6,39.0,42.4,1552.0,9305.0,5010.0,146.0,102.0,34.0,54.0,25.0,1766.0,277.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Aymeric Laporte,es ESP,DF,27.0,31.4,3135.0,210.0,1048.0,1937.0,158.0,42.0,3135.0,8.0,6.0,75.0,2.0,25.0,2325.0,12799.0,9256.0,51.0,49.0,0.0,4.0,7.0,2550.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Rúben Dias,pt POR,DF,24.0,26.7,2471.0,151.0,777.0,1606.0,92.0,33.0,2471.0,4.0,2.0,50.0,2.0,50.0,1715.0,9468.0,6448.0,33.0,17.0,0.0,9.0,3.0,1977.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,30.0,24.5,1821.0,25.0,127.0,685.0,1027.0,107.0,1821.0,55.0,31.0,56.4,24.0,43.6,1126.0,5397.0,3213.0,84.0,85.0,20.0,40.0,20.0,1350.0,175.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Phil Foden,eng ENG,FW,21.0,23.6,1303.0,6.0,66.0,426.0,820.0,137.0,1303.0,58.0,37.0,63.8,21.0,36.2,872.0,4436.0,1941.0,71.0,43.0,39.0,48.0,34.0,1023.0,248.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Raheem Sterling,eng ENG,FW,26.0,23.6,1173.0,8.0,51.0,339.0,797.0,191.0,1170.0,112.0,53.0,47.3,59.0,52.7,886.0,5297.0,2574.0,108.0,54.0,65.0,62.0,54.0,991.0,317.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Jack Grealish,eng ENG,FW,25.0,21.3,1173.0,15.0,68.0,359.0,761.0,162.0,1173.0,68.0,40.0,58.8,28.0,41.2,906.0,7308.0,3915.0,153.0,74.0,83.0,31.0,29.0,997.0,267.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
