Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2021-2022,EPL,Manchester City,Ederson,br BRA,GK,27.0,37.0,26.0,1.0,0.0,1.0,0.0,25.7,0.3,-0.3,-0.01,87.0,182.0,47.8,988.0,165.0,15.7,25.7,138.0,19.6,26.8,300.0,21.0,7.0,55.0,1.49,19.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Zack Steffen,us USA,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.1,0.15,1.0,6.0,16.7,32.0,6.0,15.6,23.4,7.0,14.3,19.3,10.0,0.0,0.0,3.0,3.0,16.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Squad Total,,,27.0,38.0,26.0,1.0,0.0,1.0,0.0,25.8,0.29,-0.2,-0.01,88.0,188.0,46.8,1020.0,171.0,15.7,25.6,145.0,19.3,26.4,310.0,21.0,6.8,58.0,1.53,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Opponent Total,,,26.9,38.0,99.0,7.0,0.0,15.0,3.0,81.2,0.3,-14.8,-0.39,261.0,725.0,36.0,1090.0,182.0,43.2,35.6,402.0,63.2,45.6,649.0,49.0,7.6,26.0,0.68,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Alisson,br BRA,GK,28.0,36.0,24.0,0.0,0.0,3.0,1.0,24.4,0.25,1.4,0.04,114.0,258.0,44.2,1216.0,211.0,16.5,26.3,172.0,33.1,33.4,340.0,22.0,6.5,89.0,2.47,18.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Caoimhín Kelleher,ie IRL,GK,22.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,0.28,0.2,0.11,2.0,10.0,20.0,78.0,13.0,11.5,22.7,13.0,7.7,23.0,20.0,0.0,0.0,3.0,1.5,17.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Squad Total,,,27.7,38.0,26.0,0.0,0.0,3.0,1.0,26.6,0.26,1.6,0.04,116.0,268.0,43.3,1294.0,224.0,16.2,26.0,185.0,31.4,32.7,360.0,22.0,6.1,92.0,2.42,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Opponent Total,,,26.7,38.0,94.0,7.0,1.0,15.0,0.0,79.3,0.3,-14.7,-0.39,230.0,747.0,30.8,1044.0,192.0,47.5,37.5,350.0,71.7,50.2,686.0,35.0,5.1,56.0,1.47,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Chelsea,Edouard Mendy,sn SEN,GK,29.0,34.0,31.0,6.0,0.0,1.0,1.0,28.4,0.22,-1.6,-0.05,83.0,193.0,43.0,779.0,154.0,18.9,25.3,177.0,26.0,24.9,375.0,28.0,7.5,46.0,1.35,14.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Chelsea,Kepa Arrizabalaga,es ESP,GK,26.0,4.0,2.0,0.0,0.0,1.0,0.0,3.2,0.25,1.2,0.3,8.0,29.0,27.6,117.0,29.0,19.7,26.4,21.0,28.6,27.6,44.0,2.0,4.5,8.0,2.0,18.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
