Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2021-2022,EPL,Manchester City,Ederson,br BRA,GK,27.0,,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,João Cancelo,pt POR,DF,27.0,,36.0,3227.0,35.9,1.0,7.0,8.0,1.0,0.0,0.0,7.0,0.0,125.0,357.0,270.0,0.03,0.2,0.22,0.03,0.22,,36.0,4.0,4.0,5.4,9.3,0.11,0.15,0.26,0.11,0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Rodri,es ESP,MF,25.0,,33.0,2884.0,32.0,7.0,2.0,9.0,7.0,0.0,0.0,5.0,0.0,43.0,285.0,47.0,0.22,0.06,0.28,0.22,0.28,,33.0,2.3,2.3,1.4,3.7,0.07,0.04,0.11,0.07,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",26.0,,33.0,2857.0,31.7,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,146.0,170.0,277.0,0.25,0.13,0.38,0.25,0.38,,35.0,6.7,6.7,6.5,13.2,0.21,0.21,0.42,0.21,0.42,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Aymeric Laporte,es ESP,DF,27.0,,33.0,2828.0,31.4,4.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,51.0,271.0,8.0,0.13,0.0,0.13,0.13,0.13,,33.0,4.9,4.9,0.6,5.5,0.16,0.02,0.18,0.16,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Rúben Dias,pt POR,DF,24.0,,27.0,2402.0,26.7,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,33.0,139.0,4.0,0.07,0.15,0.22,0.07,0.22,,29.0,2.7,2.7,3.2,5.9,0.1,0.12,0.22,0.1,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,30.0,,25.0,2201.0,24.5,15.0,8.0,23.0,15.0,0.0,0.0,2.0,0.0,84.0,204.0,175.0,0.61,0.33,0.94,0.61,0.94,,30.0,5.7,5.7,10.4,16.1,0.23,0.42,0.66,0.23,0.66,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Phil Foden,eng ENG,FW,21.0,,24.0,2128.0,23.6,9.0,5.0,14.0,9.0,0.0,0.0,1.0,0.0,71.0,98.0,248.0,0.38,0.21,0.59,0.38,0.59,,28.0,9.4,9.4,6.3,15.7,0.4,0.27,0.66,0.4,0.66,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Raheem Sterling,eng ENG,FW,26.0,,23.0,2128.0,23.6,13.0,5.0,18.0,11.0,2.0,3.0,1.0,0.0,108.0,65.0,317.0,0.55,0.21,0.76,0.47,0.68,,30.0,14.0,11.5,5.5,17.0,0.59,0.23,0.82,0.49,0.72,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Jack Grealish,eng ENG,FW,25.0,,22.0,1914.0,21.3,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,153.0,100.0,267.0,0.14,0.14,0.28,0.14,0.28,,26.0,5.3,5.3,6.0,11.3,0.25,0.28,0.53,0.25,0.53,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
