Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2021-2022,EPL,Manchester City,Ederson,br BRA,GK,27.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,João Cancelo,pt POR,DF,27.0,35.9,1.0,81.0,23.0,28.4,2.26,0.64,0.01,0.04,22.0,0.0,0.0,,1.0,4.0,4.0,0.05,-3.0,-3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Rodri,es ESP,MF,25.0,32.0,7.0,45.0,14.0,31.1,1.4,0.44,0.16,0.5,19.8,0.0,0.0,,0.0,2.3,2.3,0.05,4.7,4.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",26.0,31.7,8.0,47.0,19.0,40.4,1.48,0.6,0.17,0.42,12.6,0.0,0.0,,0.0,6.7,6.7,0.14,1.3,1.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Aymeric Laporte,es ESP,DF,27.0,31.4,4.0,35.0,7.0,20.0,1.11,0.22,0.11,0.57,11.6,0.0,0.0,,0.0,4.9,4.9,0.14,-0.9,-0.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Rúben Dias,pt POR,DF,24.0,26.7,2.0,18.0,3.0,16.7,0.67,0.11,0.11,0.67,11.8,0.0,0.0,,0.0,2.7,2.7,0.15,-0.7,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,30.0,24.5,15.0,78.0,31.0,39.7,3.19,1.27,0.19,0.48,19.2,0.0,0.0,,7.0,5.7,5.7,0.07,9.3,9.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Phil Foden,eng ENG,FW,21.0,23.6,9.0,57.0,22.0,38.6,2.41,0.93,0.16,0.41,14.5,0.0,0.0,,0.0,9.4,9.4,0.17,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Raheem Sterling,eng ENG,FW,26.0,23.6,13.0,54.0,25.0,46.3,2.28,1.06,0.2,0.44,14.0,2.0,3.0,,0.0,14.0,11.5,0.21,-1.0,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Jack Grealish,eng ENG,FW,25.0,21.3,3.0,45.0,16.0,35.6,2.12,0.75,0.07,0.19,14.6,0.0,0.0,,0.0,5.3,5.3,0.12,-2.3,-2.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Gabriel Jesus,br BRA,FW,24.0,20.9,8.0,63.0,20.0,31.7,3.02,0.96,0.11,0.35,13.8,1.0,1.0,,0.0,9.8,9.0,0.14,-1.8,-2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,İlkay Gündoğan,de GER,MF,30.0,20.6,8.0,55.0,18.0,32.7,2.67,0.87,0.15,0.44,14.5,0.0,0.0,,2.0,9.0,9.0,0.16,-1.0,-1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Kyle Walker,eng ENG,DF,31.0,19.5,0.0,8.0,2.0,25.0,0.41,0.1,0.0,0.0,23.7,0.0,0.0,,1.0,0.3,0.3,0.03,-0.3,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Riyad Mahrez,dz ALG,FW,30.0,16.6,11.0,56.0,18.0,32.1,3.36,1.08,0.13,0.39,17.9,4.0,5.0,,6.0,10.1,6.2,0.11,0.9,0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,John Stones,eng ENG,DF,27.0,12.4,1.0,9.0,5.0,55.6,0.72,0.4,0.11,0.2,13.2,0.0,0.0,,0.0,0.9,0.9,0.1,0.1,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,24.0,11.6,0.0,12.0,4.0,33.3,1.03,0.34,0.0,0.0,22.4,0.0,0.0,,0.0,0.5,0.5,0.04,-0.5,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Fernandinho,br BRA,"MF,DF",36.0,10.7,2.0,18.0,3.0,16.7,1.68,0.28,0.11,0.67,16.7,0.0,0.0,,0.0,1.6,1.6,0.09,0.4,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Nathan Aké,nl NED,DF,26.0,10.3,2.0,5.0,2.0,40.0,0.49,0.2,0.4,1.0,7.3,0.0,0.0,,0.0,0.7,0.7,0.13,1.3,1.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Ferrán Torres,es ESP,FW,21.0,3.4,2.0,13.0,4.0,30.8,3.86,1.19,0.15,0.5,14.2,0.0,0.0,,0.0,2.8,2.8,0.21,-0.8,-0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Cole Palmer,eng ENG,"FW,MF",19.0,1.4,0.0,4.0,1.0,25.0,2.93,0.73,0.0,0.0,21.6,0.0,0.0,,0.0,0.4,0.4,0.11,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Zack Steffen,us USA,GK,26.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Benjamin Mendy,fr FRA,DF,27.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,James Mcatee,eng ENG,"MF,FW",18.0,0.2,0.0,1.0,0.0,0.0,4.5,0.0,0.0,,10.7,0.0,0.0,,0.0,0.1,0.1,0.08,-0.1,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Liam Delap,eng ENG,FW,18.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Kayky Chagas,br BRA,FW,18.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,CJ Egan-Riley,eng ENG,DF,18.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Squad Total,,,27.0,38.0,96.0,704.0,237.0,33.7,18.53,6.24,0.13,0.38,16.3,7.0,9.0,,17.0,88.7,81.4,0.12,7.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Opponent Total,,,26.9,38.0,26.0,236.0,84.0,35.6,6.21,2.21,0.11,0.3,17.2,1.0,1.0,,9.0,24.6,23.9,0.1,1.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Alisson,br BRA,GK,28.0,36.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Virgil van Dijk,nl NED,DF,30.0,34.0,3.0,35.0,14.0,40.0,1.03,0.41,0.09,0.21,13.3,0.0,0.0,,1.0,2.0,2.0,0.06,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
