Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2021-2022,EPL,Manchester City,Ederson,br BRA,GK,27.0,37.0,37.0,3330.0,37.0,26.0,0.7,83.0,57.0,69.9,28.0,6.0,3.0,20.0,54.1,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Zack Steffen,us USA,GK,26.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Squad Total,,,27.0,38.0,38.0,3420.0,38.0,26.0,0.68,85.0,59.0,70.6,29.0,6.0,3.0,21.0,55.3,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Manchester City,Opponent Total,,,26.9,38.0,38.0,3420.0,38.0,99.0,2.61,246.0,148.0,62.6,3.0,6.0,29.0,4.0,10.5,9.0,7.0,2.0,0.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Alisson,br BRA,GK,28.0,36.0,36.0,3240.0,36.0,24.0,0.67,99.0,76.0,75.8,27.0,7.0,2.0,20.0,55.6,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Caoimhín Kelleher,ie IRL,GK,22.0,2.0,2.0,180.0,2.0,2.0,1.0,8.0,6.0,75.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Squad Total,,,27.7,38.0,38.0,3420.0,38.0,26.0,0.68,107.0,82.0,75.7,28.0,8.0,2.0,21.0,55.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Liverpool,Opponent Total,,,26.7,38.0,38.0,3420.0,38.0,94.0,2.47,245.0,150.0,64.5,2.0,8.0,28.0,1.0,2.6,8.0,7.0,1.0,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Chelsea,Edouard Mendy,sn SEN,GK,29.0,34.0,34.0,3060.0,34.0,31.0,0.91,102.0,72.0,75.5,19.0,10.0,5.0,14.0,41.2,6.0,6.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,EPL,Chelsea,Kepa Arrizabalaga,es ESP,GK,26.0,4.0,4.0,360.0,4.0,2.0,0.5,13.0,11.0,84.6,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
