Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2012-2013,EPL,Manchester Utd,Robin van Persie,nl NED,FW,28.0,38.0,35.0,3123.0,34.7,26.0,9.0,35.0,23.0,3.0,4.0,6.0,0.0,,,,0.75,0.26,1.01,0.66,0.92,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Patrice Evra,fr FRA,DF,31.0,34.0,34.0,3060.0,34.0,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,,,,0.12,0.15,0.26,0.12,0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Michael Carrick,eng ENG,MF,31.0,36.0,34.0,3044.0,33.8,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,,,,0.03,0.12,0.15,0.03,0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,David de Gea,es ESP,GK,21.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Rafael,br BRA,"DF,MF",22.0,28.0,27.0,2313.0,25.7,3.0,3.0,6.0,3.0,0.0,0.0,6.0,1.0,,,,0.12,0.12,0.23,0.12,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,33.0,28.0,26.0,2321.0,25.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.04,0.04,0.08,0.04,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Antonio Valencia,ec ECU,"DF,MF",26.0,30.0,24.0,2207.0,24.5,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,,,,0.04,0.2,0.24,0.04,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Wayne Rooney,eng ENG,"FW,MF",26.0,27.0,22.0,2014.0,22.4,12.0,10.0,22.0,11.0,1.0,2.0,7.0,0.0,,,,0.54,0.45,0.98,0.49,0.94,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Jonny Evans,nir NIR,DF,24.0,23.0,21.0,1902.0,21.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,,,,0.14,0.05,0.19,0.14,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Nemanja Vidić,rs SRB,DF,30.0,19.0,18.0,1617.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.06,0.06,0.11,0.06,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,EPL,Manchester Utd,Tom Cleverley,eng ENG,MF,22.0,22.0,18.0,1445.0,16.1,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,,,,0.12,0.12,0.25,0.12,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
