Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2020-2021,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,34.0,33.0,1134.0,1320.0,85.9,28936.0,19211.0,194.0,195.0,99.5,593.0,605.0,98.0,343.0,510.0,67.3,0.0,0.3,0.2,-0.3,1.0,5.0,0.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,30.0,29.7,1113.0,1539.0,72.3,16849.0,4499.0,572.0,700.0,81.7,393.0,531.0,74.0,76.0,135.0,56.3,19.0,10.0,12.8,9.0,93.0,87.0,65.0,17.0,151.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",28.0,29.7,1929.0,2290.0,84.2,35563.0,12318.0,736.0,817.0,90.1,1003.0,1125.0,89.2,172.0,283.0,60.8,4.0,2.1,3.1,1.9,28.0,212.0,35.0,4.0,242.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,31.0,26.3,1775.0,2030.0,87.4,38629.0,13549.0,403.0,439.0,91.8,1065.0,1133.0,94.0,288.0,422.0,68.2,1.0,0.5,1.8,0.5,5.0,183.0,16.0,2.0,184.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,31.0,27.3,516.0,694.0,74.4,6933.0,1468.0,287.0,353.0,81.3,148.0,190.0,77.9,26.0,43.0,60.5,7.0,4.7,4.5,2.3,32.0,43.0,24.0,3.0,67.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,25.0,24.4,1778.0,2131.0,83.4,35284.0,11678.0,652.0,721.0,90.4,777.0,864.0,89.9,290.0,446.0,65.0,10.0,6.7,8.5,3.3,66.0,223.0,56.0,10.0,288.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",24.0,19.5,662.0,844.0,78.4,10231.0,1779.0,358.0,409.0,87.5,220.0,280.0,78.6,52.0,80.0,65.0,10.0,6.4,7.2,3.6,45.0,19.0,43.0,21.0,76.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,24.0,21.6,1414.0,1676.0,84.4,22797.0,7611.0,723.0,796.0,90.8,540.0,616.0,87.7,112.0,188.0,59.6,0.0,1.3,2.4,-1.3,13.0,141.0,27.0,9.0,162.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,19.0,19.6,1322.0,1492.0,88.6,19267.0,5346.0,747.0,809.0,92.3,481.0,520.0,92.5,46.0,69.0,66.7,2.0,1.9,2.2,0.1,21.0,107.0,19.0,6.0,123.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",25.0,18.3,671.0,861.0,77.9,9731.0,2213.0,379.0,432.0,87.7,220.0,268.0,82.1,36.0,71.0,50.7,2.0,6.0,5.9,-4.0,39.0,36.0,46.0,6.0,93.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
