Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2020-2021,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,34.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,30.0,32.0,31.0,2674.0,29.7,11.0,19.0,30.0,10.0,1.0,1.0,0.0,0.0,51.0,151.0,325.0,0.37,0.64,1.01,0.34,0.98,,,8.2,7.4,10.0,17.4,0.27,0.34,0.61,0.25,0.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",28.0,32.0,30.0,2675.0,29.7,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,56.0,242.0,70.0,0.07,0.13,0.2,0.07,0.2,,,1.2,1.2,2.1,3.3,0.04,0.07,0.11,0.04,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,31.0,29.0,29.0,2368.0,26.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,8.0,184.0,7.0,0.04,0.04,0.08,0.04,0.08,,,0.4,0.4,0.5,0.9,0.01,0.02,0.03,0.01,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,31.0,29.0,28.0,2458.0,27.3,41.0,7.0,48.0,33.0,8.0,9.0,4.0,0.0,51.0,67.0,185.0,1.5,0.26,1.76,1.21,1.46,,,31.3,24.2,4.7,28.8,1.14,0.17,1.31,0.88,1.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,25.0,27.0,25.0,2194.0,24.4,4.0,10.0,14.0,4.0,0.0,0.0,4.0,0.0,54.0,288.0,66.0,0.16,0.41,0.57,0.16,0.57,,,2.3,2.3,6.7,9.1,0.1,0.28,0.37,0.1,0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",24.0,29.0,23.0,1752.0,19.5,5.0,10.0,15.0,5.0,0.0,0.0,1.0,0.0,103.0,76.0,268.0,0.26,0.51,0.77,0.26,0.77,,,4.2,4.2,6.4,10.6,0.21,0.33,0.55,0.21,0.55,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,24.0,24.0,22.0,1943.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,49.0,162.0,167.0,0.0,0.0,0.0,0.0,0.0,,,0.4,0.4,1.3,1.7,0.02,0.06,0.08,0.02,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,19.0,23.0,22.0,1763.0,19.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,80.0,123.0,131.0,0.05,0.1,0.15,0.05,0.15,,,0.2,0.2,1.9,2.1,0.01,0.1,0.11,0.01,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",25.0,27.0,20.0,1644.0,18.3,10.0,2.0,12.0,10.0,0.0,0.0,4.0,0.0,82.0,93.0,216.0,0.55,0.11,0.66,0.55,0.66,,,8.0,8.0,6.0,14.1,0.44,0.33,0.77,0.44,0.77,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Leroy Sané,de GER,"FW,MF",24.0,32.0,18.0,1805.0,20.1,6.0,9.0,15.0,6.0,0.0,0.0,2.0,0.0,73.0,84.0,230.0,0.3,0.45,0.75,0.3,0.75,,,5.4,5.4,6.8,12.1,0.27,0.34,0.61,0.27,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,25.0,24.0,18.0,1705.0,18.9,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,45.0,137.0,42.0,0.26,0.26,0.53,0.26,0.53,,,3.7,3.7,2.8,6.5,0.19,0.15,0.34,0.19,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Lucas Hernández,fr FRA,DF,24.0,23.0,18.0,1597.0,17.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,42.0,86.0,81.0,0.0,0.11,0.11,0.0,0.11,,,0.7,0.7,1.8,2.5,0.04,0.1,0.14,0.04,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,24.0,20.0,16.0,1505.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,36.0,129.0,29.0,0.06,0.0,0.06,0.06,0.06,,,1.0,1.0,0.3,1.3,0.06,0.02,0.08,0.06,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",31.0,22.0,8.0,820.0,9.1,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,9.0,19.0,63.0,0.33,0.0,0.33,0.33,0.33,,,4.7,4.7,1.5,6.1,0.51,0.16,0.67,0.51,0.67,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
