Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2020-2021,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,34.0,33.0,1378.0,963.0,1358.0,22.0,0.0,0.0,1378.0,0.0,0.0,,0.0,,752.0,3690.0,2216.0,0.0,0.0,0.0,0.0,1.0,763.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,30.0,29.7,1863.0,28.0,178.0,722.0,978.0,205.0,1862.0,36.0,27.0,75.0,9.0,25.0,962.0,3988.0,1799.0,51.0,56.0,9.0,80.0,41.0,1387.0,325.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",28.0,29.7,2539.0,146.0,836.0,1396.0,329.0,24.0,2539.0,19.0,16.0,84.2,3.0,15.8,1654.0,9691.0,5512.0,56.0,38.0,2.0,20.0,12.0,1856.0,70.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,31.0,26.3,2220.0,158.0,789.0,1365.0,81.0,13.0,2220.0,6.0,5.0,83.3,1.0,16.7,1445.0,7270.0,4053.0,8.0,18.0,1.0,5.0,1.0,1635.0,7.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,31.0,27.3,992.0,11.0,45.0,358.0,597.0,206.0,983.0,43.0,22.0,51.2,20.0,46.5,563.0,3153.0,1241.0,51.0,28.0,25.0,70.0,44.0,788.0,185.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,25.0,24.4,2366.0,76.0,411.0,1288.0,689.0,26.0,2366.0,37.0,29.0,78.4,8.0,21.6,1401.0,8811.0,4102.0,54.0,53.0,5.0,41.0,20.0,1645.0,66.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",24.0,19.5,1091.0,7.0,85.0,334.0,681.0,121.0,1091.0,92.0,56.0,60.9,36.0,39.1,764.0,5409.0,2789.0,103.0,45.0,43.0,49.0,38.0,891.0,268.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,24.0,21.6,1890.0,57.0,458.0,953.0,491.0,29.0,1890.0,6.0,3.0,50.0,3.0,50.0,1019.0,4513.0,2567.0,49.0,29.0,1.0,18.0,3.0,1288.0,167.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,19.0,19.6,1736.0,54.0,420.0,877.0,480.0,34.0,1736.0,96.0,63.0,65.6,33.0,34.4,1027.0,6227.0,3498.0,80.0,63.0,14.0,62.0,28.0,1109.0,131.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",25.0,18.3,1114.0,8.0,81.0,437.0,609.0,127.0,1114.0,51.0,24.0,47.1,27.0,52.9,646.0,4512.0,2397.0,82.0,60.0,35.0,52.0,23.0,812.0,216.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
