Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2020-2021,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,34.0,33.0,5.0,0.15,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,30.0,29.7,141.0,4.75,130.0,1.0,2.0,6.0,2.0,0.0,28.0,0.94,24.0,0.0,1.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",28.0,29.7,60.0,2.02,55.0,1.0,0.0,3.0,0.0,1.0,7.0,0.24,6.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,31.0,26.3,20.0,0.76,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,31.0,27.3,82.0,3.0,56.0,1.0,4.0,14.0,6.0,1.0,17.0,0.62,12.0,0.0,2.0,1.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,25.0,24.4,126.0,5.17,82.0,38.0,1.0,4.0,1.0,0.0,20.0,0.82,14.0,6.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",24.0,19.5,103.0,5.29,77.0,0.0,15.0,6.0,4.0,1.0,16.0,0.82,11.0,0.0,3.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,24.0,21.6,30.0,1.39,27.0,2.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,19.0,19.6,63.0,3.22,53.0,0.0,6.0,0.0,3.0,1.0,7.0,0.36,5.0,0.0,1.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",25.0,18.3,92.0,5.04,73.0,7.0,5.0,4.0,1.0,2.0,14.0,0.77,12.0,1.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
