season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2002-2003,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,24.0,32.0,32.0,2827.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,SeriaA,Juventus,Pavel Nedvěd,cz CZE,MF,29.0,29.0,27.0,2290.0,25.4,8.0,11.0,19.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.31,0.43,0.75,0.31,0.75,Matches,0.0
2002-2003,SeriaA,Juventus,Lilian Thuram,fr FRA,DF,30.0,27.0,26.0,2307.0,25.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,0.0
2002-2003,SeriaA,Juventus,Edgar Davids,nl NED,MF,29.0,26.0,25.0,2118.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.0
2002-2003,SeriaA,Juventus,Mauro Camoranesi,it ITA,MF,25.0,30.0,24.0,2127.0,23.6,4.0,4.0,8.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches,0.0
2002-2003,SeriaA,Juventus,Ciro Ferrara,it ITA,DF,35.0,25.0,24.0,2108.0,23.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,0.0
2002-2003,SeriaA,Juventus,Alessio Tacchinardi,it ITA,MF,27.0,27.0,22.0,2027.0,22.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,0.0
2002-2003,SeriaA,Juventus,Gianluca Zambrotta,it ITA,DF,25.0,25.0,21.0,1903.0,21.1,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,0.0
2002-2003,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",27.0,24.0,20.0,1886.0,21.0,16.0,8.0,24.0,10.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.76,0.38,1.15,0.48,0.86,Matches,0.0
2002-2003,SeriaA,Juventus,Paolo Montero,uy URU,DF,30.0,21.0,19.0,1784.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
