Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2008-2009,SeriaA,Inter,Júlio César,br BRA,GK,28.0,36.0,36.0,3208.0,35.6,28.0,0.79,157.0,129.0,82.2,24.0,8.0,3.0,17.0,47.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Inter,Francesco Toldo,it ITA,GK,36.0,3.0,2.0,198.0,2.2,4.0,1.82,12.0,8.0,66.7,1.0,1.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Inter,Paolo Orlandoni,it ITA,GK,35.0,1.0,0.0,14.0,0.2,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Inter,Squad Total,,,28.4,38.0,38.0,3420.0,,32.0,0.84,170.0,138.0,81.2,25.0,9.0,4.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Inter,Opponent Total,,,27.4,38.0,38.0,,,,,,,,4.0,9.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,30.0,23.0,23.0,2025.0,22.5,26.0,1.16,92.0,66.0,71.7,11.0,8.0,4.0,8.0,34.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Juventus,Alex Manninger,at AUT,GK,31.0,16.0,15.0,1395.0,15.5,11.0,0.71,44.0,33.0,75.0,10.0,3.0,2.0,6.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Juventus,Squad Total,,,28.5,38.0,38.0,3420.0,,37.0,0.97,136.0,99.0,72.8,21.0,11.0,6.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Juventus,Opponent Total,,,27.3,38.0,38.0,,,,,,,,6.0,11.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Milan,Christian Abbiati,it ITA,GK,31.0,28.0,28.0,2441.0,27.1,27.0,1.0,134.0,107.0,79.9,15.0,6.0,6.0,11.0,39.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Milan,Dida,br BRA,GK,34.0,10.0,9.0,889.0,9.9,7.0,0.71,42.0,35.0,83.3,7.0,1.0,2.0,6.0,66.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Milan,Zeljko Kalac,au AUS,GK,35.0,1.0,1.0,90.0,1.0,1.0,1.0,6.0,5.0,83.3,0.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Milan,Squad Total,,,30.4,38.0,38.0,3420.0,,35.0,0.92,182.0,147.0,80.8,22.0,8.0,8.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Milan,Opponent Total,,,27.3,38.0,38.0,,,,,,,,8.0,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Fiorentina,Sébastien Frey,fr FRA,GK,28.0,37.0,37.0,3330.0,37.0,37.0,1.0,159.0,122.0,76.7,21.0,5.0,11.0,12.0,32.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Fiorentina,Marco Storari,it ITA,GK,31.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Fiorentina,Squad Total,,,26.4,38.0,38.0,3420.0,,38.0,1.0,163.0,125.0,76.7,21.0,5.0,12.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Fiorentina,Opponent Total,,,27.4,38.0,38.0,,,,,,,,12.0,5.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Genoa,Rubinho,br BRA,GK,25.0,37.0,37.0,3301.0,36.7,37.0,1.01,137.0,100.0,73.0,18.0,11.0,8.0,14.0,37.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,SeriaA,Genoa,Alessio Scarpi,it ITA,GK,35.0,2.0,1.0,119.0,1.3,2.0,1.51,12.0,10.0,83.3,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
