Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2000-2001,Ligue1,Nantes,Mickaël Landreau,fr FRA,GK,21.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Éric Carrière,fr FRA,MF,27.0,33.0,32.0,2808.0,31.2,5.0,11.0,16.0,4.0,1.0,1.0,1.0,0.0,,,,0.16,0.35,0.51,0.13,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Nicolas Laspalles,fr FRA,DF,28.0,30.0,30.0,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Stéphane Ziani,fr FRA,MF,28.0,31.0,30.0,2685.0,29.8,4.0,7.0,11.0,3.0,1.0,2.0,4.0,0.0,,,,0.13,0.23,0.37,0.1,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Néstor Fabbri,ar ARG,DF,32.0,29.0,29.0,2579.0,28.7,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,,,,0.14,0.07,0.21,0.14,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Mathieu Berson,fr FRA,MF,20.0,28.0,27.0,2387.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Frédéric Da Rocha,fr FRA,MF,25.0,31.0,26.0,2404.0,26.7,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,,,,0.15,0.07,0.22,0.15,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Nicolas Gillet,fr FRA,DF,23.0,27.0,24.0,2173.0,24.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,,,,0.04,0.08,0.12,0.04,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Salomon Olembé,cm CMR,MF,19.0,30.0,24.0,2167.0,24.1,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,,,,0.17,0.08,0.25,0.17,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Ligue1,Nantes,Nicolas Savinaud,fr FRA,"DF,MF",24.0,25.0,22.0,1972.0,21.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,0.09,0.0,0.09,0.09,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
