Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2021-2022,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,29.0,36.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Éder Militão,br BRA,DF,23.0,33.7,50.0,32.0,30.0,12.0,8.0,20.0,39.0,51.3,19.0,42.0,20.0,22.0,52.0,102.0,107.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,33.0,28.8,11.0,9.0,5.0,3.0,3.0,2.0,9.0,22.2,7.0,10.0,0.0,10.0,4.0,15.0,13.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Casemiro,br BRA,MF,29.0,28.5,79.0,51.0,45.0,30.0,4.0,30.0,67.0,44.8,37.0,65.0,19.0,46.0,38.0,117.0,65.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Vinicius Júnior,br BRA,FW,21.0,29.9,46.0,24.0,23.0,19.0,4.0,15.0,50.0,30.0,35.0,25.0,0.0,25.0,6.0,52.0,6.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,David Alaba,at AUT,DF,29.0,29.4,23.0,13.0,15.0,6.0,2.0,9.0,19.0,47.4,10.0,26.0,15.0,11.0,22.0,45.0,70.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Toni Kroos,de GER,MF,31.0,23.4,34.0,26.0,13.0,17.0,4.0,14.0,36.0,38.9,22.0,16.0,3.0,13.0,12.0,46.0,13.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,35.0,22.6,18.0,10.0,8.0,7.0,3.0,6.0,27.0,22.2,21.0,10.0,4.0,6.0,20.0,38.0,9.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Lucas Vázquez,es ESP,DF,30.0,20.4,43.0,22.0,24.0,9.0,10.0,17.0,35.0,48.6,18.0,25.0,7.0,18.0,20.0,63.0,41.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,26.0,19.3,24.0,14.0,11.0,10.0,3.0,8.0,14.0,57.1,6.0,8.0,2.0,6.0,18.0,42.0,27.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
