Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2021-2022,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,29.0,36.0,1200.0,1033.0,1194.0,6.0,0.0,0.0,1200.0,0.0,0.0,,0.0,,748.0,3704.0,2237.0,0.0,0.0,0.0,1.0,0.0,661.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Éder Militão,br BRA,DF,23.0,33.7,2371.0,303.0,1211.0,1043.0,136.0,39.0,2371.0,20.0,11.0,55.0,9.0,45.0,1465.0,6973.0,3907.0,22.0,17.0,2.0,16.0,7.0,1587.0,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,33.0,28.8,1501.0,15.0,59.0,510.0,942.0,224.0,1490.0,51.0,36.0,70.6,15.0,29.4,976.0,4819.0,2440.0,88.0,66.0,41.0,35.0,24.0,1275.0,252.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Casemiro,br BRA,MF,29.0,28.5,2354.0,156.0,707.0,1300.0,366.0,29.0,2354.0,27.0,19.0,70.4,8.0,29.6,1338.0,4641.0,2455.0,23.0,23.0,4.0,33.0,14.0,1608.0,30.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Vinicius Júnior,br BRA,FW,21.0,29.9,1729.0,7.0,149.0,434.0,1172.0,228.0,1729.0,209.0,95.0,45.5,114.0,54.5,1373.0,10475.0,6171.0,225.0,119.0,110.0,86.0,59.0,1476.0,485.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,David Alaba,at AUT,DF,29.0,29.4,2189.0,200.0,910.0,1001.0,285.0,41.0,2189.0,10.0,4.0,40.0,6.0,60.0,1529.0,8443.0,5039.0,40.0,34.0,5.0,18.0,3.0,1701.0,76.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Toni Kroos,de GER,MF,31.0,23.4,2386.0,49.0,474.0,1370.0,559.0,23.0,2386.0,17.0,9.0,52.9,8.0,47.1,1591.0,6828.0,3517.0,40.0,46.0,4.0,8.0,11.0,1965.0,38.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,35.0,22.6,1875.0,18.0,336.0,922.0,631.0,50.0,1874.0,48.0,32.0,66.7,16.0,33.3,1330.0,6778.0,3299.0,67.0,39.0,14.0,30.0,22.0,1495.0,87.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Lucas Vázquez,es ESP,DF,30.0,20.4,1758.0,68.0,492.0,731.0,541.0,55.0,1758.0,31.0,18.0,58.1,13.0,41.9,1164.0,5533.0,2789.0,58.0,31.0,20.0,36.0,19.0,1312.0,156.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,26.0,19.3,1529.0,56.0,393.0,635.0,512.0,38.0,1529.0,52.0,35.0,67.3,17.0,32.7,995.0,5692.0,2871.0,71.0,48.0,19.0,23.0,13.0,1115.0,116.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
