Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2021-2022,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,29.0,36.0,36.0,3240.0,36.0,29.0,0.81,120.0,91.0,77.5,26.0,7.0,3.0,16.0,44.4,3.0,2.0,1.0,0.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Andriy Lunin,ua UKR,GK,22.0,2.0,2.0,180.0,2.0,2.0,1.0,9.0,6.0,88.9,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Squad Total,,,27.7,38.0,38.0,3420.0,38.0,31.0,0.82,129.0,97.0,78.3,26.0,8.0,4.0,16.0,42.1,5.0,3.0,2.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Opponent Total,,,27.6,38.0,38.0,3420.0,38.0,80.0,2.11,254.0,171.0,71.7,4.0,8.0,26.0,8.0,21.1,12.0,8.0,3.0,1.0,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,29.0,35.0,35.0,3150.0,35.0,34.0,0.97,109.0,74.0,70.6,19.0,9.0,7.0,11.0,31.4,3.0,2.0,1.0,0.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Neto,br BRA,GK,32.0,3.0,3.0,270.0,3.0,4.0,1.33,14.0,10.0,71.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Squad Total,,,26.2,38.0,38.0,3420.0,38.0,38.0,1.0,123.0,84.0,70.7,21.0,10.0,7.0,11.0,28.9,3.0,2.0,1.0,0.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Opponent Total,,,27.7,38.0,38.0,3420.0,38.0,68.0,1.79,184.0,115.0,66.3,7.0,10.0,21.0,8.0,21.1,7.0,6.0,1.0,0.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,28.0,38.0,38.0,3420.0,38.0,43.0,1.13,106.0,65.0,66.0,21.0,8.0,9.0,12.0,31.6,8.0,7.0,1.0,0.0,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Squad Total,,,28.1,38.0,38.0,3420.0,38.0,43.0,1.13,106.0,65.0,66.0,21.0,8.0,9.0,12.0,31.6,8.0,7.0,1.0,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
