Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2021-2022,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,29.0,36.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Éder Militão,br BRA,DF,23.0,33.7,1.0,33.0,8.0,24.2,0.98,0.24,0.03,0.13,16.8,0.0,0.0,,0.0,2.5,2.5,0.08,-1.5,-1.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,33.0,28.8,27.0,117.0,48.0,41.0,4.06,1.67,0.17,0.42,16.2,7.0,11.0,,3.0,23.7,15.1,0.13,3.3,4.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Casemiro,br BRA,MF,29.0,28.5,1.0,41.0,9.0,22.0,1.44,0.32,0.02,0.11,25.1,0.0,0.0,,1.0,2.5,2.5,0.06,-1.5,-1.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Vinicius Júnior,br BRA,FW,21.0,29.9,17.0,80.0,42.0,52.5,2.68,1.41,0.21,0.4,15.2,0.0,0.0,,0.0,12.3,12.3,0.15,4.7,4.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,David Alaba,at AUT,DF,29.0,29.4,2.0,21.0,7.0,33.3,0.72,0.24,0.1,0.29,21.8,0.0,0.0,,7.0,1.6,1.6,0.09,0.4,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Toni Kroos,de GER,MF,31.0,23.4,1.0,46.0,12.0,26.1,1.97,0.51,0.02,0.08,24.0,0.0,0.0,,4.0,2.2,2.2,0.05,-1.2,-1.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,35.0,22.6,2.0,26.0,10.0,38.5,1.15,0.44,0.04,0.1,22.0,1.0,1.0,,1.0,2.5,1.7,0.06,-0.5,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Lucas Vázquez,es ESP,DF,30.0,20.4,3.0,18.0,5.0,27.8,0.88,0.25,0.17,0.6,20.6,0.0,0.0,,0.0,2.2,2.2,0.12,0.8,0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,26.0,19.3,2.0,12.0,5.0,41.7,0.62,0.26,0.17,0.4,19.4,0.0,0.0,,0.0,1.0,1.0,0.09,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Federico Valverde,uy URU,MF,23.0,20.4,0.0,34.0,9.0,26.5,1.67,0.44,0.0,0.0,25.7,0.0,0.0,,0.0,0.9,0.9,0.03,-0.9,-0.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Marco Asensio,es ESP,"FW,MF",25.0,19.2,10.0,64.0,32.0,50.0,3.33,1.66,0.16,0.31,18.9,0.0,0.0,,2.0,7.5,7.5,0.12,2.5,2.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
