Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2006-2007,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,25.0,38.0,38.0,3420.0,38.0,40.0,1.05,159.0,119.0,74.8,23.0,7.0,8.0,11.0,28.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Real Madrid,Squad Total,,,27.0,38.0,38.0,3420.0,,40.0,1.05,159.0,119.0,74.8,23.0,7.0,8.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Real Madrid,Opponent Total,,,26.7,38.0,38.0,,,,,,,,8.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,24.0,38.0,38.0,3420.0,38.0,33.0,0.87,132.0,99.0,75.0,22.0,10.0,6.0,15.0,39.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Barcelona,Squad Total,,,27.3,38.0,38.0,3420.0,,33.0,0.87,132.0,99.0,75.0,22.0,10.0,6.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Barcelona,Opponent Total,,,26.7,38.0,38.0,,,,,,,,6.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Sevilla,Andrés Palop,es ESP,GK,32.0,34.0,34.0,3015.0,33.5,32.0,0.96,151.0,119.0,78.8,20.0,6.0,8.0,12.0,35.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Sevilla,David Cobeño,es ESP,GK,24.0,5.0,4.0,405.0,4.5,3.0,0.67,11.0,8.0,72.7,1.0,2.0,1.0,2.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Sevilla,Squad Total,,,27.0,38.0,38.0,3420.0,,35.0,0.92,162.0,127.0,78.4,21.0,8.0,9.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Sevilla,Opponent Total,,,26.7,38.0,38.0,,,,,,,,9.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Valencia,Santiago Cañizares,es ESP,GK,36.0,32.0,32.0,2786.0,31.0,33.0,1.07,116.0,83.0,71.6,17.0,4.0,11.0,12.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Valencia,Ludovic Butelle,fr FRA,GK,23.0,8.0,6.0,634.0,7.0,9.0,1.28,31.0,22.0,71.0,3.0,2.0,1.0,2.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Valencia,Squad Total,,,26.9,38.0,38.0,3420.0,,42.0,1.11,147.0,105.0,71.4,20.0,6.0,12.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Valencia,Opponent Total,,,26.8,38.0,38.0,,,,,,,,12.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Villarreal,Sebastián Viera,uy URU,GK,23.0,28.0,27.0,2475.0,27.5,25.0,0.91,108.0,83.0,76.9,15.0,7.0,5.0,11.0,40.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Villarreal,Mariano Barbosa,ar ARG,GK,22.0,11.0,11.0,945.0,10.5,19.0,1.81,64.0,45.0,70.3,3.0,1.0,7.0,2.0,18.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Villarreal,Squad Total,,,27.2,38.0,38.0,3420.0,,44.0,1.16,172.0,128.0,74.4,18.0,8.0,12.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Villarreal,Opponent Total,,,26.8,38.0,38.0,,,,,,,,12.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Zaragoza,César Sánchez,es ESP,GK,34.0,38.0,38.0,3420.0,38.0,43.0,1.13,211.0,168.0,79.6,16.0,12.0,10.0,13.0,34.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Zaragoza,Squad Total,,,26.5,38.0,38.0,3420.0,,43.0,1.13,211.0,168.0,79.6,16.0,12.0,10.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Zaragoza,Opponent Total,,,26.6,38.0,38.0,,,,,,,,10.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Atlético Madrid,Leo Franco,ar ARG,GK,29.0,32.0,32.0,2835.0,31.5,28.0,0.89,134.0,106.0,79.1,14.0,7.0,10.0,11.0,34.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Atlético Madrid,Iván Cuéllar,es ESP,GK,22.0,7.0,6.0,585.0,6.5,11.0,1.69,49.0,38.0,77.6,3.0,2.0,2.0,2.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Atlético Madrid,Squad Total,,,25.4,38.0,38.0,3420.0,,39.0,1.03,183.0,144.0,78.7,17.0,9.0,12.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Atlético Madrid,Opponent Total,,,26.9,38.0,38.0,,,,,,,,12.0,9.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Recreativo,Javier López Vallejo,es ESP,GK,30.0,30.0,30.0,2655.0,29.5,35.0,1.19,131.0,96.0,73.3,12.0,8.0,9.0,11.0,36.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Recreativo,Bertrand Laquait,fr FRA,GK,29.0,9.0,8.0,765.0,8.5,17.0,2.0,46.0,29.0,63.0,3.0,1.0,5.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Recreativo,Squad Total,,,27.1,38.0,38.0,3420.0,,52.0,1.37,177.0,125.0,70.6,15.0,9.0,14.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Recreativo,Opponent Total,,,26.8,38.0,38.0,,,,,,,,14.0,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Getafe,Pato Abbondanzieri,ar ARG,GK,33.0,36.0,36.0,3215.0,35.7,31.0,0.87,157.0,126.0,80.3,14.0,9.0,13.0,14.0,38.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Getafe,Luis García,es ESP,GK,27.0,3.0,2.0,205.0,2.3,2.0,0.88,5.0,3.0,60.0,0.0,1.0,1.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Getafe,Squad Total,,,28.2,38.0,38.0,3420.0,,33.0,0.87,162.0,129.0,79.6,14.0,10.0,14.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Getafe,Opponent Total,,,26.8,38.0,38.0,,,,,,,,14.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Racing Sant,Toño,es ESP,GK,26.0,32.0,32.0,2820.0,31.3,36.0,1.15,127.0,91.0,71.7,11.0,12.0,9.0,12.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Racing Sant,Juan Calatayud,es ESP,GK,26.0,7.0,6.0,600.0,6.7,12.0,1.8,41.0,29.0,70.7,1.0,2.0,3.0,1.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Racing Sant,Squad Total,,,26.2,38.0,38.0,3420.0,,48.0,1.26,168.0,120.0,71.4,12.0,14.0,12.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Racing Sant,Opponent Total,,,26.8,38.0,38.0,,,,,,,,12.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Espanyol,Carlos Kameni,cm CMR,GK,22.0,36.0,36.0,3240.0,36.0,50.0,1.39,192.0,142.0,74.0,11.0,13.0,12.0,8.0,22.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Espanyol,Gorka Iraizoz,es ESP,GK,25.0,2.0,2.0,180.0,2.0,3.0,1.5,9.0,6.0,66.7,1.0,0.0,1.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Espanyol,Squad Total,,,25.3,38.0,38.0,3420.0,,53.0,1.39,201.0,148.0,73.6,12.0,13.0,13.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Espanyol,Opponent Total,,,27.0,38.0,38.0,,,,,,,,13.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Mallorca,Toni Prats,es ESP,GK,34.0,22.0,22.0,1980.0,22.0,33.0,1.5,114.0,81.0,71.1,6.0,5.0,11.0,6.0,27.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Mallorca,Miguel Ángel Moyá,es ESP,GK,22.0,16.0,16.0,1440.0,16.0,14.0,0.87,71.0,57.0,80.3,8.0,2.0,6.0,6.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Mallorca,Squad Total,,,26.9,38.0,38.0,3420.0,,47.0,1.24,185.0,138.0,74.6,14.0,7.0,17.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,Mallorca,Opponent Total,,,26.8,38.0,38.0,,,,,,,,17.0,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,La Coruña,Dudu Aouate,il ISR,GK,28.0,38.0,38.0,3420.0,38.0,45.0,1.18,182.0,137.0,75.3,12.0,11.0,15.0,16.0,42.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,LaLiga,La Coruña,Squad Total,,,25.6,38.0,38.0,3420.0,,45.0,1.18,182.0,137.0,75.3,12.0,11.0,15.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
