Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2021-2022,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,22.0,33.6,10.0,0.0,0.0,28.0,53.0,39.0,68.0,5.0,8.0,4.0,0.0,0.0,,63.0,4.0,10.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Marquinhos,br BRA,DF,27.0,31.8,5.0,0.0,0.0,6.0,11.0,1.0,6.0,16.0,14.0,0.0,0.0,0.0,,181.0,41.0,39.0,51.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,25.0,28.6,6.0,0.0,0.0,28.0,26.0,0.0,2.0,38.0,19.0,0.0,2.0,0.0,,138.0,49.0,20.0,71.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,DF,22.0,27.5,3.0,1.0,0.0,20.0,14.0,6.0,52.0,28.0,51.0,0.0,0.0,0.0,,123.0,9.0,20.0,31.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",34.0,23.9,0.0,0.0,0.0,6.0,35.0,10.0,32.0,4.0,3.0,0.0,0.0,0.0,,55.0,4.0,3.0,57.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,28.0,21.5,12.0,0.0,0.0,32.0,48.0,1.0,9.0,18.0,40.0,0.0,0.0,1.0,,127.0,5.0,11.0,31.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Danilo Pereira,pt POR,MF,29.0,22.6,2.0,0.0,0.0,22.0,23.0,1.0,0.0,37.0,17.0,0.0,0.0,0.0,,163.0,31.0,16.0,66.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Neymar,br BRA,"FW,MF",29.0,20.6,10.0,0.0,0.0,31.0,70.0,11.0,64.0,4.0,19.0,1.0,0.0,0.0,,84.0,5.0,4.0,55.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,34.0,20.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,2.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,33.0,18.3,2.0,0.0,0.0,9.0,14.0,7.0,122.0,6.0,18.0,1.0,0.0,0.0,,71.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Nuno Mendes,pt POR,DF,19.0,18.4,3.0,0.0,0.0,19.0,24.0,1.0,39.0,21.0,29.0,0.0,0.0,0.0,,109.0,10.0,11.0,47.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Georginio Wijnaldum,nl NED,MF,30.0,18.4,2.0,0.0,0.0,6.0,15.0,0.0,1.0,9.0,9.0,0.0,1.0,0.0,,74.0,11.0,5.0,68.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
