Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2021-2022,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,22.0,35.0,3023.0,86.0,88.4,33.6,34.0,88.0,24.0,1.0,21.0,0.0,2.34,85.0,30.0,55.0,1.64,1.86,69.9,33.7,36.2,1.08,0.91,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Marquinhos,br BRA,DF,27.0,32.0,2861.0,89.0,83.7,31.8,32.0,89.0,31.0,0.0,,1.0,2.13,67.0,28.0,39.0,1.23,-1.19,63.1,33.0,30.1,0.95,-0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,25.0,30.0,2576.0,86.0,75.3,28.6,29.0,88.0,25.0,1.0,16.0,3.0,2.17,64.0,31.0,33.0,1.15,-1.09,59.2,31.6,27.6,0.96,-0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,DF,22.0,32.0,2479.0,77.0,72.5,27.5,28.0,87.0,19.0,4.0,14.0,0.0,2.28,70.0,25.0,45.0,1.63,0.77,57.5,26.8,30.8,1.12,0.53,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",34.0,26.0,2153.0,83.0,63.0,23.9,24.0,88.0,22.0,2.0,27.0,0.0,2.12,54.0,23.0,31.0,1.3,-0.34,51.3,25.8,25.5,1.06,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,28.0,24.0,1937.0,81.0,56.6,21.5,23.0,83.0,12.0,1.0,29.0,0.0,1.92,47.0,22.0,25.0,1.16,-0.6,46.5,23.8,22.7,1.05,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Danilo Pereira,pt POR,MF,29.0,27.0,2038.0,75.0,59.6,22.6,22.0,88.0,19.0,5.0,21.0,9.0,2.33,57.0,24.0,33.0,1.46,0.09,48.7,25.0,23.7,1.05,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Neymar,br BRA,"FW,MF",29.0,22.0,1851.0,84.0,54.1,20.6,22.0,84.0,12.0,0.0,,0.0,2.09,47.0,23.0,24.0,1.17,-0.55,42.8,21.9,20.9,1.02,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,34.0,21.0,1856.0,88.0,54.3,20.6,21.0,88.0,19.0,0.0,,11.0,2.14,43.0,18.0,25.0,1.21,-0.46,38.7,21.3,17.4,0.84,-0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,33.0,26.0,1645.0,63.0,48.1,18.3,19.0,79.0,4.0,7.0,20.0,3.0,2.12,39.0,13.0,26.0,1.42,0.0,39.4,18.4,21.0,1.15,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
