Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2020-2021,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,27.0,38.0,1071.0,923.0,1064.0,8.0,0.0,0.0,1071.0,1.0,1.0,100.0,0.0,0.0,479.0,3018.0,1896.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Koke,es ESP,MF,28.0,33.6,2771.0,63.0,486.0,1732.0,571.0,29.0,2771.0,36.0,26.0,72.2,10.0,27.8,1549.0,6350.0,3145.0,39.0,40.0,5.0,41.0,33.0,2060.0,42.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Marcos Llorente,es ESP,"MF,FW",25.0,32.8,1723.0,36.0,285.0,827.0,631.0,107.0,1723.0,66.0,39.0,59.1,27.0,40.9,1016.0,5622.0,2762.0,90.0,47.0,27.0,42.0,51.0,1201.0,215.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Stefan Savić,me MNE,DF,29.0,32.8,2015.0,201.0,844.0,1121.0,61.0,14.0,2015.0,6.0,6.0,100.0,0.0,0.0,1205.0,5834.0,3943.0,30.0,16.0,0.0,6.0,4.0,1327.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Mario Hermoso,es ESP,DF,25.0,28.6,2188.0,120.0,677.0,1323.0,198.0,16.0,2188.0,11.0,9.0,81.8,2.0,18.2,1234.0,5841.0,3546.0,30.0,23.0,1.0,24.0,9.0,1510.0,23.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Luis Suárez,uy URU,FW,33.0,27.9,855.0,16.0,44.0,340.0,474.0,173.0,852.0,33.0,13.0,39.4,20.0,60.6,429.0,1733.0,798.0,30.0,15.0,20.0,61.0,27.0,683.0,171.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Ángel Correa,ar ARG,"FW,MF",25.0,26.6,1218.0,16.0,157.0,489.0,585.0,147.0,1218.0,90.0,53.0,58.9,37.0,41.1,721.0,3199.0,1546.0,64.0,32.0,33.0,77.0,57.0,884.0,186.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Kieran Trippier,eng ENG,DF,29.0,27.5,2054.0,84.0,538.0,884.0,642.0,16.0,2054.0,25.0,19.0,76.0,6.0,24.0,989.0,3798.0,2052.0,43.0,38.0,3.0,22.0,7.0,1280.0,196.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Yannick Carrasco,be BEL,"DF,MF",26.0,24.2,1333.0,22.0,195.0,466.0,700.0,118.0,1333.0,120.0,66.0,55.0,54.0,45.0,817.0,6198.0,3476.0,146.0,85.0,60.0,60.0,51.0,868.0,212.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,LaLiga,Atlético Madrid,Felipe,br BRA,DF,31.0,22.9,1301.0,185.0,669.0,603.0,39.0,24.0,1301.0,3.0,3.0,100.0,0.0,0.0,701.0,3635.0,1638.0,5.0,2.0,0.0,3.0,1.0,753.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
