season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2020-2021,Ligue1,Lille,Mike Maignan,fr FRA,GK,25.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,Ligue1,Lille,Sven Botman,nl NED,DF,20.0,37.0,37.0,3309.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,183.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,Ligue1,Lille,José Fonte,pt POR,DF,36.0,36.0,36.0,3185.0,35.4,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,14.0,137.0,14.0,0.08,0.0,0.08,0.08,0.08,0.0,0.0
2020-2021,Ligue1,Lille,Benjamin André,fr FRA,MF,29.0,35.0,35.0,2885.0,32.1,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,28.0,200.0,64.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0
2020-2021,Ligue1,Lille,Jonathan Bamba,fr FRA,MF,24.0,38.0,34.0,2985.0,33.2,6.0,9.0,15.0,6.0,0.0,0.0,2.0,0.0,103.0,128.0,262.0,0.18,0.27,0.45,0.18,0.45,0.0,0.0
2020-2021,Ligue1,Lille,Jonathan David,ca CAN,FW,20.0,37.0,29.0,2354.0,26.2,13.0,2.0,15.0,13.0,0.0,0.0,0.0,0.0,46.0,47.0,173.0,0.5,0.08,0.57,0.5,0.57,0.0,0.0
2020-2021,Ligue1,Lille,Zeki Çelik,tr TUR,DF,23.0,29.0,28.0,2381.0,26.5,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,69.0,102.0,119.0,0.11,0.08,0.19,0.11,0.19,0.0,0.0
2020-2021,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",22.0,37.0,26.0,2177.0,24.2,4.0,5.0,9.0,3.0,1.0,1.0,0.0,0.0,65.0,73.0,117.0,0.17,0.21,0.37,0.12,0.33,0.0,0.0
2020-2021,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,26.0,29.0,24.0,2180.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,48.0,117.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,Ligue1,Lille,Burak Yılmaz,tr TUR,FW,35.0,28.0,23.0,2051.0,22.8,16.0,5.0,21.0,12.0,4.0,4.0,6.0,0.0,37.0,27.0,147.0,0.7,0.22,0.92,0.53,0.75,0.0,0.0
2020-2021,Ligue1,Lille,Boubakary Soumaré,fr FRA,MF,21.0,32.0,21.0,1919.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0,181.0,38.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0
