Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2019-2020,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,31.0,34.9,0.0,0.0,0.0,21.0,15.0,27.0,23.0,7.0,8.0,0.0,0.0,0.0,,71.0,29.0,38.0,43.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Casemiro,br BRA,MF,27.0,34.3,12.0,0.0,0.0,87.0,65.0,3.0,24.0,68.0,60.0,0.0,0.0,0.0,,294.0,100.0,62.0,61.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,33.0,33.5,10.0,0.0,0.0,52.0,28.0,7.0,2.0,49.0,31.0,1.0,1.0,0.0,,211.0,67.0,50.0,57.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,27.0,34.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,48.0,5.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Raphaël Varane,fr FRA,DF,26.0,31.4,2.0,0.0,0.0,22.0,12.0,1.0,2.0,31.0,17.0,0.0,0.0,0.0,,159.0,80.0,33.0,70.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,27.0,30.4,11.0,0.0,0.0,42.0,30.0,3.0,109.0,36.0,46.0,1.0,0.0,0.0,,178.0,27.0,33.0,45.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Toni Kroos,de GER,MF,29.0,29.5,2.0,0.0,0.0,28.0,43.0,2.0,145.0,23.0,28.0,0.0,0.0,0.0,,173.0,12.0,11.0,52.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,33.0,22.2,7.0,1.0,0.0,32.0,28.0,1.0,52.0,22.0,18.0,1.0,0.0,0.0,,132.0,11.0,23.0,32.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Federico Valverde,uy URU,MF,21.0,21.2,1.0,0.0,0.0,25.0,10.0,0.0,16.0,21.0,19.0,0.0,0.0,0.0,,113.0,25.0,18.0,58.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,24.0,20.1,8.0,1.0,1.0,25.0,29.0,1.0,66.0,22.0,26.0,1.0,0.0,0.0,,97.0,26.0,19.0,57.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Marcelo,br BRA,DF,31.0,14.4,2.0,0.0,0.0,7.0,18.0,0.0,58.0,18.0,11.0,2.0,0.0,0.0,,91.0,10.0,7.0,58.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Isco,es ESP,"FW,MF",27.0,13.1,2.0,0.0,0.0,15.0,30.0,7.0,39.0,7.0,9.0,0.0,0.0,0.0,,64.0,6.0,17.0,26.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Eden Hazard,be BEL,"FW,MF",28.0,12.0,0.0,0.0,0.0,12.0,50.0,2.0,19.0,6.0,3.0,3.0,0.0,0.0,,61.0,6.0,7.0,46.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Vinicius Júnior,br BRA,"FW,MF",19.0,15.2,4.0,0.0,0.0,19.0,26.0,9.0,30.0,3.0,16.0,1.0,0.0,0.0,,66.0,4.0,4.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Gareth Bale,wls WAL,"FW,MF",30.0,12.1,4.0,1.0,1.0,16.0,10.0,5.0,45.0,6.0,5.0,0.0,0.0,0.0,,36.0,28.0,12.0,70.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Rodrygo,br BRA,FW,18.0,11.3,0.0,0.0,0.0,8.0,19.0,5.0,38.0,10.0,1.0,0.0,0.0,0.0,,41.0,9.0,21.0,30.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Éder Militão,br BRA,DF,21.0,11.4,3.0,0.0,0.0,18.0,15.0,2.0,2.0,20.0,15.0,0.0,0.0,0.0,,51.0,36.0,10.0,78.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Lucas Vázquez,es ESP,"MF,FW",28.0,9.4,1.0,0.0,0.0,26.0,12.0,2.0,47.0,10.0,17.0,1.0,0.0,0.0,,70.0,3.0,8.0,27.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,James Rodríguez,co COL,"MF,FW",28.0,4.7,1.0,0.0,0.0,5.0,8.0,2.0,26.0,3.0,13.0,0.0,0.0,0.0,,18.0,4.0,6.0,40.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Nacho,es ESP,DF,29.0,4.9,3.0,0.0,0.0,9.0,7.0,0.0,16.0,12.0,6.0,0.0,0.0,0.0,,22.0,13.0,10.0,56.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Luka Jović,rs SRB,FW,21.0,4.8,2.0,0.0,0.0,5.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,,9.0,15.0,9.0,62.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Alphonse Areola,fr FRA,GK,26.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,9.0,1.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Álvaro Odriozola,es ESP,DF,23.0,3.8,3.0,1.0,1.0,7.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,,13.0,0.0,6.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Marco Asensio,es ESP,FW,23.0,3.7,0.0,0.0,0.0,2.0,4.0,1.0,11.0,1.0,3.0,0.0,0.0,0.0,,16.0,2.0,4.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Brahim Díaz,es ESP,FW,19.0,0.7,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Mariano,do DOM,"FW,MF",25.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Squad Total,,,27.6,38.0,82.0,4.0,3.0,487.0,474.0,84.0,776.0,381.0,355.0,11.0,2.0,0.0,,2047.0,521.0,411.0,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Opponent Total,,,27.0,38.0,87.0,1.0,0.0,509.0,456.0,64.0,621.0,374.0,352.0,2.0,11.0,1.0,,1851.0,411.0,521.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,27.0,36.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,59.0,11.0,1.0,91.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,32.0,34.4,15.0,0.0,0.0,32.0,19.0,0.0,0.0,36.0,23.0,0.0,2.0,0.0,,220.0,127.0,45.0,73.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,32.0,32.0,4.0,0.0,0.0,20.0,70.0,13.0,114.0,7.0,10.0,1.0,0.0,0.0,,56.0,10.0,3.0,76.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Antoine Griezmann,fr FRA,FW,28.0,28.3,2.0,0.0,0.0,10.0,21.0,16.0,22.0,12.0,18.0,0.0,0.0,0.0,,84.0,29.0,29.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,31.0,27.6,9.0,0.0,0.0,46.0,51.0,0.0,1.0,44.0,44.0,0.0,1.0,0.0,,219.0,38.0,33.0,53.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Clément Lenglet,fr FRA,DF,24.0,26.9,11.0,2.0,2.0,32.0,25.0,2.0,0.0,35.0,31.0,0.0,1.0,0.0,,139.0,59.0,38.0,60.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",27.0,26.0,8.0,0.0,0.0,18.0,39.0,2.0,30.0,33.0,22.0,0.0,0.0,0.0,,117.0,28.0,21.0,57.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Jordi Alba,es ESP,DF,30.0,24.3,7.0,0.0,0.0,18.0,18.0,5.0,65.0,37.0,13.0,0.0,0.0,0.0,,129.0,6.0,15.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Frenkie de Jong,nl NED,MF,22.0,23.5,3.0,1.0,1.0,23.0,31.0,1.0,3.0,21.0,19.0,0.0,0.0,0.0,,139.0,14.0,19.0,42.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Nélson Semedo,pt POR,DF,25.0,23.3,2.0,0.0,0.0,21.0,30.0,3.0,22.0,22.0,30.0,2.0,1.0,0.0,,128.0,12.0,12.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Luis Suárez,uy URU,FW,32.0,22.2,4.0,0.0,0.0,15.0,25.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,,36.0,11.0,8.0,57.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Arturo Vidal,cl CHI,MF,32.0,18.6,4.0,0.0,0.0,44.0,23.0,7.0,14.0,17.0,38.0,0.0,2.0,0.0,,108.0,32.0,37.0,46.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,31.0,17.7,5.0,0.0,0.0,20.0,38.0,1.0,32.0,15.0,14.0,0.0,0.0,0.0,,106.0,17.0,20.0,45.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Arthur Melo,br BRA,MF,22.0,13.1,1.0,0.0,0.0,11.0,44.0,1.0,14.0,4.0,10.0,0.0,0.0,0.0,,72.0,3.0,6.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Ansu Fati,es ESP,FW,16.0,11.4,2.0,1.0,0.0,19.0,19.0,4.0,21.0,8.0,8.0,0.0,0.0,0.0,,41.0,6.0,11.0,35.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Junior Firpo,es ESP,DF,22.0,11.3,5.0,0.0,0.0,35.0,16.0,2.0,8.0,17.0,15.0,0.0,0.0,0.0,,36.0,11.0,12.0,47.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,25.0,10.5,6.0,0.0,0.0,20.0,16.0,1.0,0.0,22.0,5.0,0.0,0.0,0.0,,68.0,21.0,13.0,61.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Riqui Puig,es ESP,MF,19.0,5.7,1.0,0.0,0.0,9.0,11.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,,27.0,1.0,7.0,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Carles Pérez,es ESP,FW,21.0,5.3,0.0,0.0,0.0,4.0,4.0,2.0,16.0,1.0,4.0,0.0,0.0,0.0,,21.0,1.0,9.0,10.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Martin Braithwaite,dk DEN,"FW,MF",28.0,4.5,1.0,0.0,0.0,8.0,7.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,,9.0,5.0,6.0,45.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,FW,22.0,4.0,1.0,1.0,0.0,1.0,5.0,4.0,20.0,0.0,2.0,0.0,0.0,0.0,,14.0,1.0,2.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Ronald Araújo,uy URU,DF,20.0,2.6,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,10.0,6.0,5.0,54.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Rafinha,br BRA,"FW,MF",26.0,2.1,0.0,0.0,0.0,3.0,12.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,,14.0,0.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
