season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2022-2023,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,30.0,38.0,38.0,3347.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Robert Lewandowski,pl POL,FW,33.0,34.0,33.0,2847.0,31.6,23.0,7.0,30.0,23.0,0.0,1.0,4.0,1.0,52.0,100.0,248.0,0.73,0.22,0.95,0.73,0.95,0.0,0.0
2022-2023,LaLiga,Barcelona,Gavi,es ESP,"MF,FW",17.0,36.0,30.0,2531.0,28.1,2.0,4.0,6.0,2.0,0.0,0.0,10.0,0.0,49.0,134.0,153.0,0.07,0.14,0.21,0.07,0.21,0.0,0.0
2022-2023,LaLiga,Barcelona,Alejandro Balde,es ESP,DF,18.0,33.0,30.0,2471.0,27.5,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,96.0,79.0,234.0,0.04,0.22,0.25,0.04,0.25,0.0,0.0
2022-2023,LaLiga,Barcelona,Frenkie de Jong,nl NED,MF,25.0,33.0,29.0,2534.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,92.0,279.0,83.0,0.07,0.14,0.21,0.07,0.21,0.0,0.0
2022-2023,LaLiga,Barcelona,Jules Koundé,fr FRA,DF,23.0,29.0,28.0,2426.0,27.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,58.0,185.0,61.0,0.04,0.11,0.15,0.04,0.15,0.0,0.0
2022-2023,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,34.0,30.0,28.0,2339.0,26.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,26.0,254.0,32.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0
2022-2023,LaLiga,Barcelona,Raphinha,br BRA,FW,25.0,36.0,25.0,2072.0,23.0,7.0,7.0,14.0,7.0,0.0,0.0,9.0,0.0,97.0,104.0,339.0,0.3,0.3,0.61,0.3,0.61,0.0,0.0
2022-2023,LaLiga,Barcelona,Pedri,es ESP,MF,19.0,26.0,22.0,1976.0,22.0,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,67.0,184.0,99.0,0.27,0.05,0.32,0.27,0.32,0.0,0.0
2022-2023,LaLiga,Barcelona,Andreas Christensen,dk DEN,DF,26.0,23.0,22.0,1760.0,19.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,18.0,91.0,5.0,0.05,0.05,0.1,0.05,0.1,0.0,0.0
2022-2023,LaLiga,Barcelona,Ronald Araújo,uy URU,DF,23.0,22.0,21.0,1800.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0
2022-2023,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,FW,25.0,25.0,16.0,1410.0,15.7,5.0,7.0,12.0,5.0,0.0,0.0,4.0,0.0,124.0,74.0,209.0,0.32,0.45,0.77,0.32,0.77,0.0,0.0
2022-2023,LaLiga,Barcelona,Eric García,es ESP,"DF,MF",21.0,24.0,15.0,1417.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,25.0,105.0,6.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0
2022-2023,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",30.0,23.0,15.0,1308.0,14.5,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,47.0,97.0,72.0,0.28,0.07,0.34,0.28,0.34,0.0,0.0
2022-2023,LaLiga,Barcelona,Jordi Alba,es ESP,DF,33.0,24.0,14.0,1419.0,15.8,2.0,3.0,5.0,2.0,0.0,0.0,6.0,1.0,42.0,141.0,157.0,0.13,0.19,0.32,0.13,0.32,0.0,0.0
2022-2023,LaLiga,Barcelona,Ferrán Torres,es ESP,"FW,MF",22.0,33.0,14.0,1392.0,15.5,4.0,2.0,6.0,4.0,0.0,1.0,5.0,1.0,43.0,44.0,180.0,0.26,0.13,0.39,0.26,0.39,0.0,0.0
2022-2023,LaLiga,Barcelona,Ansu Fati,es ESP,FW,19.0,36.0,12.0,1393.0,15.5,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,47.0,48.0,178.0,0.45,0.19,0.65,0.45,0.65,0.0,0.0
2022-2023,LaLiga,Barcelona,Marcos Alonso,es ESP,DF,31.0,24.0,11.0,1172.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.0,0.0
2022-2023,LaLiga,Barcelona,Franck Kessié,ci CIV,MF,25.0,28.0,7.0,990.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,14.0,39.0,43.0,0.09,0.09,0.18,0.09,0.18,0.0,0.0
2022-2023,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,35.0,6.0,4.0,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Memphis,nl NED,FW,28.0,2.0,2.0,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,19.0,0.79,0.0,0.79,0.79,0.79,0.0,0.0
2022-2023,LaLiga,Barcelona,Pablo Torre,es ESP,"FW,MF",19.0,8.0,1.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Héctor Bellerín,es ESP,DF,27.0,3.0,1.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Iñaki Peña,es ESP,GK,23.0,2.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Ángel Alarcón,es ESP,FW,18.0,4.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Pierre-Emerick Aubameyang,ga GAB,FW,33.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Lamine Yamal,es ESP,FW,15.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Aleix Garrido,es ESP,FW,18.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Chadi Riad,ma MAR,MF,19.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Arnau Tenas,es ESP,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,LaLiga,Barcelona,Ander Astralaga,es ESP,GK,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
