Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2018-2019,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,31.0,,35.0,3150.0,35.0,4.0,2.0,6.0,4.0,0.0,0.0,6.0,0.0,32.0,127.0,13.0,0.11,0.06,0.17,0.11,0.17,,35.0,3.3,3.3,1.4,4.6,0.09,0.04,0.13,0.09,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,26.0,,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jordi Alba,es ESP,DF,29.0,,32.0,2991.0,33.2,2.0,8.0,10.0,2.0,0.0,0.0,6.0,0.0,63.0,207.0,372.0,0.06,0.24,0.3,0.06,0.3,,36.0,1.8,1.8,6.7,8.5,0.05,0.2,0.25,0.05,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Luis Suárez,uy URU,FW,31.0,,31.0,2827.0,31.4,21.0,6.0,27.0,17.0,4.0,4.0,5.0,0.0,73.0,97.0,294.0,0.67,0.19,0.86,0.54,0.73,,33.0,23.1,20.0,6.9,26.9,0.74,0.22,0.96,0.64,0.86,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,30.0,,30.0,2715.0,30.2,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,12.0,198.0,13.0,0.0,0.03,0.03,0.0,0.03,,35.0,0.4,0.4,1.5,1.9,0.01,0.05,0.06,0.01,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,31.0,,29.0,2713.0,30.1,36.0,13.0,49.0,32.0,4.0,5.0,3.0,0.0,153.0,328.0,206.0,1.19,0.43,1.63,1.06,1.49,,34.0,23.8,19.9,14.4,34.2,0.79,0.48,1.27,0.66,1.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,30.0,,29.0,2643.0,29.4,3.0,5.0,8.0,3.0,0.0,0.0,7.0,1.0,56.0,263.0,71.0,0.1,0.17,0.27,0.1,0.27,,34.0,2.6,2.6,2.0,4.6,0.09,0.07,0.16,0.09,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",26.0,,23.0,2088.0,23.2,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,66.0,104.0,222.0,0.0,0.3,0.3,0.0,0.3,,29.0,0.5,0.5,3.6,4.1,0.02,0.15,0.18,0.02,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Philippe Coutinho,br BRA,"FW,MF",26.0,,22.0,2018.0,22.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,101.0,158.0,229.0,0.22,0.09,0.31,0.22,0.31,,34.0,7.4,7.4,3.7,11.1,0.33,0.17,0.5,0.33,0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Clément Lenglet,fr FRA,DF,23.0,,22.0,1933.0,21.5,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,6.0,49.0,2.0,0.05,0.0,0.05,0.05,0.05,,23.0,0.9,0.9,0.0,0.9,0.04,0.0,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Arturo Vidal,cl CHI,MF,31.0,,22.0,1929.0,21.4,3.0,7.0,10.0,3.0,0.0,0.0,7.0,0.0,17.0,104.0,74.0,0.14,0.33,0.47,0.14,0.47,,33.0,3.4,3.4,4.8,8.2,0.16,0.22,0.38,0.16,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,"FW,MF",21.0,,20.0,1661.0,18.5,8.0,5.0,13.0,8.0,0.0,0.0,1.0,0.0,113.0,80.0,232.0,0.43,0.27,0.7,0.43,0.7,,29.0,3.8,3.8,4.9,8.7,0.2,0.27,0.47,0.2,0.47,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Nélson Semedo,pt POR,DF,24.0,,20.0,1600.0,17.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,54.0,44.0,119.0,0.06,0.0,0.06,0.06,0.06,,26.0,0.3,0.3,0.3,0.6,0.02,0.02,0.03,0.02,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Arthur Melo,br BRA,MF,21.0,,19.0,1430.0,15.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,120.0,21.0,0.0,0.06,0.06,0.0,0.06,,27.0,0.3,0.3,1.1,1.4,0.02,0.07,0.09,0.02,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,24.0,,13.0,1189.0,13.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,11.0,69.0,2.0,0.0,0.08,0.08,0.0,0.08,,14.0,0.2,0.2,0.7,0.8,0.01,0.05,0.06,0.01,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Thomas Vermaelen,be BEL,DF,32.0,,7.0,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Carles Aleñá,es ESP,MF,20.0,,6.0,637.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,18.0,65.0,38.0,0.28,0.0,0.28,0.28,0.28,,17.0,1.3,1.3,0.7,2.0,0.18,0.1,0.28,0.18,0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Malcom,br BRA,"FW,MF",21.0,,6.0,614.0,6.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,26.0,18.0,98.0,0.15,0.29,0.44,0.15,0.44,,15.0,1.4,1.4,1.7,3.1,0.2,0.25,0.45,0.2,0.45,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jasper Cillessen,nl NED,GK,29.0,,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Kevin-Prince Boateng,gh GHA,FW,31.0,,3.0,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.2,0.2,0.1,0.2,0.06,0.02,0.08,0.06,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Rafinha,br BRA,"FW,MF",25.0,,3.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.4,0.4,0.1,0.4,0.16,0.02,0.18,0.16,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Moussa Wagué,sn SEN,"DF,FW",19.0,,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.1,0.1,0.3,0.4,0.05,0.13,0.18,0.05,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jean-Clair Todibo,fr FRA,DF,18.0,,2.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Riqui Puig,es ESP,MF,18.0,,2.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.7,0.7,0.0,0.41,0.41,0.0,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Munir El Haddadi,ma MAR,FW,22.0,,1.0,152.0,1.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.59,0.59,1.18,0.59,1.18,,7.0,0.9,0.9,0.6,1.5,0.51,0.35,0.87,0.51,0.87,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jeison Murillo,co COL,DF,26.0,,1.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Álex Collado,es ESP,FW,19.0,,0.0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Abel Ruiz,es ESP,FW,18.0,,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.4,0.4,0.1,0.4,1.47,0.32,1.8,1.47,1.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Denis Suárez,es ESP,"MF,DF",24.0,,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.4,0.4,0.1,0.4,1.8,0.31,2.11,1.8,2.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Carles Pérez,es ESP,FW,20.0,,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.1,0.1,0.0,0.1,0.36,0.0,0.36,0.36,0.36,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Juan Brandáriz,es ESP,DF,19.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
