Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2018-2019,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,26.0,35.0,32.0,1.0,0.0,2.0,1.0,37.5,0.32,6.5,0.18,114.0,223.0,51.1,883.0,197.0,15.7,27.3,200.0,42.0,38.4,395.0,8.0,2.0,32.0,0.91,16.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jasper Cillessen,nl NED,GK,29.0,3.0,4.0,1.0,0.0,0.0,0.0,2.9,0.14,-1.1,-0.36,11.0,21.0,52.4,87.0,14.0,14.9,26.0,24.0,33.3,33.1,45.0,0.0,0.0,6.0,2.0,15.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Squad Total,,,27.7,38.0,36.0,2.0,0.0,2.0,1.0,40.4,0.3,5.4,0.14,125.0,244.0,51.2,970.0,211.0,15.7,27.2,224.0,41.1,37.8,440.0,8.0,1.8,38.0,1.0,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Opponent Total,,,26.8,38.0,90.0,8.0,6.0,6.0,2.0,90.0,0.33,2.0,0.05,234.0,629.0,37.2,832.0,149.0,48.9,39.3,302.0,73.5,52.3,308.0,10.0,3.2,33.0,0.87,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,25.0,37.0,27.0,5.0,0.0,3.0,2.0,39.3,0.27,14.3,0.39,215.0,580.0,37.1,570.0,102.0,56.7,41.0,291.0,88.3,57.4,537.0,22.0,4.1,16.0,0.43,12.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Atlético Madrid,Antonio Adán,es ESP,GK,31.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.43,1.0,1.03,5.0,16.0,31.3,13.0,2.0,53.8,33.3,11.0,81.8,52.5,18.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Atlético Madrid,Squad Total,,,26.4,38.0,29.0,5.0,0.0,4.0,2.0,42.3,0.28,15.3,0.4,220.0,596.0,36.9,583.0,104.0,56.6,40.8,302.0,88.1,57.2,555.0,22.0,4.0,16.0,0.42,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Atlético Madrid,Opponent Total,,,27.0,38.0,55.0,3.0,3.0,6.0,2.0,53.5,0.32,0.5,0.01,242.0,565.0,42.8,885.0,166.0,45.2,38.0,280.0,58.9,46.8,462.0,17.0,3.7,27.0,0.71,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,26.0,27.0,36.0,6.0,0.0,3.0,0.0,36.3,0.3,0.3,0.01,93.0,270.0,34.4,655.0,167.0,28.4,32.3,184.0,45.7,42.6,288.0,21.0,7.3,20.0,0.74,14.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Real Madrid,Keylor Navas,cr CRC,GK,31.0,10.0,8.0,0.0,0.0,2.0,0.0,10.0,0.32,2.0,0.2,30.0,85.0,35.3,239.0,64.0,24.7,31.4,61.0,42.6,43.4,101.0,5.0,5.0,16.0,1.6,18.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Real Madrid,Luca Zidane,fr FRA,GK,20.0,1.0,2.0,0.0,0.0,1.0,0.0,1.7,0.55,-0.3,-0.34,3.0,8.0,37.5,29.0,2.0,17.2,27.6,11.0,27.3,34.5,11.0,0.0,0.0,2.0,2.0,23.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Real Madrid,Squad Total,,,27.1,38.0,46.0,6.0,0.0,6.0,0.0,47.9,0.31,1.9,0.05,126.0,363.0,34.7,923.0,233.0,27.1,31.9,256.0,44.1,42.5,400.0,26.0,6.5,38.0,1.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Real Madrid,Opponent Total,,,26.8,38.0,63.0,9.0,1.0,9.0,2.0,68.8,0.29,7.8,0.21,272.0,649.0,41.9,889.0,150.0,46.6,38.3,306.0,76.8,52.6,598.0,17.0,2.8,26.0,0.68,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Valencia,Neto,br BRA,GK,29.0,34.0,34.0,7.0,2.0,5.0,2.0,39.8,0.24,7.8,0.23,162.0,499.0,32.5,574.0,158.0,47.6,39.4,275.0,82.2,57.4,562.0,10.0,1.8,16.0,0.47,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Valencia,Jaume Doménech,es ESP,GK,27.0,4.0,1.0,0.0,0.0,1.0,0.0,2.6,0.2,1.6,0.4,24.0,49.0,49.0,61.0,18.0,37.7,35.1,30.0,86.7,54.7,58.0,4.0,6.9,2.0,0.5,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Valencia,Squad Total,,,26.4,38.0,35.0,7.0,2.0,6.0,2.0,42.4,0.23,9.4,0.25,186.0,548.0,33.9,635.0,176.0,46.6,39.0,305.0,82.6,57.1,620.0,14.0,2.3,18.0,0.47,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Valencia,Opponent Total,,,27.3,38.0,51.0,5.0,1.0,8.0,1.0,58.7,0.32,8.7,0.23,227.0,608.0,37.3,903.0,148.0,41.5,36.6,315.0,74.0,53.0,551.0,11.0,2.0,27.0,0.71,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Getafe,David Soria,es ESP,GK,25.0,37.0,34.0,4.0,1.0,2.0,2.0,39.5,0.26,7.5,0.2,351.0,941.0,37.3,808.0,49.0,83.7,51.7,279.0,95.0,59.2,468.0,20.0,4.3,38.0,1.03,13.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Getafe,Leandro Chichizola,ar ARG,GK,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.54,-0.5,-0.46,8.0,22.0,36.4,24.0,3.0,79.2,50.3,3.0,100.0,71.3,7.0,0.0,0.0,0.0,0.0,15.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Getafe,Squad Total,,,27.5,38.0,35.0,4.0,1.0,2.0,2.0,40.1,0.26,7.1,0.19,359.0,963.0,37.3,832.0,52.0,83.5,51.7,282.0,95.0,59.3,475.0,20.0,4.2,38.0,1.0,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Getafe,Opponent Total,,,26.8,38.0,48.0,6.0,0.0,1.0,1.0,44.3,0.3,-2.7,-0.07,249.0,652.0,38.2,963.0,150.0,47.1,39.1,290.0,68.3,51.7,488.0,23.0,4.7,39.0,1.03,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Sevilla,Tomáš Vaclík,cz CZE,GK,29.0,33.0,44.0,4.0,2.0,4.0,0.0,45.5,0.29,1.5,0.04,166.0,534.0,31.1,743.0,186.0,45.1,37.9,256.0,77.7,55.6,474.0,29.0,6.1,21.0,0.64,13.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Sevilla,Juan Soriano,es ESP,GK,20.0,4.0,2.0,1.0,0.0,0.0,0.0,3.6,0.24,1.6,0.4,22.0,85.0,25.9,114.0,28.0,51.8,40.2,33.0,78.8,53.3,56.0,1.0,1.8,9.0,2.26,20.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Sevilla,Javier Díaz,es ESP,GK,21.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2,0.09,0.2,0.18,3.0,11.0,27.3,18.0,2.0,38.9,35.3,5.0,80.0,53.6,9.0,0.0,0.0,0.0,0.0,8.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Sevilla,Squad Total,,,27.9,38.0,47.0,6.0,2.0,4.0,0.0,50.3,0.28,3.3,0.09,191.0,630.0,30.3,875.0,216.0,45.8,38.1,294.0,77.9,55.3,539.0,30.0,5.6,30.0,0.79,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
