Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2018-2019,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,31.0,35.0,2196.0,2407.0,91.2,42386.0,14988.0,781.0,844.0,92.5,1154.0,1215.0,95.0,242.0,307.0,78.8,2.0,1.4,0.9,0.6,6.0,143.0,2.0,0.0,127.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,26.0,35.0,930.0,1084.0,85.8,24411.0,17180.0,131.0,131.0,100.0,512.0,521.0,98.3,284.0,427.0,66.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jordi Alba,es ESP,DF,29.0,33.2,2279.0,2695.0,84.6,33032.0,10768.0,1392.0,1511.0,92.1,716.0,852.0,84.0,110.0,188.0,58.5,8.0,6.7,5.9,1.3,47.0,140.0,57.0,7.0,207.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Luis Suárez,uy URU,FW,31.0,31.4,744.0,1001.0,74.3,11662.0,2187.0,414.0,506.0,81.8,204.0,273.0,74.7,78.0,101.0,77.2,6.0,6.9,5.9,-0.9,47.0,40.0,38.0,5.0,97.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,30.0,30.2,2152.0,2405.0,89.5,37276.0,11486.0,910.0,996.0,91.4,925.0,1006.0,91.9,232.0,273.0,85.0,1.0,1.5,1.7,-0.5,15.0,239.0,13.0,0.0,198.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,31.0,30.1,1504.0,1936.0,77.7,24346.0,8451.0,839.0,948.0,88.5,453.0,598.0,75.8,155.0,242.0,64.0,13.0,14.4,14.0,-1.4,89.0,200.0,140.0,2.0,328.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,30.0,29.4,2344.0,2595.0,90.3,40268.0,10616.0,1075.0,1136.0,94.6,938.0,1019.0,92.1,235.0,290.0,81.0,5.0,2.0,3.3,3.0,16.0,285.0,27.0,3.0,263.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",26.0,23.2,1599.0,1783.0,89.7,22577.0,5553.0,952.0,1019.0,93.4,524.0,574.0,91.3,62.0,87.0,71.3,7.0,3.6,3.4,3.4,29.0,73.0,29.0,5.0,104.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Philippe Coutinho,br BRA,"FW,MF",26.0,22.4,1241.0,1461.0,84.9,17612.0,3633.0,743.0,823.0,90.3,368.0,416.0,88.5,69.0,115.0,60.0,2.0,3.7,4.2,-1.7,32.0,99.0,40.0,1.0,158.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Clément Lenglet,fr FRA,DF,23.0,21.5,1024.0,1147.0,89.3,19010.0,7938.0,407.0,422.0,96.4,481.0,516.0,93.2,120.0,172.0,69.8,0.0,0.0,0.1,0.0,0.0,34.0,0.0,0.0,49.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Arturo Vidal,cl CHI,MF,31.0,21.4,1342.0,1516.0,88.5,20535.0,4284.0,734.0,783.0,93.7,468.0,507.0,92.3,81.0,121.0,66.9,7.0,4.8,4.3,2.2,22.0,107.0,16.0,1.0,104.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
