Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2022-2023,EPL,Manchester City,Ederson,br BRA,GK,28.0,35.0,32.0,3.0,1.0,4.0,1.0,26.2,0.3,-4.8,-0.14,117.0,263.0,44.5,1104.0,147.0,19.6,28.0,152.0,30.9,32.3,286.0,19.0,6.6,33.0,0.94,15.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Manchester City,Stefan Ortega,de GER,GK,29.0,3.0,1.0,0.0,0.0,0.0,0.0,4.1,0.27,3.1,1.02,11.0,24.0,45.8,155.0,16.0,14.8,23.9,12.0,8.3,20.3,26.0,1.0,3.8,7.0,2.33,21.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Manchester City,Squad Total,,,27.2,38.0,33.0,3.0,1.0,4.0,1.0,30.3,0.3,-1.7,-0.05,128.0,287.0,44.6,1259.0,163.0,19.0,,164.0,29.3,31.4,312.0,20.0,6.4,40.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Manchester City,Opponent Total,,,26.6,38.0,94.0,9.0,2.0,10.0,2.0,74.8,0.31,-17.2,-0.45,223.0,652.0,34.2,1203.0,174.0,40.3,35.3,303.0,55.1,42.9,552.0,32.0,5.8,23.0,0.61,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Arsenal,Aaron Ramsdale,eng ENG,GK,24.0,38.0,43.0,3.0,0.0,6.0,1.0,40.0,0.28,-2.0,-0.05,109.0,429.0,25.4,956.0,174.0,35.4,33.3,153.0,59.5,49.2,381.0,22.0,5.8,43.0,1.13,16.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Arsenal,Squad Total,,,24.7,38.0,43.0,3.0,0.0,6.0,1.0,40.0,0.28,-2.0,-0.05,109.0,429.0,25.4,956.0,174.0,35.4,,153.0,59.5,49.2,381.0,22.0,5.8,43.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Arsenal,Opponent Total,,,26.7,38.0,88.0,3.0,0.0,13.0,4.0,66.8,0.33,-17.2,-0.45,215.0,604.0,35.6,989.0,134.0,41.0,35.2,310.0,64.2,46.9,510.0,38.0,7.5,37.0,0.97,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Manchester Utd,David de Gea,es ESP,GK,31.0,38.0,43.0,2.0,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,32.3,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,14.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Manchester Utd,Squad Total,,,26.9,38.0,43.0,2.0,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,EPL,Manchester Utd,Opponent Total,,,26.4,38.0,58.0,3.0,0.0,3.0,2.0,63.8,0.3,7.8,0.21,215.0,556.0,38.7,1215.0,189.0,35.1,32.0,274.0,47.4,38.5,406.0,19.0,4.7,64.0,1.68,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
