season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2006-2007,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,25.0,0.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0
2006-2007,LaLiga,Real Madrid,Ruud van Nistelrooy,nl NED,FW,30.0,0.0,36.0,3166.0,35.2,25.0,4.0,29.0,23.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.71,0.11,0.82,0.65,0.77,Matches,37.0
2006-2007,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,20.0,0.0,33.0,2892.0,32.1,5.0,3.0,8.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.16,0.09,0.25,0.16,0.25,Matches,33.0
2006-2007,LaLiga,Real Madrid,Fabio Cannavaro,it ITA,DF,32.0,0.0,32.0,2769.0,30.8,0.0,1.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,32.0
2006-2007,LaLiga,Real Madrid,Raúl,es ESP,FW,29.0,0.0,32.0,2668.0,29.6,8.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.17,0.44,0.27,0.44,Matches,35.0
2006-2007,LaLiga,Real Madrid,Mahamadou Diarra,ml MLI,MF,25.0,0.0,30.0,2694.0,29.9,3.0,0.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,33.0
2006-2007,LaLiga,Real Madrid,Emerson,br BRA,MF,30.0,0.0,27.0,2211.0,24.6,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Matches,28.0
2006-2007,LaLiga,Real Madrid,Roberto Carlos,br BRA,DF,33.0,0.0,22.0,1955.0,21.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23,Matches,23.0
2006-2007,LaLiga,Real Madrid,Iván Helguera,es ESP,"DF,MF",31.0,0.0,21.0,1965.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,23.0
2006-2007,LaLiga,Real Madrid,Guti,es ESP,"FW,MF",29.0,0.0,21.0,1898.0,21.1,1.0,5.0,6.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.05,0.24,0.28,0.05,0.28,Matches,30.0
2006-2007,LaLiga,Real Madrid,Robinho,br BRA,"FW,MF",22.0,0.0,20.0,1997.0,22.2,6.0,3.0,9.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.27,0.14,0.41,0.27,0.41,Matches,32.0
2006-2007,LaLiga,Real Madrid,Miguel Torres,es ESP,DF,20.0,0.0,17.0,1476.0,16.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,18.0
2006-2007,LaLiga,Real Madrid,Míchel Salgado,es ESP,DF,30.0,0.0,15.0,1241.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,16.0
2006-2007,LaLiga,Real Madrid,David Beckham,eng ENG,MF,31.0,0.0,14.0,1420.0,15.8,3.0,7.0,10.0,3.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.19,0.44,0.63,0.19,0.63,Matches,23.0
2006-2007,LaLiga,Real Madrid,José Antonio Reyes,es ESP,MF,22.0,0.0,14.0,1244.0,13.8,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.43,0.07,0.51,0.43,0.51,Matches,30.0
2006-2007,LaLiga,Real Madrid,Gonzalo Higuaín,ar ARG,"FW,MF",18.0,0.0,13.0,1266.0,14.1,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.14,0.28,0.43,0.14,0.43,Matches,19.0
2006-2007,LaLiga,Real Madrid,Fernando Gago,ar ARG,MF,20.0,0.0,13.0,994.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,13.0
2006-2007,LaLiga,Real Madrid,Cicinho,br BRA,DF,26.0,0.0,5.0,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7.0
2006-2007,LaLiga,Real Madrid,Antonio Cassano,it ITA,FW,24.0,0.0,5.0,315.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.29,0.29,0.57,0.29,0.57,Matches,7.0
2006-2007,LaLiga,Real Madrid,Raúl Bravo,es ESP,DF,25.0,0.0,3.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8.0
2006-2007,LaLiga,Real Madrid,Álvaro Mejía,es ESP,DF,24.0,0.0,3.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,9.0
2006-2007,LaLiga,Real Madrid,Ronaldo,br BRA,FW,29.0,0.0,3.0,322.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,7.0
2006-2007,LaLiga,Real Madrid,Marcelo,br BRA,"DF,MF",18.0,0.0,1.0,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6.0
2006-2007,LaLiga,Real Madrid,Rubén de la Red,es ESP,MF,21.0,0.0,0.0,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7.0
2006-2007,LaLiga,Real Madrid,Miguel Ángel Nieto,es ESP,MF,20.0,0.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
2006-2007,LaLiga,Real Madrid,Squad Total,0,0,27.0,0.0,418.0,0.0,0.0,66.0,43.0,109.0,64.0,2.0,3.0,117.0,10.0,0.0,0.0,0.0,1.74,1.13,2.87,1.68,2.82,0,38.0
2006-2007,LaLiga,Real Madrid,Opponent Total,0,0,26.7,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.0
2006-2007,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,24.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2006-2007,LaLiga,Barcelona,Carles Puyol,es ESP,DF,28.0,35.0,35.0,3028.0,33.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,0.0
2006-2007,LaLiga,Barcelona,Ronaldinho,br BRA,"FW,MF",26.0,32.0,32.0,2733.0,30.4,21.0,8.0,29.0,14.0,7.0,8.0,8.0,1.0,0.0,0.0,0.0,0.69,0.26,0.95,0.46,0.72,Matches,0.0
2006-2007,LaLiga,Barcelona,Xavi,es ESP,MF,26.0,35.0,31.0,2866.0,31.8,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.09,0.09,0.19,0.09,0.19,Matches,0.0
2006-2007,LaLiga,Barcelona,Deco,pt POR,MF,28.0,31.0,31.0,2473.0,27.5,1.0,9.0,10.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.04,0.33,0.36,0.04,0.36,Matches,0.0
2006-2007,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,22.0,37.0,28.0,2696.0,30.0,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,0.0
