Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2017-2018,SeriaA,Juventus,Gonzalo Higuaín,ar ARG,FW,29.0,31.3,564.0,718.0,78.6,9087.0,1550.0,275.0,324.0,84.9,177.0,217.0,81.6,64.0,88.0,72.7,5.0,3.4,2.7,1.6,30.0,47.0,11.0,0.0,62.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,27.0,27.6,1897.0,2195.0,86.4,35322.0,10660.0,794.0,851.0,93.3,802.0,882.0,90.9,257.0,372.0,69.1,5.0,5.6,4.8,-0.6,60.0,168.0,31.0,6.0,218.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,30.0,26.2,1247.0,1387.0,89.9,19550.0,4859.0,622.0,658.0,94.5,487.0,538.0,90.5,81.0,97.0,83.5,1.0,0.9,0.9,0.1,17.0,123.0,11.0,2.0,141.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,31.0,25.8,739.0,995.0,74.3,11107.0,1918.0,418.0,520.0,80.4,232.0,299.0,77.6,50.0,79.0,63.3,1.0,2.1,2.4,-1.1,25.0,30.0,14.0,1.0,60.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Paulo Dybala,ar ARG,"MF,FW",23.0,26.1,1132.0,1361.0,83.2,18357.0,3726.0,567.0,630.0,90.0,364.0,420.0,86.7,127.0,186.0,68.3,3.0,4.6,4.7,-1.6,54.0,88.0,32.0,4.0,134.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,32.0,24.0,1531.0,1770.0,86.5,32562.0,11226.0,426.0,458.0,93.0,827.0,912.0,90.7,257.0,346.0,74.3,1.0,0.7,0.5,0.3,6.0,122.0,4.0,0.0,123.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Sami Khedira,de GER,MF,30.0,21.2,842.0,978.0,86.1,13319.0,2868.0,430.0,478.0,90.0,327.0,360.0,90.8,54.0,67.0,80.6,2.0,1.2,1.3,0.8,16.0,58.0,3.0,0.0,83.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Alex Sandro,br BRA,DF,26.0,23.5,1417.0,1699.0,83.4,25719.0,6951.0,609.0,678.0,89.8,600.0,693.0,86.6,171.0,236.0,72.5,3.0,2.8,3.1,0.2,27.0,115.0,43.0,22.0,136.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Daniele Rugani,it ITA,DF,23.0,21.5,1371.0,1512.0,90.7,25803.0,8500.0,442.0,462.0,95.7,799.0,856.0,93.3,110.0,165.0,66.7,1.0,0.6,0.5,0.4,3.0,39.0,0.0,0.0,39.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,39.0,20.7,501.0,624.0,80.3,13875.0,8678.0,63.0,63.0,100.0,282.0,287.0,98.3,154.0,272.0,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
