Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2017-2018,SeriaA,Juventus,Gonzalo Higuaín,ar ARG,FW,29.0,31.3,1062.0,26.0,71.0,499.0,513.0,141.0,1060.0,94.0,53.0,56.4,40.0,42.6,760.0,4820.0,1807.0,68.0,37.0,35.0,81.0,72.0,900.0,195.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,27.0,27.6,2436.0,60.0,522.0,1399.0,544.0,18.0,2436.0,35.0,29.0,82.9,6.0,17.1,1335.0,5956.0,2949.0,24.0,32.0,1.0,30.0,24.0,1684.0,27.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,30.0,26.2,1636.0,18.0,236.0,1047.0,368.0,44.0,1636.0,33.0,23.0,69.7,10.0,30.3,1123.0,4630.0,1943.0,29.0,38.0,8.0,49.0,28.0,1284.0,109.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,31.0,25.8,1237.0,46.0,217.0,530.0,497.0,102.0,1237.0,19.0,12.0,63.2,7.0,36.8,600.0,3170.0,1086.0,29.0,21.0,4.0,40.0,32.0,911.0,234.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Paulo Dybala,ar ARG,"MF,FW",23.0,26.1,1709.0,2.0,128.0,819.0,788.0,95.0,1705.0,129.0,93.0,72.1,36.0,27.9,1201.0,6696.0,2815.0,86.0,53.0,27.0,77.0,66.0,1375.0,173.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,32.0,24.0,2035.0,204.0,944.0,1009.0,100.0,13.0,2035.0,11.0,10.0,90.9,1.0,9.1,1247.0,6905.0,4305.0,34.0,24.0,2.0,8.0,2.0,1451.0,9.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Sami Khedira,de GER,MF,30.0,21.2,1130.0,29.0,185.0,692.0,264.0,45.0,1130.0,16.0,8.0,50.0,8.0,50.0,698.0,3105.0,1339.0,37.0,26.0,8.0,26.0,9.0,869.0,66.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Alex Sandro,br BRA,DF,26.0,23.5,1954.0,58.0,474.0,906.0,591.0,43.0,1954.0,71.0,53.0,74.6,18.0,25.4,1223.0,7225.0,4011.0,93.0,73.0,8.0,32.0,24.0,1339.0,168.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Daniele Rugani,it ITA,DF,23.0,21.5,1677.0,120.0,787.0,862.0,32.0,13.0,1677.0,2.0,0.0,0.0,2.0,100.0,1192.0,5774.0,2962.0,8.0,6.0,1.0,3.0,0.0,1277.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,39.0,20.7,662.0,582.0,661.0,1.0,0.0,0.0,662.0,1.0,1.0,100.0,0.0,0.0,314.0,1717.0,1188.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
