Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2017-2018,SeriaA,Juventus,Gonzalo Higuaín,ar ARG,FW,29.0,31.3,19.0,17.0,3.0,7.0,9.0,2.0,19.0,10.5,17.0,19.0,4.0,15.0,7.0,26.0,20.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,27.0,27.6,36.0,30.0,13.0,18.0,5.0,13.0,51.0,25.5,38.0,25.0,5.0,20.0,64.0,100.0,27.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,30.0,26.2,49.0,35.0,14.0,25.0,10.0,10.0,35.0,28.6,25.0,28.0,4.0,24.0,32.0,81.0,22.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,31.0,25.8,36.0,23.0,13.0,11.0,12.0,8.0,29.0,27.6,21.0,20.0,3.0,17.0,25.0,61.0,42.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Paulo Dybala,ar ARG,"MF,FW",23.0,26.1,19.0,11.0,4.0,10.0,5.0,4.0,32.0,12.5,28.0,22.0,0.0,22.0,12.0,31.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,32.0,24.0,28.0,19.0,17.0,10.0,1.0,7.0,15.0,46.7,8.0,21.0,14.0,7.0,47.0,75.0,142.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Sami Khedira,de GER,MF,30.0,21.2,14.0,9.0,1.0,9.0,4.0,2.0,23.0,8.7,21.0,13.0,3.0,10.0,20.0,34.0,20.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Alex Sandro,br BRA,DF,26.0,23.5,57.0,31.0,33.0,17.0,7.0,20.0,39.0,51.3,19.0,21.0,1.0,20.0,30.0,87.0,45.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Daniele Rugani,it ITA,DF,23.0,21.5,18.0,12.0,11.0,5.0,2.0,7.0,13.0,53.8,6.0,18.0,14.0,4.0,20.0,38.0,87.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,39.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
