Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2009-2010,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,24.0,36.0,36.0,3175.0,35.3,35.0,0.99,114.0,79.0,69.3,21.0,9.0,5.0,13.0,36.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Marseille,Elinton Andrade,br BRA,GK,30.0,3.0,2.0,245.0,2.7,1.0,0.37,11.0,10.0,90.9,2.0,0.0,1.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Marseille,Squad Total,,,27.7,38.0,38.0,3420.0,,36.0,0.95,125.0,89.0,71.2,23.0,9.0,6.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Marseille,Opponent Total,,,26.0,38.0,38.0,,,,,,,,6.0,9.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lyon,Hugo Lloris,fr FRA,GK,22.0,36.0,36.0,3240.0,36.0,33.0,0.92,151.0,118.0,78.1,19.0,12.0,5.0,16.0,44.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lyon,Rémy Vercoutre,fr FRA,GK,29.0,2.0,2.0,180.0,2.0,5.0,2.5,12.0,7.0,58.3,1.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lyon,Squad Total,,,25.7,38.0,38.0,3420.0,,38.0,1.0,163.0,125.0,76.7,20.0,12.0,6.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lyon,Opponent Total,,,26.0,38.0,38.0,,,,,,,,6.0,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Auxerre,Olivier Sorin,fr FRA,GK,28.0,35.0,35.0,3150.0,35.0,29.0,0.83,122.0,93.0,76.2,18.0,10.0,7.0,17.0,48.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Auxerre,Rémy Riou,fr FRA,GK,21.0,3.0,3.0,270.0,3.0,0.0,0.0,8.0,8.0,100.0,2.0,1.0,0.0,3.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Auxerre,Squad Total,,,27.1,38.0,38.0,3420.0,,29.0,0.76,130.0,101.0,77.7,20.0,11.0,7.0,20.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Auxerre,Opponent Total,,,26.1,38.0,38.0,,,,,,,,7.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lille,Mickaël Landreau,fr FRA,GK,30.0,28.0,28.0,2520.0,28.0,26.0,0.93,94.0,68.0,72.3,19.0,3.0,6.0,11.0,39.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lille,Ludovic Butelle,fr FRA,GK,26.0,10.0,10.0,900.0,10.0,14.0,1.4,39.0,25.0,64.1,2.0,4.0,4.0,2.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lille,Squad Total,,,25.1,38.0,38.0,3420.0,,40.0,1.05,133.0,93.0,69.9,21.0,7.0,10.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Lille,Opponent Total,,,26.1,38.0,38.0,,,,,,,,10.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Montpellier,Geoffrey Jourdren,fr FRA,GK,23.0,38.0,38.0,3420.0,38.0,40.0,1.05,123.0,83.0,67.5,20.0,9.0,9.0,14.0,36.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Montpellier,Squad Total,,,25.9,38.0,38.0,3420.0,,40.0,1.05,123.0,83.0,67.5,20.0,9.0,9.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,Ligue1,Montpellier,Opponent Total,,,26.1,38.0,38.0,,,,,,,,9.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
