Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2000-2001,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,31.0,32.0,32.0,2880.0,32.0,36.0,1.13,122.0,86.0,70.5,17.0,6.0,9.0,9.0,28.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Bayern Munich,Bernd Dreher,de GER,GK,33.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Bayern Munich,Stefan Wessels,de GER,GK,21.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Bayern Munich,Squad Total,,,28.1,34.0,34.0,3060.0,,37.0,1.09,127.0,90.0,70.9,19.0,6.0,9.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Bayern Munich,Opponent Total,,,27.3,34.0,34.0,,,,,,,,9.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Schalke 04,Oliver Reck,de GER,GK,35.0,33.0,33.0,2970.0,33.0,32.0,0.97,161.0,129.0,80.1,18.0,8.0,7.0,13.0,39.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Schalke 04,Frode Grodås,no NOR,GK,35.0,1.0,1.0,90.0,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Schalke 04,Squad Total,,,29.1,34.0,34.0,3060.0,,35.0,1.03,168.0,133.0,79.2,18.0,8.0,8.0,13.0,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Schalke 04,Opponent Total,,,27.3,34.0,34.0,,,,,,,,8.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Dortmund,Jens Lehmann,de GER,GK,30.0,31.0,31.0,2790.0,31.0,39.0,1.26,138.0,99.0,71.7,14.0,9.0,8.0,10.0,32.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Dortmund,Philipp Laux,de GER,GK,27.0,3.0,3.0,270.0,3.0,3.0,1.0,12.0,9.0,75.0,2.0,1.0,0.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Dortmund,Squad Total,,,27.3,34.0,34.0,3060.0,,42.0,1.24,150.0,108.0,72.0,16.0,10.0,8.0,11.0,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Dortmund,Opponent Total,,,27.4,34.0,34.0,,,,,,,,8.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Leverkusen,Adam Matysek,pl POL,GK,32.0,15.0,15.0,1350.0,15.0,13.0,0.87,74.0,61.0,82.4,9.0,1.0,5.0,9.0,60.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Leverkusen,Pascal Zuberbühler,ch SUI,GK,29.0,13.0,13.0,1170.0,13.0,18.0,1.38,55.0,37.0,67.3,6.0,3.0,4.0,2.0,15.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Leverkusen,Frank Juric,au AUS,GK,26.0,6.0,6.0,540.0,6.0,9.0,1.5,32.0,23.0,71.9,2.0,2.0,2.0,1.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Leverkusen,Squad Total,,,26.5,34.0,34.0,3060.0,,40.0,1.18,161.0,121.0,75.2,17.0,6.0,11.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Leverkusen,Opponent Total,,,27.4,34.0,34.0,,,,,,,,11.0,6.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Hertha BSC,Gábor Király,hu HUN,GK,24.0,34.0,34.0,3060.0,34.0,52.0,1.53,184.0,132.0,71.7,18.0,2.0,14.0,11.0,32.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Hertha BSC,Squad Total,,,27.7,34.0,34.0,3060.0,,52.0,1.53,184.0,132.0,71.7,18.0,2.0,14.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Hertha BSC,Opponent Total,,,27.2,34.0,34.0,,,,,,,,14.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Freiburg,Richard Golz,de GER,GK,32.0,34.0,34.0,3060.0,34.0,37.0,1.09,188.0,151.0,80.3,15.0,10.0,9.0,13.0,38.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Freiburg,Squad Total,,,25.1,34.0,34.0,3060.0,,37.0,1.09,188.0,151.0,80.3,15.0,10.0,9.0,13.0,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,Bundesliga,Freiburg,Opponent Total,,,27.4,34.0,34.0,,,,,,,,9.0,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
