Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2002-2003,EPL,Manchester Utd,Mikaël Silvestre,fr FRA,DF,24.0,34.0,34.0,2921.0,32.5,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,,,,0.03,0.18,0.22,0.03,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Ruud van Nistelrooy,nl NED,FW,26.0,34.0,33.0,2907.0,32.3,25.0,4.0,29.0,16.0,9.0,9.0,5.0,0.0,,,,0.77,0.12,0.9,0.5,0.62,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Ryan Giggs,wls WAL,"FW,MF",28.0,36.0,32.0,2848.0,31.6,8.0,10.0,18.0,8.0,0.0,0.0,0.0,0.0,,,,0.25,0.32,0.57,0.25,0.57,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Paul Scholes,eng ENG,MF,27.0,33.0,31.0,2737.0,30.4,14.0,3.0,17.0,14.0,0.0,0.0,4.0,0.0,,,,0.46,0.1,0.56,0.46,0.56,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Fabien Barthez,fr FRA,GK,31.0,30.0,30.0,2541.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Ole Gunnar Solskjær,no NOR,FW,29.0,37.0,29.0,2601.0,28.9,9.0,6.0,15.0,9.0,0.0,0.0,4.0,0.0,,,,0.31,0.21,0.52,0.31,0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,David Beckham,eng ENG,MF,27.0,31.0,27.0,2516.0,28.0,6.0,8.0,14.0,6.0,0.0,0.0,5.0,0.0,,,,0.21,0.29,0.5,0.21,0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,23.0,28.0,27.0,2437.0,27.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.04,0.04,0.0,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,John O'Shea,ie IRL,"DF,MF",21.0,32.0,26.0,2287.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.04,0.04,0.0,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Wes Brown,eng ENG,DF,22.0,22.0,22.0,1849.0,20.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.05,0.05,0.0,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
