Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2022-2023,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,30.0,37.2,1193.0,1412.0,84.5,30703.0,21527.0,228.0,232.0,98.3,600.0,613.0,97.9,362.0,564.0,64.2,0.0,0.3,,,3.0,15.0,0.0,0.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.3
2022-2023,LaLiga,Barcelona,Robert Lewandowski,pl POL,FW,33.0,31.6,602.0,793.0,75.9,8306.0,1669.0,369.0,440.0,83.9,165.0,214.0,77.1,30.0,46.0,65.2,7.0,6.3,,,35.0,49.0,31.0,2.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.7
2022-2023,LaLiga,Barcelona,Gavi,es ESP,"MF,FW",17.0,28.1,1026.0,1206.0,85.1,14584.0,2930.0,652.0,711.0,91.7,289.0,340.0,85.0,55.0,79.0,69.6,4.0,3.7,,,38.0,98.0,40.0,4.0,134.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.3
2022-2023,LaLiga,Barcelona,Alejandro Balde,es ESP,DF,18.0,27.5,1482.0,1670.0,88.7,21525.0,4340.0,892.0,951.0,93.8,486.0,536.0,90.7,71.0,106.0,67.0,6.0,4.9,,,22.0,74.0,22.0,16.0,79.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,1.1
2022-2023,LaLiga,Barcelona,Frenkie de Jong,nl NED,MF,25.0,28.2,2089.0,2320.0,90.0,33411.0,10589.0,1121.0,1186.0,94.5,782.0,849.0,92.1,144.0,186.0,77.4,4.0,4.3,,,45.0,250.0,59.0,7.0,279.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,-0.3
2022-2023,LaLiga,Barcelona,Jules Koundé,fr FRA,DF,23.0,27.0,1775.0,2024.0,87.7,29836.0,9690.0,827.0,895.0,92.4,792.0,866.0,91.5,123.0,182.0,67.6,3.0,2.8,,,16.0,176.0,15.0,6.0,185.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.2
2022-2023,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,34.0,26.0,1722.0,1949.0,88.4,30610.0,9017.0,756.0,825.0,91.6,745.0,822.0,90.6,183.0,222.0,82.4,4.0,2.8,,,25.0,230.0,33.0,3.0,254.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,1.2
2022-2023,LaLiga,Barcelona,Raphinha,br BRA,FW,25.0,23.0,915.0,1266.0,72.3,15558.0,3922.0,475.0,556.0,85.4,304.0,393.0,77.4,107.0,226.0,47.3,7.0,9.8,,,57.0,48.0,74.0,20.0,104.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,-2.8
2022-2023,LaLiga,Barcelona,Pedri,es ESP,MF,19.0,22.0,1251.0,1449.0,86.3,22516.0,4967.0,574.0,632.0,90.8,485.0,546.0,88.8,164.0,198.0,82.8,1.0,5.0,,,42.0,161.0,30.0,2.0,184.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,-4.0
2022-2023,LaLiga,Barcelona,Andreas Christensen,dk DEN,DF,26.0,19.6,1416.0,1507.0,94.0,25804.0,8685.0,549.0,580.0,94.7,740.0,761.0,97.2,113.0,142.0,79.6,1.0,0.5,,,6.0,114.0,4.0,0.0,91.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.5
2022-2023,LaLiga,Barcelona,Ronald Araújo,uy URU,DF,23.0,20.0,1139.0,1287.0,88.5,21762.0,7324.0,406.0,433.0,93.8,609.0,652.0,93.4,110.0,174.0,63.2,2.0,0.8,,,6.0,95.0,3.0,1.0,79.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.2
2022-2023,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,FW,25.0,15.7,642.0,854.0,75.2,10068.0,2037.0,376.0,427.0,88.1,195.0,256.0,76.2,54.0,106.0,50.9,7.0,4.9,,,41.0,21.0,37.0,5.0,74.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.1
2022-2023,LaLiga,Barcelona,Eric García,es ESP,"DF,MF",21.0,15.7,1142.0,1257.0,90.9,21550.0,7275.0,429.0,460.0,93.3,578.0,612.0,94.4,122.0,158.0,77.2,0.0,0.2,,,1.0,130.0,2.0,0.0,105.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,-0.2
2022-2023,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",30.0,14.5,850.0,936.0,90.8,12315.0,2769.0,514.0,535.0,96.1,270.0,303.0,89.1,48.0,64.0,75.0,1.0,0.9,,,10.0,80.0,14.0,6.0,97.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.1
2022-2023,LaLiga,Barcelona,Jordi Alba,es ESP,DF,33.0,15.8,1217.0,1460.0,83.4,19141.0,5490.0,668.0,728.0,91.8,441.0,521.0,84.6,78.0,139.0,56.1,3.0,6.2,,,38.0,120.0,43.0,15.0,141.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,-3.2
