Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2022-2023,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",30.0,14.5,22.0,15.0,12.0,6.0,4.0,7.0,18.0,38.9,11.0,15.0,7.0,8.0,11.0,33.0,16.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Jordi Alba,es ESP,DF,33.0,15.8,25.0,18.0,13.0,11.0,1.0,12.0,28.0,42.9,16.0,12.0,5.0,7.0,11.0,36.0,23.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ferrán Torres,es ESP,"FW,MF",22.0,15.5,13.0,7.0,4.0,5.0,4.0,5.0,20.0,25.0,15.0,11.0,2.0,9.0,3.0,16.0,5.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ansu Fati,es ESP,FW,19.0,15.5,16.0,9.0,8.0,4.0,4.0,5.0,18.0,27.8,13.0,19.0,0.0,19.0,5.0,21.0,6.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Marcos Alonso,es ESP,DF,31.0,13.0,15.0,10.0,10.0,5.0,0.0,9.0,12.0,75.0,3.0,14.0,10.0,4.0,11.0,26.0,32.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Franck Kessié,ci CIV,MF,25.0,11.0,15.0,9.0,6.0,6.0,3.0,8.0,18.0,44.4,10.0,10.0,2.0,8.0,12.0,27.0,11.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,35.0,4.3,5.0,4.0,1.0,4.0,0.0,4.0,4.0,100.0,0.0,2.0,1.0,1.0,2.0,7.0,19.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Memphis,nl NED,FW,28.0,1.3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Pablo Torre,es ESP,"FW,MF",19.0,1.6,2.0,1.0,0.0,1.0,1.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Héctor Bellerín,es ESP,DF,27.0,1.6,2.0,0.0,0.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,3.0,5.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Iñaki Peña,es ESP,GK,23.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ángel Alarcón,es ESP,FW,18.0,0.3,,0.0,,,,,,,,,,,0.0,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Pierre-Emerick Aubameyang,ga GAB,FW,33.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Lamine Yamal,es ESP,FW,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Aleix Garrido,es ESP,FW,18.0,0.1,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Chadi Riad,ma MAR,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Squad Total,,,25.9,38.0,522.0,324.0,211.0,216.0,95.0,227.0,496.0,45.8,269.0,353.0,82.0,271.0,253.0,775.0,439.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Opponent Total,,,27.4,38.0,647.0,385.0,332.0,250.0,65.0,321.0,717.0,44.8,396.0,423.0,139.0,284.0,369.0,1016.0,746.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Vinicius Júnior,br BRA,FW,22.0,31.4,30.0,21.0,10.0,12.0,8.0,14.0,39.0,35.9,25.0,24.0,1.0,23.0,6.0,36.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,30.0,31.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Éder Militão,br BRA,DF,24.0,30.0,46.0,32.0,25.0,18.0,3.0,26.0,33.0,78.8,7.0,67.0,39.0,28.0,42.0,88.0,104.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Federico Valverde,uy URU,"MF,FW",24.0,27.8,31.0,20.0,14.0,11.0,6.0,13.0,26.0,50.0,13.0,31.0,4.0,27.0,17.0,48.0,15.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Antonio Rüdiger,de GER,DF,29.0,26.8,18.0,16.0,12.0,5.0,1.0,14.0,23.0,60.9,9.0,23.0,13.0,10.0,19.0,37.0,74.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Rodrygo,br BRA,"FW,MF",21.0,26.4,17.0,10.0,3.0,7.0,7.0,4.0,23.0,17.4,19.0,23.0,0.0,23.0,8.0,25.0,5.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Toni Kroos,de GER,MF,32.0,23.9,51.0,32.0,16.0,33.0,2.0,23.0,69.0,33.3,46.0,23.0,4.0,19.0,24.0,75.0,11.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Aurélien Tchouaméni,fr FRA,MF,22.0,23.5,64.0,40.0,23.0,36.0,5.0,23.0,38.0,60.5,15.0,20.0,6.0,14.0,49.0,113.0,50.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,34.0,22.6,9.0,5.0,2.0,4.0,3.0,2.0,11.0,18.2,9.0,11.0,0.0,11.0,2.0,11.0,5.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Eduardo Camavinga,fr FRA,"MF,DF",19.0,22.3,68.0,48.0,32.0,21.0,15.0,24.0,64.0,37.5,40.0,24.0,5.0,19.0,17.0,85.0,25.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,David Alaba,at AUT,DF,30.0,20.4,15.0,11.0,8.0,4.0,3.0,9.0,15.0,60.0,6.0,18.0,9.0,9.0,14.0,29.0,37.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,30.0,19.8,32.0,18.0,15.0,12.0,5.0,18.0,35.0,51.4,17.0,24.0,6.0,18.0,15.0,47.0,49.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,36.0,19.4,19.0,9.0,6.0,6.0,7.0,10.0,25.0,40.0,15.0,15.0,5.0,10.0,10.0,29.0,7.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Dani Ceballos,es ESP,MF,25.0,17.4,43.0,29.0,13.0,15.0,15.0,25.0,64.0,39.1,39.0,23.0,2.0,21.0,25.0,68.0,6.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Nacho,es ESP,DF,32.0,18.2,24.0,16.0,17.0,5.0,2.0,12.0,29.0,41.4,17.0,11.0,6.0,5.0,18.0,42.0,37.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,27.0,15.0,21.0,12.0,14.0,6.0,1.0,12.0,20.0,60.0,8.0,7.0,2.0,5.0,14.0,35.0,16.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Marco Asensio,es ESP,"FW,MF",26.0,16.0,16.0,10.0,8.0,6.0,2.0,8.0,19.0,42.1,11.0,8.0,3.0,5.0,5.0,21.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Lucas Vázquez,es ESP,DF,31.0,12.7,34.0,23.0,22.0,10.0,2.0,20.0,28.0,71.4,8.0,10.0,0.0,10.0,7.0,41.0,13.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Andriy Lunin,ua UKR,GK,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Eden Hazard,be BEL,FW,31.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Mariano,do DOM,FW,28.0,1.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Álvaro Muñoz,uy URU,FW,18.0,0.9,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Álvaro Odriozola,es ESP,DF,26.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Jesús Vallejo,es ESP,DF,25.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Sergio Arribas,es ESP,"MF,FW",20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Casemiro,br BRA,MF,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Squad Total,,,27.4,38.0,542.0,353.0,242.0,212.0,88.0,259.0,565.0,45.8,306.0,365.0,105.0,260.0,296.0,838.0,469.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Opponent Total,,,27.3,38.0,676.0,408.0,377.0,218.0,81.0,379.0,854.0,44.4,475.0,492.0,175.0,317.0,331.0,1007.0,678.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Nahuel Molina,ar ARG,DF,24.0,31.9,69.0,43.0,38.0,18.0,13.0,39.0,91.0,42.9,52.0,38.0,7.0,31.0,18.0,87.0,63.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Antoine Griezmann,fr FRA,"FW,MF",31.0,31.8,49.0,34.0,15.0,23.0,11.0,20.0,66.0,30.3,46.0,34.0,3.0,31.0,24.0,73.0,31.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Koke,es ESP,MF,30.0,28.3,55.0,38.0,23.0,25.0,7.0,28.0,72.0,38.9,44.0,35.0,13.0,22.0,20.0,75.0,19.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,29.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,José María Giménez,uy URU,DF,27.0,26.9,43.0,25.0,28.0,14.0,1.0,24.0,35.0,68.6,11.0,37.0,17.0,20.0,24.0,67.0,138.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Yannick Carrasco,be BEL,"DF,MF",28.0,25.7,35.0,14.0,21.0,10.0,4.0,23.0,54.0,42.6,31.0,23.0,1.0,22.0,12.0,47.0,19.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Axel Witsel,be BEL,"DF,MF",33.0,25.1,36.0,22.0,22.0,11.0,3.0,17.0,31.0,54.8,14.0,20.0,11.0,9.0,23.0,59.0,76.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Mario Hermoso,es ESP,DF,27.0,23.4,22.0,15.0,14.0,6.0,2.0,9.0,30.0,30.0,21.0,19.0,9.0,10.0,19.0,41.0,85.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Rodrigo De Paul,ar ARG,MF,28.0,21.4,35.0,21.0,11.0,18.0,6.0,18.0,35.0,51.4,17.0,20.0,3.0,17.0,8.0,43.0,7.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Álvaro Morata,es ESP,FW,29.0,21.1,16.0,11.0,4.0,8.0,4.0,3.0,8.0,37.5,5.0,11.0,3.0,8.0,0.0,16.0,23.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Stefan Savić,me MNE,DF,31.0,21.6,39.0,26.0,29.0,7.0,3.0,26.0,39.0,66.7,13.0,17.0,8.0,9.0,33.0,72.0,67.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Reinildo Mandava,mz MOZ,DF,28.0,20.6,66.0,43.0,46.0,19.0,1.0,38.0,49.0,77.6,11.0,27.0,12.0,15.0,30.0,96.0,59.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Marcos Llorente,es ESP,"MF,DF",27.0,18.9,32.0,15.0,16.0,10.0,6.0,17.0,30.0,56.7,13.0,26.0,2.0,24.0,17.0,49.0,19.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Thomas Lemar,fr FRA,MF,26.0,13.9,30.0,18.0,10.0,13.0,7.0,10.0,28.0,35.7,18.0,12.0,3.0,9.0,7.0,37.0,12.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Ángel Correa,ar ARG,"FW,MF",27.0,16.2,12.0,6.0,6.0,3.0,3.0,5.0,16.0,31.3,11.0,17.0,0.0,17.0,10.0,22.0,6.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Saúl Ñíguez,es ESP,"MF,DF",27.0,12.2,42.0,27.0,18.0,18.0,6.0,22.0,37.0,59.5,15.0,27.0,5.0,22.0,15.0,57.0,29.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Geoffrey Kondogbia,cf CTA,MF,29.0,11.2,40.0,23.0,19.0,20.0,1.0,17.0,25.0,68.0,8.0,9.0,1.0,8.0,26.0,66.0,12.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Ivo Grbić,hr CRO,GK,26.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,João Félix,pt POR,"FW,MF",22.0,7.2,10.0,7.0,2.0,3.0,5.0,1.0,6.0,16.7,5.0,1.0,0.0,1.0,3.0,13.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Pablo Barrios,es ESP,MF,19.0,8.0,19.0,10.0,3.0,10.0,6.0,8.0,15.0,53.3,7.0,12.0,2.0,10.0,9.0,28.0,6.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Memphis,nl NED,FW,28.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Matheus Cunha,br BRA,"FW,MF",23.0,4.2,4.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,3.0,2.0,6.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Sergio Reguilón,es ESP,DF,25.0,3.4,7.0,5.0,5.0,2.0,0.0,5.0,7.0,71.4,2.0,3.0,0.0,3.0,2.0,9.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Felipe,br BRA,DF,33.0,2.2,3.0,2.0,1.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,2.0,0.0,0.0,3.0,7.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Carlos Martín,es ESP,"FW,MF",20.0,0.3,2.0,2.0,0.0,2.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Matt Doherty,ie IRL,DF,30.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Antonio Gomis,es ESP,GK,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Squad Total,,,28.5,38.0,667.0,408.0,332.0,245.0,90.0,334.0,685.0,48.8,351.0,396.0,103.0,293.0,304.0,971.0,704.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Atlético Madrid,Opponent Total,,,27.0,38.0,539.0,317.0,271.0,181.0,87.0,262.0,584.0,44.9,322.0,445.0,134.0,311.0,368.0,907.0,663.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Álex Remiro,es ESP,GK,27.0,38.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Martín Zubimendi,es ESP,MF,23.0,34.5,59.0,33.0,23.0,30.0,6.0,24.0,45.0,53.3,21.0,44.0,17.0,27.0,37.0,96.0,55.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Robin Le Normand,es ESP,DF,25.0,31.1,36.0,23.0,25.0,9.0,2.0,14.0,27.0,51.9,13.0,22.0,14.0,8.0,33.0,69.0,93.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Igor Zubeldia,es ESP,DF,25.0,28.2,35.0,18.0,28.0,7.0,0.0,25.0,35.0,71.4,10.0,23.0,17.0,6.0,21.0,56.0,93.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Takefusa Kubo,jp JPN,"FW,MF",21.0,27.1,44.0,26.0,18.0,16.0,10.0,16.0,38.0,42.1,22.0,29.0,1.0,28.0,9.0,53.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Mikel Merino,es ESP,MF,26.0,27.7,77.0,49.0,28.0,33.0,16.0,31.0,62.0,50.0,31.0,38.0,8.0,30.0,20.0,97.0,51.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Brais Méndez,es ESP,MF,25.0,26.7,58.0,34.0,18.0,30.0,10.0,24.0,64.0,37.5,40.0,27.0,3.0,24.0,12.0,70.0,14.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Sociedad,Alexander Sørloth,no NOR,FW,26.0,26.5,18.0,9.0,3.0,6.0,9.0,7.0,14.0,50.0,7.0,15.0,1.0,14.0,2.0,20.0,26.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
