Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2022-2023,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,30.0,37.2,1457.0,1076.0,1436.0,22.0,0.0,0.0,1457.0,0.0,0.0,,0.0,,963.0,4887.0,3425.0,0.0,0.0,0.0,1.0,1.0,851.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Robert Lewandowski,pl POL,FW,33.0,31.6,1155.0,17.0,41.0,432.0,694.0,210.0,1154.0,59.0,30.0,50.8,26.0,44.1,781.0,3757.0,1361.0,52.0,38.0,25.0,94.0,50.0,998.0,248.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Gavi,es ESP,"MF,FW",17.0,28.1,1509.0,27.0,148.0,797.0,578.0,71.0,1509.0,63.0,27.0,42.9,26.0,41.3,1002.0,5348.0,2505.0,49.0,68.0,8.0,56.0,33.0,1133.0,153.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Alejandro Balde,es ESP,DF,18.0,27.5,1939.0,40.0,419.0,874.0,672.0,78.0,1939.0,96.0,50.0,52.1,36.0,37.5,1270.0,7276.0,4100.0,96.0,69.0,35.0,41.0,24.0,1348.0,234.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Frenkie de Jong,nl NED,MF,25.0,28.2,2526.0,45.0,391.0,1553.0,607.0,47.0,2526.0,60.0,35.0,58.3,20.0,33.3,1797.0,11018.0,6412.0,92.0,95.0,9.0,24.0,22.0,2036.0,83.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Jules Koundé,fr FRA,DF,23.0,27.0,2234.0,117.0,675.0,1215.0,362.0,45.0,2234.0,28.0,15.0,53.6,9.0,32.1,1477.0,7400.0,4587.0,58.0,52.0,5.0,23.0,18.0,1611.0,61.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,34.0,26.0,2172.0,62.0,387.0,1427.0,373.0,14.0,2172.0,16.0,11.0,68.8,3.0,18.8,1279.0,5074.0,2594.0,26.0,32.0,1.0,19.0,12.0,1551.0,32.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Raphinha,br BRA,FW,25.0,23.0,1596.0,17.0,84.0,547.0,979.0,131.0,1596.0,106.0,45.0,42.5,52.0,49.1,999.0,5616.0,2794.0,97.0,67.0,53.0,55.0,24.0,1148.0,339.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Pedri,es ESP,MF,19.0,22.0,1652.0,13.0,161.0,954.0,556.0,58.0,1652.0,61.0,36.0,59.0,22.0,36.1,1202.0,6987.0,3387.0,67.0,81.0,14.0,32.0,31.0,1334.0,99.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Andreas Christensen,dk DEN,DF,26.0,19.6,1652.0,127.0,645.0,962.0,50.0,13.0,1652.0,2.0,0.0,0.0,2.0,100.0,1170.0,5841.0,3232.0,18.0,15.0,0.0,10.0,1.0,1257.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
