Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2022-2023,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,30.0,37.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Robert Lewandowski,pl POL,FW,33.0,31.6,23.0,134.0,56.0,41.8,4.24,1.77,0.17,0.41,13.8,0.0,1.0,,5.0,24.3,23.5,0.18,-1.3,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Gavi,es ESP,"MF,FW",17.0,28.1,2.0,28.0,8.0,28.6,1.0,0.28,0.07,0.25,16.6,0.0,0.0,,0.0,3.2,3.2,0.11,-1.2,-1.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Alejandro Balde,es ESP,DF,18.0,27.5,1.0,19.0,4.0,21.1,0.69,0.15,0.05,0.25,17.9,0.0,0.0,,0.0,1.9,1.9,0.1,-0.9,-0.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Frenkie de Jong,nl NED,MF,25.0,28.2,2.0,18.0,10.0,55.6,0.64,0.36,0.11,0.2,17.8,0.0,0.0,,0.0,2.4,2.4,0.13,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Jules Koundé,fr FRA,DF,23.0,27.0,1.0,14.0,1.0,7.1,0.52,0.04,0.07,1.0,14.3,0.0,0.0,,0.0,1.1,1.1,0.08,-0.1,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,34.0,26.0,0.0,9.0,2.0,22.2,0.35,0.08,0.0,0.0,23.5,0.0,0.0,,0.0,0.4,0.4,0.05,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Raphinha,br BRA,FW,25.0,23.0,7.0,79.0,25.0,31.6,3.43,1.09,0.09,0.28,18.5,0.0,0.0,,11.0,9.3,9.3,0.12,-2.3,-2.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Pedri,es ESP,MF,19.0,22.0,6.0,22.0,9.0,40.9,1.0,0.41,0.27,0.67,15.9,0.0,0.0,,0.0,4.9,4.9,0.22,1.1,1.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Andreas Christensen,dk DEN,DF,26.0,19.6,1.0,10.0,5.0,50.0,0.51,0.26,0.1,0.2,12.2,0.0,0.0,,0.0,1.0,1.0,0.1,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ronald Araújo,uy URU,DF,23.0,20.0,0.0,18.0,1.0,5.6,0.9,0.05,0.0,0.0,13.1,0.0,0.0,,0.0,2.1,2.1,0.12,-2.1,-2.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,FW,25.0,15.7,5.0,49.0,16.0,32.7,3.13,1.02,0.1,0.31,16.7,0.0,0.0,,0.0,3.9,3.9,0.08,1.1,1.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Eric García,es ESP,"DF,MF",21.0,15.7,1.0,7.0,1.0,14.3,0.44,0.06,0.14,1.0,12.9,0.0,0.0,,0.0,1.6,1.6,0.22,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",30.0,14.5,4.0,18.0,6.0,33.3,1.24,0.41,0.22,0.67,15.6,0.0,0.0,,0.0,2.4,2.4,0.13,1.6,1.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Jordi Alba,es ESP,DF,33.0,15.8,2.0,13.0,4.0,30.8,0.82,0.25,0.15,0.5,23.3,0.0,0.0,,0.0,0.8,0.8,0.06,1.2,1.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ferrán Torres,es ESP,"FW,MF",22.0,15.5,4.0,37.0,11.0,29.7,2.39,0.71,0.11,0.36,15.6,0.0,1.0,,1.0,4.9,4.1,0.11,-0.9,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ansu Fati,es ESP,FW,19.0,15.5,7.0,61.0,18.0,29.5,3.94,1.16,0.11,0.39,15.0,0.0,0.0,,3.0,9.1,9.1,0.16,-2.1,-2.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Marcos Alonso,es ESP,DF,31.0,13.0,1.0,6.0,2.0,33.3,0.46,0.15,0.17,0.5,12.0,0.0,0.0,,0.0,0.9,0.9,0.15,0.1,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Franck Kessié,ci CIV,MF,25.0,11.0,1.0,15.0,3.0,20.0,1.36,0.27,0.07,0.33,15.9,0.0,0.0,,0.0,1.8,1.8,0.12,-0.8,-0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,35.0,4.3,0.0,3.0,0.0,0.0,0.7,0.0,0.0,,8.9,0.0,0.0,,0.0,0.4,0.4,0.13,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Memphis,nl NED,FW,28.0,1.3,1.0,6.0,3.0,50.0,4.74,2.37,0.17,0.33,11.6,0.0,0.0,,0.0,0.9,0.9,0.14,0.1,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Pablo Torre,es ESP,"FW,MF",19.0,1.6,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,25.9,0.0,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Héctor Bellerín,es ESP,DF,27.0,1.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Iñaki Peña,es ESP,GK,23.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Ángel Alarcón,es ESP,FW,18.0,0.3,0.0,1.0,1.0,100.0,3.6,3.6,0.0,0.0,,0.0,0.0,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Pierre-Emerick Aubameyang,ga GAB,FW,33.0,0.1,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,12.4,0.0,0.0,,0.0,0.1,0.1,0.12,-0.1,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Lamine Yamal,es ESP,FW,15.0,0.1,0.0,1.0,1.0,100.0,11.25,11.25,0.0,0.0,10.9,0.0,0.0,,0.0,0.4,0.4,0.35,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Aleix Garrido,es ESP,FW,18.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Chadi Riad,ma MAR,MF,19.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Squad Total,,,25.9,38.0,69.0,570.0,187.0,32.8,15.0,4.92,0.12,0.37,15.8,0.0,2.0,,20.0,75.5,74.0,0.14,-6.5,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Barcelona,Opponent Total,,,27.4,38.0,17.0,328.0,99.0,30.2,8.63,2.61,0.04,0.14,17.4,3.0,3.0,,6.0,33.2,30.8,0.1,-16.2,-16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Vinicius Júnior,br BRA,FW,22.0,31.4,10.0,77.0,36.0,46.8,2.45,1.15,0.13,0.28,16.2,0.0,0.0,,0.0,10.5,10.5,0.14,-0.5,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,30.0,31.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Éder Militão,br BRA,DF,24.0,30.0,5.0,22.0,8.0,36.4,0.73,0.27,0.23,0.63,13.8,0.0,0.0,,0.0,2.4,2.4,0.11,2.6,2.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Federico Valverde,uy URU,"MF,FW",24.0,27.8,7.0,63.0,21.0,33.3,2.27,0.76,0.11,0.33,22.7,0.0,0.0,,2.0,4.3,4.3,0.07,2.7,2.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Antonio Rüdiger,de GER,DF,29.0,26.8,1.0,22.0,4.0,18.2,0.82,0.15,0.05,0.25,14.8,0.0,0.0,,0.0,1.8,1.8,0.08,-0.8,-0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,LaLiga,Real Madrid,Rodrygo,br BRA,"FW,MF",21.0,26.4,9.0,97.0,31.0,32.0,3.67,1.17,0.08,0.26,16.6,1.0,1.0,,8.0,13.7,12.9,0.13,-4.7,-4.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
