Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2011-2012,SeriaA,Juventus,Andrea Pirlo,it ITA,MF,32.0,36.8,3.0,,26.0,,,0.71,,0.12,,0.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,33.0,35.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,25.0,33.8,9.0,,33.0,,,0.98,,0.27,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,26.0,33.6,2.0,,10.0,,,0.3,,0.2,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,30.0,33.5,1.0,,4.0,,,0.12,,0.0,,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Stephan Lichtsteiner,ch SUI,"DF,MF",27.0,32.9,2.0,,4.0,,,0.12,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Arturo Vidal,cl CHI,MF,24.0,29.2,7.0,,23.0,,,0.79,,0.26,,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Mirko Vučinić,me MNE,FW,27.0,25.5,9.0,,40.0,,,1.57,,0.23,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,24.0,29.3,2.0,,4.0,,,0.14,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Simone Pepe,it ITA,"FW,MF",27.0,24.4,6.0,,21.0,,,0.86,,0.29,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Alessandro Matri,it ITA,FW,26.0,21.3,10.0,,28.0,,,1.32,,0.36,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Paolo De Ceglie,it ITA,DF,24.0,15.0,1.0,,4.0,,,0.27,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Emanuele Giaccherini,it ITA,"FW,MF",26.0,13.4,1.0,,8.0,,,0.6,,0.13,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Fabio Quagliarella,it ITA,FW,28.0,9.9,4.0,,18.0,,,1.82,,0.22,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Marcelo Estigarribia,py PAR,"DF,MF",23.0,8.0,1.0,,8.0,,,1.0,,0.13,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Martín Cáceres,uy URU,DF,24.0,7.9,1.0,,2.0,,,0.25,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Marco Borriello,it ITA,FW,29.0,6.5,2.0,,9.0,,,1.38,,0.22,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",36.0,5.7,3.0,,11.0,,,1.94,,0.27,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Miloš Krasić,rs SRB,MF,26.0,3.4,1.0,,3.0,,,0.89,,0.33,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Simone Padoin,it ITA,"DF,MF",27.0,3.4,1.0,,4.0,,,1.19,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Marco Storari,it ITA,GK,34.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Fabio Grosso,it ITA,"DF,MF",33.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Michele Pazienza,it ITA,MF,28.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Luca Marrone,it ITA,"DF,MF",21.0,1.3,1.0,,2.0,,,1.55,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Eljero Elia,nl NED,"FW,MF",24.0,1.1,0.0,,2.0,,,1.89,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Squad Total,,,28.0,,67.0,,264.0,,,6.95,,0.25,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Opponent Total,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Antonio Nocerino,it ITA,MF,26.0,32.9,10.0,,18.0,,,0.55,,0.56,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Zlatan Ibrahimović,se SWE,FW,29.0,31.2,28.0,,67.0,,,2.15,,0.27,,10.0,10.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Christian Abbiati,it ITA,GK,34.0,29.9,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Ignazio Abate,it ITA,"DF,MF",24.0,28.9,0.0,,4.0,,,0.14,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Thiago Silva,br BRA,DF,26.0,25.5,2.0,,5.0,,,0.2,,0.4,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
