Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2006-2007,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,27.0,33.0,33.0,2926.0,32.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.03,0.0,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Wayne Rooney,eng ENG,"FW,MF",20.0,35.0,33.0,2923.0,32.5,14.0,11.0,25.0,14.0,0.0,0.0,5.0,0.0,,,,0.43,0.34,0.77,0.43,0.77,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Edwin van der Sar,nl NED,GK,35.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Cristiano Ronaldo,pt POR,"FW,MF",21.0,34.0,31.0,2794.0,31.0,17.0,8.0,25.0,14.0,3.0,4.0,2.0,0.0,,,,0.55,0.26,0.81,0.45,0.71,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Paul Scholes,eng ENG,MF,31.0,30.0,29.0,2593.0,28.8,6.0,1.0,7.0,6.0,0.0,0.0,8.0,1.0,,,,0.21,0.03,0.24,0.21,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Michael Carrick,eng ENG,MF,25.0,33.0,29.0,2506.0,27.8,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,,,,0.11,0.11,0.22,0.11,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Ryan Giggs,wls WAL,"FW,MF",32.0,30.0,25.0,2302.0,25.6,4.0,7.0,11.0,4.0,0.0,0.0,5.0,0.0,,,,0.16,0.27,0.43,0.16,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Nemanja Vidić,rs SRB,DF,24.0,25.0,25.0,2142.0,23.8,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,,,,0.13,0.04,0.17,0.13,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Gary Neville,eng ENG,DF,31.0,24.0,24.0,1980.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.14,0.14,0.0,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,EPL,Manchester Utd,Patrice Evra,fr FRA,DF,25.0,24.0,22.0,1859.0,20.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,,,,0.05,0.1,0.15,0.05,0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
