Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2018-2019,EPL,Manchester City,Ederson,br BRA,GK,24.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Aymeric Laporte,es ESP,DF,24.0,34.0,3.0,26.0,7.0,26.9,0.77,0.21,0.12,0.43,16.0,0.0,0.0,,0.0,3.0,3.0,0.12,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",23.0,31.7,7.0,62.0,22.0,35.5,1.96,0.69,0.11,0.32,15.7,0.0,0.0,,0.0,7.4,7.4,0.12,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Raheem Sterling,eng ENG,FW,23.0,30.8,17.0,77.0,38.0,49.4,2.5,1.23,0.22,0.45,13.9,0.0,0.0,,1.0,13.7,13.7,0.18,3.3,3.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Sergio Agüero,ar ARG,FW,30.0,27.3,21.0,116.0,41.0,35.3,4.25,1.5,0.16,0.46,15.0,2.0,2.0,,3.0,18.1,16.5,0.14,2.9,2.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Kyle Walker,eng ENG,DF,28.0,30.9,1.0,21.0,4.0,19.0,0.68,0.13,0.05,0.25,27.3,0.0,0.0,,2.0,0.8,0.8,0.04,0.2,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,David Silva,es ESP,MF,32.0,26.7,6.0,51.0,18.0,35.3,1.91,0.67,0.12,0.33,14.1,0.0,0.0,,4.0,7.8,7.8,0.15,-1.8,-1.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Fernandinho,br BRA,MF,33.0,26.4,1.0,30.0,7.0,23.3,1.14,0.27,0.03,0.14,23.2,0.0,0.0,,0.0,1.6,1.6,0.05,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,İlkay Gündoğan,de GER,MF,27.0,23.7,6.0,43.0,11.0,25.6,1.81,0.46,0.14,0.55,19.5,0.0,0.0,,2.0,4.1,4.1,0.09,1.9,1.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Leroy Sané,de GER,FW,22.0,20.7,10.0,56.0,24.0,42.9,2.7,1.16,0.18,0.42,16.9,0.0,0.0,,5.0,6.7,6.7,0.12,3.3,3.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,John Stones,eng ENG,DF,24.0,19.6,0.0,5.0,1.0,20.0,0.26,0.05,0.0,0.0,10.6,0.0,0.0,,0.0,0.3,0.3,0.07,-0.3,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Riyad Mahrez,dz ALG,"FW,MF",27.0,14.9,7.0,53.0,25.0,47.2,3.55,1.68,0.13,0.28,17.4,0.0,1.0,,1.0,5.5,4.7,0.09,1.5,2.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Nicolás Otamendi,ar ARG,DF,30.0,13.7,0.0,15.0,3.0,20.0,1.09,0.22,0.0,0.0,12.3,0.0,0.0,,0.0,1.3,1.3,0.09,-1.3,-1.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,21.0,12.8,0.0,7.0,1.0,14.3,0.55,0.08,0.0,0.0,25.8,0.0,0.0,,0.0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Vincent Kompany,be BEL,DF,32.0,13.6,1.0,5.0,1.0,20.0,0.37,0.07,0.2,1.0,18.4,0.0,0.0,,0.0,0.3,0.3,0.05,0.7,0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
