season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2011-2012,LaLiga,Real Madrid,Cristiano Ronaldo,pt POR,"FW,MF",26.0,38.0,37.0,3350.0,37.2,46.0,12.0,58.0,34.0,12.0,13.0,4.0,0.0,0.0,0.0,0.0,1.24,0.32,1.56,0.91,1.24,Matches,0.0
2011-2012,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,30.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,LaLiga,Real Madrid,Xabi Alonso,es ESP,MF,29.0,36.0,35.0,3138.0,34.9,1.0,5.0,6.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,Matches,0.0
2011-2012,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,25.0,34.0,34.0,3054.0,33.9,3.0,4.0,7.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Matches,0.0
2011-2012,LaLiga,Real Madrid,Marcelo,br BRA,"DF,MF",23.0,32.0,31.0,2714.0,30.2,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.13,0.23,0.1,0.23,Matches,0.0
2011-2012,LaLiga,Real Madrid,Mesut Özil,de GER,MF,22.0,35.0,30.0,2553.0,28.4,4.0,18.0,22.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.14,0.63,0.78,0.14,0.78,Matches,0.0
2011-2012,LaLiga,Real Madrid,Pepe,pt POR,"DF,MF",28.0,29.0,29.0,2548.0,28.3,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.0
2011-2012,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,23.0,34.0,26.0,2242.0,24.9,21.0,8.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.32,1.16,0.84,1.16,Matches,0.0
2011-2012,LaLiga,Real Madrid,Álvaro Arbeloa,es ESP,DF,28.0,26.0,26.0,2218.0,24.6,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,0.0
2011-2012,LaLiga,Real Madrid,Sami Khedira,de GER,MF,24.0,28.0,20.0,1888.0,21.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,0.0
2011-2012,LaLiga,Real Madrid,Gonzalo Higuaín,ar ARG,"FW,MF",23.0,35.0,18.0,1712.0,19.0,22.0,6.0,28.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.16,0.32,1.47,1.16,1.47,Matches,0.0
2011-2012,LaLiga,Real Madrid,Kaká,br BRA,"FW,MF",29.0,27.0,17.0,1378.0,15.3,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.33,0.33,0.65,0.33,0.65,Matches,0.0
2011-2012,LaLiga,Real Madrid,Ángel Di María,ar ARG,"FW,MF",23.0,23.0,16.0,1326.0,14.7,5.0,14.0,19.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.34,0.95,1.29,0.34,1.29,Matches,0.0
2011-2012,LaLiga,Real Madrid,Lassana Diarra,fr FRA,MF,26.0,17.0,15.0,1137.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,LaLiga,Real Madrid,Fábio Coentrão,pt POR,DF,23.0,20.0,12.0,1229.0,13.7,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,0.0
2011-2012,LaLiga,Real Madrid,Raphaël Varane,fr FRA,"DF,MF",18.0,9.0,7.0,682.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,0.0
2011-2012,LaLiga,Real Madrid,Esteban Granero,es ESP,MF,24.0,17.0,7.0,641.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
2011-2012,LaLiga,Real Madrid,Ricardo Carvalho,pt POR,DF,33.0,8.0,7.0,601.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,0.0
2011-2012,LaLiga,Real Madrid,José Callejón,es ESP,"FW,MF",24.0,25.0,5.0,711.0,7.9,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63,Matches,0.0
2011-2012,LaLiga,Real Madrid,Raúl Albiol,es ESP,DF,25.0,10.0,5.0,621.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
