Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2007-2008,SeriaA,Inter,Javier Zanetti,ar ARG,"DF,MF",33.0,36.0,0.0,0.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Júlio César,br BRA,GK,27.0,34.1,3.0,1.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Esteban Cambiasso,ar ARG,MF,26.0,32.1,3.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Maicon Sisenando,br BRA,DF,26.0,30.2,3.0,1.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Maxwell,br BRA,DF,25.0,28.0,2.0,0.0,,8.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Cristian Chivu,ro ROU,DF,26.0,21.9,7.0,0.0,,34.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Zlatan Ibrahimović,se SWE,FW,25.0,21.8,5.0,0.0,,69.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Julio Ricardo Cruz,ar ARG,FW,32.0,21.7,4.0,0.0,,56.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Nicolás Burdisso,ar ARG,DF,26.0,20.8,7.0,0.0,,41.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Iván Córdoba,co COL,DF,30.0,20.0,3.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Dejan Stanković,rs SRB,MF,28.0,17.5,2.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Marco Materazzi,it ITA,DF,33.0,16.7,5.0,0.0,,30.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,César,br BRA,"DF,MF",32.0,12.6,3.0,1.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Patrick Vieira,fr FRA,MF,31.0,12.3,5.0,1.0,,35.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Walter Samuel,ar ARG,DF,29.0,11.4,4.0,0.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Hernán Crespo,ar ARG,FW,32.0,11.0,1.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Luis Jiménez,cl CHI,"FW,MF",23.0,9.3,3.0,0.0,,30.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Luís Figo,pt POR,"FW,MF",34.0,9.6,3.0,0.0,,19.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,David Suazo,hn HON,FW,27.0,12.8,0.0,0.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Mario Balotelli,it ITA,FW,16.0,6.3,3.0,0.0,,24.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Nelson Rivas,co COL,DF,24.0,6.8,3.0,0.0,,8.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Olivier Dacourt,fr FRA,MF,32.0,5.0,0.0,0.0,,16.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Pelé,pt POR,MF,19.0,5.7,2.0,1.0,,24.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Maniche,pt POR,MF,29.0,3.4,0.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Adriano,br BRA,FW,25.0,2.7,0.0,0.0,,8.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Francesco Toldo,it ITA,GK,35.0,2.4,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Santiago Solari,ar ARG,MF,30.0,1.7,0.0,0.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Paolo Orlandoni,it ITA,GK,34.0,1.5,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Squad Total,,,28.8,,68.0,4.0,,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Inter,Opponent Total,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Doni,br BRA,GK,27.0,36.5,1.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Daniele De Rossi,it ITA,"DF,MF",24.0,33.8,13.0,0.0,,47.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Max Tonetto,it ITA,"DF,MF",32.0,32.8,4.0,0.0,,36.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Philippe Mexès,fr FRA,DF,25.0,29.5,9.0,1.0,,71.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,David Pizarro,cl CHI,MF,27.0,27.0,5.0,0.0,,43.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Mancini,br BRA,"FW,MF",26.0,24.4,4.0,0.0,,32.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Francesco Totti,it ITA,"FW,MF",30.0,23.3,2.0,0.0,,45.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Simone Perrotta,it ITA,MF,29.0,23.0,2.0,1.0,,31.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Rodrigo Taddei,br BRA,"DF,FW",27.0,21.7,6.0,0.0,,41.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Mirko Vučinić,me MNE,FW,23.0,24.9,5.0,0.0,,36.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Christian Panucci,it ITA,DF,34.0,21.7,5.0,0.0,,21.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Marco Cassetti,it ITA,"DF,MF",30.0,21.5,5.0,0.0,,52.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Juan,br BRA,DF,28.0,18.8,2.0,1.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Cicinho,br BRA,DF,27.0,19.6,3.0,1.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Ludovic Giuly,fr FRA,"FW,MF",31.0,17.9,1.0,1.0,,16.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Matteo Ferrari,it ITA,DF,27.0,16.0,4.0,0.0,,22.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Alberto Aquilani,it ITA,MF,23.0,12.8,4.0,0.0,,31.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Matteo Brighi,it ITA,MF,26.0,8.1,2.0,0.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Gianluca Curci,it ITA,GK,22.0,1.5,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Mauro Esposito,it ITA,"FW,MF",28.0,1.0,0.0,0.0,,4.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Vitorino Antunes,pt POR,DF,20.0,0.7,0.0,0.0,,3.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Ahmed Barusso,gh GHA,MF,22.0,0.3,1.0,0.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Édgar Álvarez,hn HON,"DF,MF",27.0,0.1,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Squad Total,,,28.1,,75.0,5.0,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Roma,Opponent Total,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,David Trezeguet,fr FRA,FW,29.0,34.2,3.0,0.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,29.0,33.9,1.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",32.0,30.5,2.0,0.0,,73.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Nicola Legrottaglie,it ITA,DF,30.0,31.2,10.0,0.0,,65.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,22.0,29.9,9.0,1.0,,53.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
