Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2003-2004,EPL,Arsenal,Jens Lehmann,de GER,GK,33.0,38.0,2.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Thierry Henry,fr FRA,FW,25.0,37.0,3.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Kolo Touré,ci CIV,DF,22.0,35.4,4.0,0.0,,38.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Sol Campbell,eng ENG,"DF,FW",28.0,34.3,2.0,1.0,,39.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Robert Pirès,fr FRA,"FW,MF",29.0,31.6,0.0,0.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Ashley Cole,eng ENG,DF,22.0,31.3,5.0,1.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Lauren,cm CMR,DF,26.0,30.5,6.0,0.0,,35.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Gilberto Silva,br BRA,"DF,MF",26.0,28.3,2.0,0.0,,49.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Patrick Vieira,fr FRA,MF,27.0,28.2,11.0,1.0,,98.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Freddie Ljungberg,se SWE,"FW,MF",26.0,24.8,2.0,0.0,,21.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Dennis Bergkamp,nl NED,FW,34.0,19.6,2.0,0.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Ray Parlour,eng ENG,MF,30.0,16.9,8.0,0.0,,47.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Edu Gaspar,br BRA,MF,25.0,16.5,3.0,0.0,,32.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Pascal Cygan,fr FRA,DF,29.0,11.0,1.0,0.0,,19.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Sylvain Wiltord,fr FRA,"FW,MF",29.0,7.2,0.0,0.0,,3.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Gaël Clichy,fr FRA,DF,18.0,7.3,1.0,0.0,,8.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,José Antonio Reyes,es ESP,MF,19.0,7.3,0.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Nwankwo Kanu,ng NGA,FW,26.0,4.7,0.0,0.0,,4.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Martin Keown,eng ENG,"DF,MF",37.0,3.8,1.0,0.0,,2.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Jérémie Aliadière,fr FRA,"FW,MF",20.0,2.9,1.0,0.0,,8.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,David Bentley,eng ENG,MF,18.0,0.7,0.0,0.0,,2.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Justin Hoyte,tt TRI,DF,18.0,0.0,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Squad Total,,,27.3,,51.0,3.0,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Arsenal,Opponent Total,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Chelsea,Frank Lampard,eng ENG,MF,25.0,37.5,3.0,0.0,,43.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Chelsea,John Terry,eng ENG,DF,22.0,32.9,5.0,0.0,,42.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,EPL,Chelsea,Wayne Bridge,eng ENG,DF,22.0,32.9,1.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
