season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2002-2003,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,33.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Giovane Élber,br BRA,FW,30.0,33.0,32.0,2839.0,31.5,21.0,5.0,26.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.67,0.16,0.82,0.67,0.82,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Thomas Linke,de GER,DF,32.0,32.0,30.0,2730.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Jens Jeremies,de GER,MF,28.0,29.0,28.0,2285.0,25.4,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Zé Roberto,br BRA,"DF,MF",28.0,31.0,26.0,2335.0,25.9,1.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.39,0.42,0.04,0.42,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Michael Ballack,de GER,MF,25.0,26.0,26.0,2237.0,24.9,11.0,6.0,17.0,10.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.44,0.24,0.68,0.4,0.64,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Claudio Pizarro,pe PER,FW,23.0,31.0,25.0,2313.0,25.7,15.0,4.0,19.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.58,0.16,0.74,0.58,0.74,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Bixente Lizarazu,fr FRA,DF,32.0,26.0,25.0,2221.0,24.7,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Robert Kovač,hr CRO,DF,28.0,24.0,23.0,2097.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Willy Sagnol,fr FRA,DF,25.0,23.0,20.0,1740.0,19.3,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.26,0.36,0.1,0.36,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Samuel Kuffour,gh GHA,DF,25.0,20.0,19.0,1676.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Owen Hargreaves,eng ENG,MF,21.0,25.0,19.0,1660.0,18.4,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.22,0.27,0.05,0.27,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Mehmet Scholl,de GER,MF,31.0,18.0,12.0,1033.0,11.5,4.0,8.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0.7,1.05,0.35,1.05,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Hasan Salihamidžić,ba BIH,"DF,MF",25.0,12.0,12.0,974.0,10.8,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.18,0.18,0.37,0.18,0.37,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Niko Kovač,hr CRO,MF,30.0,18.0,10.0,1048.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Bastian Schweinsteiger,de GER,"DF,MF",17.0,14.0,9.0,692.0,7.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Roque Santa Cruz,py PAR,FW,20.0,14.0,8.0,776.0,8.6,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.12,0.7,0.58,0.7,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Michael Tarnat,de GER,"DF,MF",32.0,11.0,7.0,685.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Alexander Zickler,de GER,FW,28.0,12.0,3.0,342.0,3.8,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Sebastian Deisler,de GER,MF,22.0,8.0,3.0,258.0,2.9,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,0.0,1.05,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Markus Feulner,de GER,MF,20.0,10.0,1.0,214.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Pablo Thiam,gn GUI,"DF,MF",28.0,4.0,1.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Thorsten Fink,de GER,MF,34.0,10.0,1.0,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Stefan Wessels,de GER,GK,23.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Piotr Trochowski,de GER,MF,18.0,3.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Zvjezdan Misimović,ba BIH,MF,20.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Bayern Munich,Squad Total,0,0,28.1,34.0,373.0,0.0,0.0,70.0,60.0,130.0,69.0,1.0,1.0,48.0,0.0,0.0,0.0,0.0,2.06,1.76,3.82,2.03,3.79,0,0.0
2002-2003,Bundesliga,Bayern Munich,Opponent Total,0,0,27.2,34.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2002-2003,Bundesliga,Stuttgart,Andreas Hinkel,de GER,DF,20.0,33.0,32.0,2870.0,31.9,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Alexander Hleb,by BLR,MF,21.0,34.0,31.0,2681.0,29.8,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.13,0.23,0.37,0.13,0.37,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Fernando Meira,pt POR,"DF,MF",24.0,31.0,31.0,2660.0,29.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Kevin Kurányi,de GER,FW,20.0,30.0,28.0,2495.0,27.7,15.0,9.0,24.0,15.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.54,0.32,0.87,0.54,0.87,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Zvonimir Soldo,hr CRO,"DF,MF",34.0,28.0,28.0,2378.0,26.4,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Krasimir Balakov,bg BUL,MF,36.0,28.0,27.0,2378.0,26.4,2.0,5.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.08,0.19,0.26,0.04,0.23,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Heiko Gerber,de GER,"DF,MF",30.0,27.0,27.0,2239.0,24.9,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Marcelo Bordon,br BRA,DF,26.0,26.0,26.0,2327.0,25.9,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Silvio Meißner,de GER,MF,29.0,27.0,24.0,1784.0,19.8,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.2,0.05,0.25,0.2,0.25,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Timo Hildebrand,de GER,GK,23.0,20.0,20.0,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Ioannis Amanatidis,gr GRE,"FW,MF",20.0,27.0,17.0,642.0,7.1,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.28,0.98,0.7,0.98,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Jochen Seitz,de GER,"DF,MF",25.0,21.0,16.0,1185.0,13.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.08,0.3,0.38,0.08,0.38,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Thomas Ernst,de GER,GK,34.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Rui Marques,ao ANG,DF,24.0,12.0,10.0,905.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Timo Wenzel,de GER,DF,24.0,18.0,9.0,953.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Ionel Ganea,ro ROU,FW,28.0,23.0,6.0,1015.0,11.3,9.0,4.0,13.0,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.8,0.35,1.15,0.62,0.98,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Michael Mutzel,de GER,MF,22.0,16.0,6.0,707.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Christian Tiffert,de GER,MF,20.0,18.0,6.0,662.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Sean Dundee,de GER,FW,29.0,9.0,4.0,494.0,5.5,6.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.09,0.0,1.09,0.91,0.91,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Steffen Dangelmayr,de GER,DF,23.0,4.0,4.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Bradley Carnell,za RSA,"DF,MF",25.0,6.0,3.0,359.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Thomas Schneider,de GER,DF,29.0,4.0,3.0,334.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.27,0.27,0.54,0.27,0.54,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Jens Todt,de GER,"DF,MF",32.0,3.0,2.0,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Michael Rundio,de GER,DF,19.0,3.0,0.0,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Horst Heldt,de GER,MF,32.0,4.0,0.0,103.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.0,0.87,Matches,0.0
2002-2003,Bundesliga,Stuttgart,Squad Total,0,0,26.5,34.0,374.0,0.0,0.0,51.0,42.0,93.0,47.0,4.0,6.0,65.0,2.0,0.0,0.0,0.0,1.5,1.24,2.74,1.38,2.62,0,0.0
2002-2003,Bundesliga,Stuttgart,Opponent Total,0,0,27.3,34.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2002-2003,Bundesliga,Dortmund,Jan Koller,cz CZE,FW,29.0,34.0,34.0,3018.0,33.5,13.0,5.0,18.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.39,0.15,0.54,0.39,0.54,Matches,0.0
2002-2003,Bundesliga,Dortmund,Dedê,br BRA,DF,24.0,30.0,30.0,2522.0,28.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches,0.0
2002-2003,Bundesliga,Dortmund,Christian Wörns,de GER,DF,30.0,30.0,29.0,2626.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2002-2003,Bundesliga,Dortmund,Torsten Frings,de GER,MF,25.0,31.0,29.0,2589.0,28.8,6.0,0.0,6.0,3.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,0.21,0.0,0.21,0.1,0.1,Matches,0.0
2002-2003,Bundesliga,Dortmund,Tomáš Rosický,cz CZE,MF,21.0,30.0,29.0,2527.0,28.1,4.0,5.0,9.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.14,0.18,0.32,0.14,0.32,Matches,0.0
2002-2003,Bundesliga,Dortmund,Stefan Reuter,de GER,"DF,MF",35.0,31.0,29.0,2476.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
