season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2022-2023,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,27.0,33.0,32.0,2809.0,31.2,5.0,6.0,11.0,4.0,1.0,1.0,6.0,1.0,42.0,315.0,56.0,0.16,0.19,0.35,0.13,0.32,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,26.0,30.0,27.0,2431.0,27.0,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,37.0,202.0,65.0,0.15,0.04,0.19,0.15,0.19,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Matthijs de Ligt,nl NED,DF,22.0,31.0,27.0,2403.0,26.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,17.0,143.0,14.0,0.11,0.04,0.15,0.11,0.15,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Dayot Upamecano,fr FRA,DF,23.0,29.0,27.0,2348.0,26.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,31.0,169.0,7.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Jamal Musiala,de GER,"MF,FW",19.0,33.0,26.0,2198.0,24.4,12.0,10.0,22.0,12.0,0.0,0.0,1.0,0.0,89.0,124.0,196.0,0.49,0.41,0.9,0.49,0.9,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,21.0,26.0,24.0,2042.0,22.7,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,117.0,133.0,158.0,0.04,0.18,0.22,0.04,0.22,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",27.0,34.0,22.0,1941.0,21.6,14.0,5.0,19.0,13.0,1.0,1.0,0.0,0.0,74.0,82.0,217.0,0.65,0.23,0.88,0.6,0.83,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,27.0,27.0,22.0,1728.0,19.2,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,42.0,114.0,62.0,0.16,0.1,0.26,0.16,0.26,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Thomas Müller,de GER,"FW,MF",32.0,27.0,21.0,1665.0,18.5,7.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,33.0,88.0,182.0,0.38,0.43,0.81,0.38,0.81,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Leroy Sané,de GER,"MF,FW",26.0,32.0,20.0,2010.0,22.3,8.0,7.0,15.0,8.0,0.0,0.0,4.0,0.0,77.0,134.0,198.0,0.36,0.31,0.67,0.36,0.67,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Yann Sommer,ch SUI,GK,33.0,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Sadio Mané,sn SEN,"FW,MF",30.0,25.0,18.0,1425.0,15.8,7.0,5.0,12.0,6.0,1.0,2.0,2.0,0.0,59.0,43.0,164.0,0.44,0.32,0.76,0.38,0.69,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",26.0,24.0,16.0,1409.0,15.7,8.0,5.0,13.0,8.0,0.0,0.0,2.0,1.0,98.0,70.0,296.0,0.51,0.32,0.83,0.51,0.83,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Eric Maxim Choupo-Moting,cm CMR,FW,33.0,19.0,14.0,1112.0,12.4,10.0,2.0,12.0,10.0,0.0,1.0,0.0,0.0,11.0,43.0,77.0,0.81,0.16,0.97,0.81,0.97,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,36.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Noussair Mazraoui,ma MAR,DF,24.0,19.0,11.0,1075.0,11.9,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,39.0,99.0,81.0,0.08,0.33,0.42,0.08,0.42,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,João Cancelo,pt POR,"DF,FW",28.0,15.0,11.0,1012.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,51.0,61.0,90.0,0.09,0.36,0.44,0.09,0.44,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Marcel Sabitzer,at AUT,MF,28.0,15.0,7.0,628.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Lucas Hernández,fr FRA,DF,26.0,7.0,6.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Josip Stanišić,hr CRO,DF,22.0,14.0,4.0,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Ryan Gravenberch,nl NED,MF,20.0,24.0,3.0,576.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,44.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,33.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Mathys Tel,fr FRA,FW,17.0,22.0,1.0,417.0,4.6,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,12.0,11.0,59.0,1.08,0.0,1.08,1.08,1.08,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Daley Blind,nl NED,"DF,MF",32.0,4.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Paul Wanner,de GER,MF,16.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Gabriel Vidovic,hr CRO,FW,18.0,1.0,0.0,19.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.74,4.74,0.0,4.74,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Arijon Ibrahimović,de GER,MF,16.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Bouna Sarr,sn SEN,FW,30.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Gabriel Marušić,hr CRO,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Liam Morrison,sct SCO,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Tanguy Nianzou,fr FRA,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Aleksandar Pavlovic,de GER,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Johannes Schenk,de GER,GK,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Joshua Zirkzee,nl NED,FW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Squad Total,0,0,26.6,34.0,374.0,3060.0,34.0,90.0,67.0,157.0,87.0,3.0,5.0,49.0,3.0,863.0,2041.0,2019.0,2.65,1.97,4.62,2.56,4.53,0.0,0.0
2022-2023,Bundesliga,Bayern Munich,Opponent Total,0,0,26.6,34.0,374.0,3060.0,34.0,38.0,22.0,60.0,29.0,9.0,10.0,50.0,0.0,354.0,879.0,872.0,1.12,0.65,1.76,0.85,1.5,0.0,0.0
2022-2023,Bundesliga,Dortmund,Jude Bellingham,eng ENG,MF,19.0,0.0,30.0,2691.0,29.9,8.0,4.0,12.0,7.0,1.0,1.0,8.0,0.0,97.0,252.0,139.0,0.27,0.13,0.4,0.23,0.37,0.0,31.0
2022-2023,Bundesliga,Dortmund,Julian Brandt,de GER,"MF,FW",26.0,0.0,29.0,2397.0,26.6,9.0,8.0,17.0,9.0,0.0,0.0,2.0,0.0,67.0,119.0,218.0,0.34,0.3,0.64,0.34,0.64,0.0,32.0
2022-2023,Bundesliga,Dortmund,Gregor Kobel,ch SUI,GK,24.0,0.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
2022-2023,Bundesliga,Dortmund,Nico Schlotterbeck,de GER,DF,22.0,0.0,27.0,2252.0,25.0,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.0,28.0
2022-2023,Bundesliga,Dortmund,Raphaël Guerreiro,pt POR,"DF,MF",28.0,0.0,26.0,2290.0,25.4,4.0,12.0,16.0,4.0,0.0,0.0,4.0,0.0,85.0,191.0,163.0,0.16,0.47,0.63,0.16,0.63,0.0,27.0
2022-2023,Bundesliga,Dortmund,Mats Hummels,de GER,DF,33.0,0.0,24.0,2018.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,21.0,114.0,6.0,0.04,0.0,0.04,0.04,0.04,0.0,30.0
2022-2023,Bundesliga,Dortmund,Niklas Süle,de GER,DF,26.0,0.0,23.0,2118.0,23.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,37.0,137.0,57.0,0.08,0.13,0.21,0.08,0.21,0.0,29.0
2022-2023,Bundesliga,Dortmund,Donyell Malen,nl NED,FW,23.0,0.0,22.0,1706.0,19.0,9.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.0,26.0
2022-2023,Bundesliga,Dortmund,Emre Can,de GER,MF,28.0,0.0,20.0,1900.0,21.1,2.0,1.0,3.0,1.0,1.0,1.0,8.0,0.0,34.0,99.0,12.0,0.09,0.05,0.14,0.05,0.09,0.0,27.0
2022-2023,Bundesliga,Dortmund,Karim Adeyemi,de GER,"FW,MF",20.0,0.0,20.0,1386.0,15.4,6.0,5.0,11.0,6.0,0.0,1.0,9.0,0.0,49.0,47.0,131.0,0.39,0.32,0.71,0.39,0.71,0.0,24.0
2022-2023,Bundesliga,Dortmund,Salih Özcan,tr TUR,MF,24.0,0.0,17.0,1576.0,17.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,81.0,23.0,0.0,0.06,0.06,0.0,0.06,0.0,26.0
2022-2023,Bundesliga,Dortmund,Marius Wolf,de GER,DF,27.0,0.0,17.0,1570.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,60.0,91.0,151.0,0.06,0.06,0.11,0.06,0.11,0.0,25.0
2022-2023,Bundesliga,Dortmund,Julian Ryerson,no NOR,DF,24.0,0.0,17.0,1410.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,54.0,55.0,69.0,0.06,0.06,0.13,0.06,0.13,0.0,17.0
2022-2023,Bundesliga,Dortmund,Sébastien Haller,ci CIV,FW,28.0,0.0,15.0,1225.0,13.6,9.0,3.0,12.0,9.0,0.0,1.0,1.0,0.0,11.0,22.0,65.0,0.66,0.22,0.88,0.66,0.88,0.0,19.0
2022-2023,Bundesliga,Dortmund,Marco Reus,de GER,"MF,FW",33.0,0.0,14.0,1353.0,15.0,6.0,4.0,10.0,5.0,1.0,1.0,4.0,0.0,33.0,45.0,78.0,0.4,0.27,0.67,0.33,0.6,0.0,25.0
2022-2023,Bundesliga,Dortmund,Youssoufa Moukoko,de GER,FW,17.0,0.0,11.0,1141.0,12.7,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,9.0,11.0,61.0,0.55,0.24,0.79,0.55,0.79,0.0,26.0
2022-2023,Bundesliga,Dortmund,Anthony Modeste,fr FRA,FW,34.0,0.0,7.0,813.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,8.0,36.0,0.22,0.11,0.33,0.22,0.33,0.0,19.0
2022-2023,Bundesliga,Dortmund,Alexander Meyer,de GER,GK,31.0,0.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2022-2023,Bundesliga,Dortmund,Thomas Meunier,be BEL,DF,30.0,0.0,7.0,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2022-2023,Bundesliga,Dortmund,Gio Reyna,us USA,"FW,MF",19.0,0.0,4.0,625.0,6.9,7.0,2.0,9.0,6.0,1.0,1.0,2.0,0.0,23.0,25.0,57.0,1.01,0.29,1.3,0.86,1.15,0.0,22.0
2022-2023,Bundesliga,Dortmund,Jamie Bynoe-Gittens,eng ENG,"FW,MF",17.0,0.0,4.0,533.0,5.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,24.0,9.0,38.0,0.51,0.17,0.68,0.51,0.68,0.0,15.0
2022-2023,Bundesliga,Dortmund,Mahmoud Dahoud,de GER,MF,26.0,0.0,4.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2022-2023,Bundesliga,Dortmund,Thorgan Hazard,be BEL,"FW,DF",29.0,0.0,2.0,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,28.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2022-2023,Bundesliga,Dortmund,Felix Passlack,de GER,DF,24.0,0.0,0.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,Bundesliga,Dortmund,Soumaïla Coulibaly,fr FRA,DF,18.0,0.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,Dortmund,Julien Duranville,be BEL,MF,16.0,0.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,Dortmund,Tom Rothe,de GER,DF,17.0,0.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,Bundesliga,Dortmund,Justin Njinmah,de GER,FW,21.0,0.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,Dortmund,Antonios Papadopoulos,de GER,DF,22.0,0.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,Dortmund,Marco Pašalić,hr CRO,MF,21.0,0.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,Dortmund,Abdoulaye Kamara,gn GUI,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Dortmund,Marcel Lotka,pl POL,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Bundesliga,Dortmund,Squad Total,0,0,25.8,0.0,374.0,3060.0,34.0,81.0,61.0,142.0,77.0,4.0,6.0,66.0,0.0,783.0,1628.0,1614.0,2.38,1.79,4.18,2.26,4.06,0.0,34.0
2022-2023,Bundesliga,Dortmund,Opponent Total,0,0,26.5,0.0,374.0,3060.0,34.0,43.0,31.0,74.0,42.0,1.0,1.0,79.0,5.0,452.0,1064.0,1052.0,1.26,0.91,2.18,1.24,2.15,0.0,34.0
2022-2023,Bundesliga,RB Leipzig,Willi Orban,hu HUN,DF,29.0,33.0,33.0,2951.0,32.8,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,16.0,153.0,9.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0
2022-2023,Bundesliga,RB Leipzig,Dominik Szoboszlai,hu HUN,"MF,FW",21.0,31.0,28.0,2444.0,27.2,6.0,8.0,14.0,5.0,1.0,1.0,5.0,2.0,75.0,151.0,157.0,0.22,0.29,0.52,0.18,0.48,0.0,0.0
2022-2023,Bundesliga,RB Leipzig,Janis Blaswich,de GER,GK,31.0,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
