Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2010-2011,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,28.0,32.0,32.0,2880.0,32.0,16.0,0.5,96.0,80.0,83.3,25.0,6.0,1.0,17.0,53.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Barcelona,José Manuel Pinto,es ESP,GK,34.0,6.0,6.0,540.0,6.0,5.0,0.83,20.0,15.0,75.0,5.0,0.0,1.0,2.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Barcelona,Squad Total,,,26.5,38.0,38.0,3420.0,,21.0,0.55,116.0,95.0,81.9,30.0,6.0,2.0,19.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Barcelona,Opponent Total,,,26.6,38.0,38.0,,,,,,,,2.0,6.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,29.0,35.0,35.0,3062.0,34.0,32.0,0.94,115.0,83.0,72.2,26.0,5.0,4.0,14.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Antonio Adán,es ESP,GK,23.0,3.0,2.0,260.0,2.9,0.0,0.0,7.0,7.0,100.0,2.0,0.0,0.0,2.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Jerzy Dudek,pl POL,GK,37.0,1.0,1.0,76.0,0.8,1.0,1.18,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Jesús,es ESP,GK,22.0,,,,0.2,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Tomás Mejías,es ESP,GK,21.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Squad Total,,,25.5,38.0,38.0,3406.0,,33.0,0.87,124.0,91.0,73.4,29.0,5.0,4.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Real Madrid,Opponent Total,,,26.9,38.0,38.0,,,,,,,,4.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Valencia,Vicente Guaita,es ESP,GK,23.0,21.0,19.0,1795.0,19.9,26.0,1.3,94.0,68.0,72.3,12.0,2.0,7.0,6.0,31.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Valencia,César Sánchez,es ESP,GK,38.0,15.0,15.0,1265.0,14.1,14.0,1.0,68.0,54.0,79.4,8.0,4.0,1.0,5.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Valencia,Miguel Ángel Moyá,es ESP,GK,26.0,4.0,4.0,360.0,4.0,4.0,1.0,18.0,14.0,77.8,1.0,2.0,1.0,1.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Valencia,Squad Total,,,27.0,38.0,38.0,3420.0,,44.0,1.16,180.0,136.0,75.6,21.0,8.0,9.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Valencia,Opponent Total,,,26.6,38.0,38.0,,,,,,,,9.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Villarreal,Diego López,es ESP,GK,28.0,38.0,38.0,3420.0,38.0,44.0,1.16,174.0,130.0,74.7,18.0,8.0,12.0,13.0,34.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,LaLiga,Villarreal,Squad Total,,,26.4,38.0,38.0,3420.0,,44.0,1.16,174.0,130.0,74.7,18.0,8.0,12.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
