Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2011-2012,LaLiga,Real Madrid,Cristiano Ronaldo,pt POR,"FW,MF",26.0,37.2,46.0,,113.0,,,3.04,,0.3,,12.0,13.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,30.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Xabi Alonso,es ESP,MF,29.0,34.9,1.0,,4.0,,,0.11,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,25.0,33.9,3.0,,7.0,,,0.21,,0.43,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Marcelo,br BRA,"DF,MF",23.0,30.2,3.0,,9.0,,,0.3,,0.33,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Mesut Özil,de GER,MF,22.0,28.4,4.0,,13.0,,,0.46,,0.31,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Pepe,pt POR,"DF,MF",28.0,28.3,1.0,,6.0,,,0.21,,0.17,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,23.0,24.9,21.0,,53.0,,,2.13,,0.4,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Álvaro Arbeloa,es ESP,DF,28.0,24.6,0.0,,2.0,,,0.08,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Sami Khedira,de GER,MF,24.0,21.0,2.0,,8.0,,,0.38,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
