Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2014-2015,EPL,Chelsea,Thibaut Courtois,be BEL,GK,22.0,32.0,32.0,2813.0,31.3,30.0,0.96,103.0,73.0,70.9,19.0,9.0,3.0,12.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Chelsea,Petr Čech,cz CZE,GK,32.0,7.0,6.0,607.0,6.7,2.0,0.3,18.0,16.0,88.9,7.0,0.0,0.0,5.0,83.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Chelsea,Squad Total,,,27.0,38.0,38.0,3420.0,38.0,32.0,0.84,121.0,89.0,73.6,26.0,9.0,3.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Chelsea,Opponent Total,,,26.8,38.0,38.0,3420.0,38.0,73.0,1.92,202.0,134.0,65.8,3.0,9.0,26.0,3.0,7.9,6.0,4.0,1.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Manchester City,Joe Hart,eng ENG,GK,27.0,36.0,36.0,3240.0,36.0,34.0,0.94,119.0,85.0,71.4,22.0,7.0,7.0,14.0,38.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Manchester City,Willy Caballero,ar ARG,GK,32.0,2.0,2.0,180.0,2.0,4.0,2.0,9.0,5.0,55.6,2.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Manchester City,Squad Total,,,28.6,38.0,38.0,3420.0,38.0,38.0,1.0,128.0,90.0,70.3,24.0,7.0,7.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Manchester City,Opponent Total,,,26.9,38.0,38.0,3420.0,38.0,83.0,2.18,219.0,144.0,65.3,7.0,7.0,24.0,3.0,7.9,8.0,7.0,1.0,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Arsenal,David Ospina,co COL,GK,25.0,18.0,18.0,1620.0,18.0,11.0,0.61,57.0,46.0,80.7,13.0,3.0,2.0,8.0,44.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,EPL,Arsenal,Wojciech Szczęsny,pl POL,GK,24.0,17.0,17.0,1498.0,16.6,21.0,1.26,63.0,42.0,66.7,7.0,6.0,4.0,3.0,17.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
