Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2019-2020,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,32.0,35.0,3082.0,88.0,90.1,34.2,35.0,88.0,32.0,0.0,,0.0,2.22,73.0,38.0,35.0,1.02,1.55,64.4,38.7,25.7,0.75,0.63,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,34.0,33.0,2917.0,88.0,85.3,32.4,33.0,88.0,31.0,0.0,,0.0,2.21,66.0,36.0,30.0,0.93,0.39,60.1,38.1,22.0,0.68,-0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,29.0,2591.0,89.0,75.8,28.8,29.0,89.0,28.0,0.0,,7.0,2.1,57.0,33.0,24.0,0.83,-0.14,51.4,35.9,15.5,0.54,-0.62,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Juan Cuadrado,co COL,"DF,FW",31.0,33.0,2654.0,80.0,77.6,29.5,28.0,89.0,26.0,5.0,34.0,3.0,2.21,60.0,26.0,34.0,1.15,1.27,58.2,31.6,26.7,0.9,0.96,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,29.0,30.0,2277.0,76.0,66.6,25.3,28.0,80.0,18.0,2.0,24.0,4.0,2.23,53.0,27.0,26.0,1.03,0.48,47.0,31.6,15.4,0.61,-0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Alex Sandro,br BRA,DF,28.0,29.0,2385.0,82.0,69.7,26.5,27.0,87.0,24.0,2.0,24.0,3.0,2.03,48.0,31.0,17.0,0.64,-0.75,52.0,32.8,19.3,0.73,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Matthijs de Ligt,nl NED,DF,19.0,29.0,2450.0,84.0,71.6,27.2,26.0,90.0,25.0,3.0,41.0,6.0,2.24,54.0,31.0,23.0,0.84,-0.08,49.9,33.9,15.9,0.59,-0.36,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,22.0,30.0,2196.0,73.0,64.2,24.4,25.0,83.0,17.0,5.0,26.0,4.0,2.07,47.0,27.0,20.0,0.82,-0.14,49.7,27.8,21.9,0.9,0.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",25.0,33.0,2155.0,65.0,63.0,23.9,25.0,77.0,7.0,8.0,28.0,2.0,2.39,51.0,22.0,29.0,1.21,0.93,45.1,24.8,20.4,0.85,0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,32.0,35.0,2237.0,64.0,65.4,24.9,23.0,85.0,16.0,12.0,23.0,3.0,2.26,47.0,26.0,21.0,0.84,-0.07,42.4,30.4,12.0,0.48,-0.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
