Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2014-2015,Ligue1,Paris S-G,Salvatore Sirigu,it ITA,GK,27.0,33.4,2.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Javier Pastore,ar ARG,MF,25.0,30.5,4.0,0.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Edinson Cavani,uy URU,"FW,MF",27.0,29.2,3.0,1.0,,21.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,21.0,27.3,12.0,0.0,,54.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,29.0,25.6,1.0,0.0,,11.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,David Luiz,br BRA,"DF,MF",27.0,25.4,5.0,0.0,,30.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Blaise Matuidi,fr FRA,MF,27.0,24.3,2.0,0.0,,36.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Thiago Motta,it ITA,MF,31.0,22.8,9.0,0.0,,31.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Maxwell,br BRA,DF,32.0,24.0,1.0,0.0,,10.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Zlatan Ibrahimović,se SWE,FW,32.0,22.2,3.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Gregory van der Wiel,nl NED,DF,26.0,22.3,3.0,1.0,,31.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Lucas Moura,br BRA,"FW,MF",21.0,21.0,2.0,0.0,,24.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Marquinhos,br BRA,"DF,MF",20.0,20.8,2.0,0.0,,11.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Ezequiel Lavezzi,ar ARG,"FW,MF",29.0,18.4,2.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Lucas Digne,fr FRA,"DF,MF",21.0,14.1,1.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Yohan Cabaye,fr FRA,MF,28.0,10.7,7.0,1.0,,29.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Serge Aurier,ci CIV,"DF,MF",21.0,12.6,2.0,0.0,,21.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,19.0,12.6,1.0,0.0,,22.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Zoumana Camara,fr FRA,DF,35.0,6.6,0.0,0.0,,5.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Nicolas Douchez,fr FRA,GK,34.0,4.6,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Jean-Christophe Bahebeck,fr FRA,"FW,MF",21.0,6.2,2.0,0.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Clément Chantôme,fr FRA,MF,26.0,1.7,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,18.0,0.2,0.0,0.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Squad Total,,,26.8,38.0,0.0,0.0,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Opponent Total,,,26.1,38.0,72.0,6.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Anthony Lopes,pt POR,GK,23.0,38.0,1.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Corentin Tolisso,fr FRA,"DF,MF",19.0,36.8,1.0,0.0,,53.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Maxime Gonalons,fr FRA,MF,25.0,34.8,6.0,0.0,,48.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Samuel Umtiti,fr FRA,DF,20.0,34.3,4.0,0.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Nabil Fekir,fr FRA,"FW,MF",21.0,30.6,8.0,0.0,,76.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Alexandre Lacazette,fr FRA,FW,23.0,31.6,6.0,0.0,,62.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Christophe Jallet,fr FRA,DF,30.0,32.0,6.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Jordan Ferri,fr FRA,MF,22.0,28.9,7.0,0.0,,54.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Henri Bedimo,cm CMR,DF,30.0,23.9,4.0,0.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Clinton N'Jie,cm CMR,"FW,MF",20.0,16.9,1.0,0.0,,36.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Bakary Koné,bf BFA,DF,26.0,14.4,3.0,0.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Lindsay Rose,mu MRI,DF,22.0,13.4,4.0,1.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Steed Malbranque,fr FRA,MF,34.0,13.3,3.0,0.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Milan Biševac,rs SRB,DF,30.0,12.0,4.0,0.0,,15.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Mouhamadou Dabo,fr FRA,DF,27.0,11.3,5.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Arnold Mvuemba,cd COD,"FW,MF",29.0,10.6,1.0,0.0,,10.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Yoann Gourcuff,fr FRA,MF,28.0,8.6,1.0,0.0,,16.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Rachid Ghezzal,dz ALG,"FW,MF",22.0,6.6,0.0,0.0,,9.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Mohamed Yattara,gn GUI,FW,21.0,5.8,0.0,0.0,,14.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Clément Grenier,fr FRA,MF,23.0,4.0,0.0,0.0,,5.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Yassine Benzia,dz ALG,"FW,MF",19.0,3.6,0.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Mehdi Zeffane,dz ALG,DF,22.0,2.3,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Maxwel Cornet,ci CIV,"DF,FW",17.0,1.7,0.0,0.0,,3.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Gaël Danic,fr FRA,MF,32.0,0.7,0.0,0.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Farès Bahlouli,fr FRA,MF,19.0,0.6,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Gueïda Fofana,fr FRA,"DF,MF",23.0,0.5,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Squad Total,,,24.6,38.0,0.0,0.0,,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Opponent Total,,,26.5,38.0,82.0,5.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,29.0,37.0,4.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,Fabinho,br BRA,"DF,MF",20.0,35.2,4.0,0.0,,55.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,João Moutinho,pt POR,MF,27.0,35.2,6.0,0.0,,41.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
