Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2014-2015,Ligue1,Paris S-G,Salvatore Sirigu,it ITA,GK,27.0,34.0,34.0,3002.0,33.4,28.0,0.84,100.0,72.0,72.0,20.0,11.0,2.0,12.0,35.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Nicolas Douchez,fr FRA,GK,34.0,5.0,4.0,418.0,4.6,8.0,1.72,14.0,6.0,42.9,4.0,0.0,1.0,1.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Squad Total,,,26.8,38.0,38.0,3420.0,38.0,36.0,0.95,114.0,78.0,68.4,24.0,11.0,3.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Paris S-G,Opponent Total,,,26.1,38.0,38.0,3420.0,38.0,,,0.0,,,3.0,11.0,24.0,4.0,10.5,14.0,13.0,1.0,0.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Anthony Lopes,pt POR,GK,23.0,38.0,38.0,3420.0,38.0,33.0,0.87,139.0,106.0,76.3,22.0,9.0,7.0,16.0,42.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Squad Total,,,24.6,38.0,38.0,3420.0,38.0,33.0,0.87,139.0,106.0,76.3,22.0,9.0,7.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Lyon,Opponent Total,,,26.5,38.0,38.0,3420.0,38.0,,,0.0,,,7.0,9.0,22.0,6.0,15.8,12.0,9.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,29.0,37.0,37.0,3330.0,37.0,25.0,0.68,106.0,81.0,76.4,19.0,11.0,7.0,20.0,54.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,Maarten Stekelenburg,nl NED,GK,31.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,Squad Total,,,25.5,38.0,38.0,3420.0,38.0,26.0,0.68,109.0,83.0,76.1,20.0,11.0,7.0,20.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Monaco,Opponent Total,,,26.3,38.0,38.0,3420.0,38.0,,,0.0,,,7.0,11.0,20.0,7.0,18.4,9.0,5.0,2.0,2.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,29.0,38.0,38.0,3420.0,38.0,42.0,1.11,144.0,102.0,70.8,21.0,6.0,11.0,12.0,31.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Marseille,Squad Total,,,25.6,38.0,38.0,3420.0,38.0,42.0,1.11,144.0,102.0,70.8,21.0,6.0,11.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Marseille,Opponent Total,,,26.2,38.0,38.0,3420.0,38.0,,,0.0,,,11.0,6.0,21.0,7.0,18.4,5.0,2.0,1.0,2.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ligue1,Saint-Étienne,Stéphane Ruffier,fr FRA,GK,27.0,38.0,38.0,3420.0,38.0,30.0,0.79,125.0,95.0,76.0,19.0,12.0,7.0,18.0,47.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
