Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2009-2010,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,27.0,38.0,38.0,3420.0,38.0,24.0,0.63,116.0,92.0,79.3,31.0,6.0,1.0,20.0,52.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Barcelona,Squad Total,,,26.3,38.0,38.0,3420.0,,24.0,0.63,116.0,92.0,79.3,31.0,6.0,1.0,20.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Barcelona,Opponent Total,,,26.4,38.0,38.0,,,,,,,,1.0,6.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,28.0,38.0,38.0,3420.0,38.0,35.0,0.92,140.0,105.0,75.0,31.0,3.0,4.0,15.0,39.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Real Madrid,Squad Total,,,25.1,38.0,38.0,3420.0,,35.0,0.92,140.0,105.0,75.0,31.0,3.0,4.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Real Madrid,Opponent Total,,,26.6,38.0,38.0,,,,,,,,4.0,3.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Valencia,César Sánchez,es ESP,GK,37.0,30.0,30.0,2700.0,30.0,29.0,0.97,135.0,106.0,78.5,18.0,5.0,7.0,14.0,46.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Valencia,Miguel Ángel Moyá,es ESP,GK,25.0,8.0,8.0,720.0,8.0,11.0,1.37,35.0,24.0,68.6,3.0,3.0,2.0,3.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Valencia,Squad Total,,,26.9,38.0,38.0,3420.0,,40.0,1.05,170.0,130.0,76.5,21.0,8.0,9.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Valencia,Opponent Total,,,26.7,38.0,38.0,,,,,,,,9.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Sevilla,Andrés Palop,es ESP,GK,35.0,33.0,33.0,2970.0,33.0,45.0,1.36,161.0,116.0,72.0,17.0,4.0,12.0,9.0,27.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Sevilla,Javi Varas,es ESP,GK,26.0,5.0,5.0,450.0,5.0,4.0,0.8,10.0,6.0,60.0,2.0,2.0,1.0,2.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Sevilla,Squad Total,,,27.4,38.0,38.0,3420.0,,49.0,1.29,171.0,122.0,71.3,19.0,6.0,13.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Sevilla,Opponent Total,,,26.5,38.0,38.0,,,,,,,,13.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Mallorca,Dudu Aouate,il ISR,GK,31.0,38.0,38.0,3375.0,37.5,44.0,1.17,166.0,122.0,73.5,18.0,8.0,12.0,12.0,31.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Mallorca,Germán Lux,ar ARG,GK,27.0,1.0,0.0,45.0,0.5,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Mallorca,Squad Total,,,27.7,38.0,38.0,3420.0,,44.0,1.16,169.0,125.0,74.0,18.0,8.0,12.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Mallorca,Opponent Total,,,26.4,38.0,38.0,,,,,,,,12.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,LaLiga,Getafe,Jordi Codina,es ESP,GK,27.0,22.0,22.0,1980.0,22.0,24.0,1.09,90.0,66.0,73.3,10.0,6.0,6.0,7.0,31.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
