season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2007-2008,Ligue1,Lyon,Sébastien Squillaci,fr FRA,DF,26.0,34.0,33.0,2954.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,Ligue1,Lyon,Karim Benzema,fr FRA,FW,19.0,36.0,32.0,2565.0,28.5,20.0,7.0,27.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.25,0.95,0.7,0.95,Matches,0.0
2007-2008,Ligue1,Lyon,Fabio Grosso,it ITA,"DF,MF",29.0,30.0,30.0,2596.0,28.8,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.03,0.1,0.14,0.03,0.14,Matches,0.0
2007-2008,Ligue1,Lyon,Mathieu Bodmer,fr FRA,"DF,MF",24.0,37.0,29.0,2670.0,29.7,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,0.0
2007-2008,Ligue1,Lyon,Jérémy Toulalan,fr FRA,"DF,MF",23.0,30.0,29.0,2509.0,27.9,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,0.0
2007-2008,Ligue1,Lyon,Juninho Pernambucano,br BRA,MF,32.0,32.0,29.0,2395.0,26.6,8.0,8.0,16.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.23,0.53,Matches,0.0
2007-2008,Ligue1,Lyon,Kim Källström,se SWE,MF,24.0,37.0,28.0,2535.0,28.2,5.0,4.0,9.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.18,0.14,0.32,0.14,0.28,Matches,0.0
2007-2008,Ligue1,Lyon,Sidney Govou,fr FRA,"FW,MF",28.0,32.0,26.0,2191.0,24.3,7.0,3.0,10.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.29,0.12,0.41,0.29,0.41,Matches,0.0
2007-2008,Ligue1,Lyon,Anthony Réveillère,fr FRA,DF,27.0,28.0,22.0,2061.0,22.9,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,0.0
2007-2008,Ligue1,Lyon,François Clerc,fr FRA,DF,24.0,27.0,20.0,1935.0,21.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,0.0
