Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2012-2013,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,31.0,32.8,5.0,0.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,25.0,32.9,10.0,0.0,,35.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,34.0,32.0,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Andrea Pirlo,it ITA,MF,33.0,31.7,8.0,0.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Arturo Vidal,cl CHI,MF,25.0,28.7,11.0,0.0,,54.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,26.0,27.4,4.0,0.0,,50.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Stephan Lichtsteiner,ch SUI,"DF,MF",28.0,22.9,6.0,0.0,,20.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Mirko Vučinić,me MNE,FW,28.0,23.0,5.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,27.0,22.6,5.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Sebastian Giovinco,it ITA,"FW,MF",25.0,21.7,4.0,0.0,,31.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Kwadwo Asamoah,gh GHA,"DF,MF",23.0,21.9,1.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Paul Pogba,fr FRA,MF,19.0,19.3,1.0,1.0,,40.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Fabio Quagliarella,it ITA,FW,29.0,12.8,0.0,0.0,,18.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Martín Cáceres,uy URU,DF,25.0,13.5,1.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Paolo De Ceglie,it ITA,DF,25.0,9.7,3.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,SeriaA,Juventus,Alessandro Matri,it ITA,FW,27.0,11.2,3.0,0.0,,16.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
