Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2015-2016,Ligue1,Paris S-G,Kevin Trapp,de GER,GK,25.0,35.0,35.0,3105.0,34.5,19.0,0.55,101.0,82.0,81.2,27.0,6.0,2.0,18.0,51.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Paris S-G,Salvatore Sirigu,it ITA,GK,28.0,3.0,2.0,225.0,2.5,0.0,0.0,10.0,10.0,100.0,2.0,0.0,0.0,2.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Paris S-G,Nicolas Douchez,fr FRA,GK,35.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Paris S-G,Squad Total,,,27.0,38.0,38.0,3420.0,38.0,19.0,0.5,114.0,95.0,83.3,30.0,6.0,2.0,22.0,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Paris S-G,Opponent Total,,,26.4,38.0,38.0,3420.0,38.0,102.0,2.68,238.0,144.0,59.7,2.0,6.0,30.0,4.0,10.5,10.0,6.0,2.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lyon,Anthony Lopes,pt POR,GK,24.0,37.0,37.0,3330.0,37.0,43.0,1.16,136.0,93.0,68.4,19.0,7.0,11.0,13.0,35.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lyon,Mathieu Gorgelin,fr FRA,GK,24.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lyon,Squad Total,,,25.5,38.0,38.0,3420.0,38.0,43.0,1.13,139.0,96.0,69.1,19.0,8.0,11.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lyon,Opponent Total,,,26.6,38.0,38.0,3420.0,38.0,67.0,1.76,199.0,135.0,67.8,11.0,8.0,19.0,8.0,21.1,4.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,30.0,36.0,36.0,3240.0,36.0,50.0,1.39,168.0,118.0,70.2,16.0,13.0,7.0,12.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Monaco,Paul Nardi,fr FRA,GK,21.0,2.0,2.0,180.0,2.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,2.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Monaco,Squad Total,,,26.1,38.0,38.0,3420.0,38.0,50.0,1.32,170.0,120.0,70.6,17.0,14.0,7.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Monaco,Opponent Total,,,26.5,38.0,38.0,3420.0,38.0,57.0,1.5,163.0,114.0,68.7,7.0,14.0,17.0,5.0,13.2,9.0,6.0,2.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Nice,Yoan Cardinale,fr FRA,GK,21.0,26.0,25.0,2307.0,25.6,28.0,1.09,98.0,70.0,71.4,12.0,6.0,7.0,9.0,36.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Nice,Mouez Hassen,tn TUN,GK,20.0,14.0,12.0,1076.0,12.0,13.0,1.09,46.0,33.0,71.7,6.0,3.0,4.0,3.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Nice,Simon Pouplin,fr FRA,GK,30.0,1.0,1.0,37.0,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Nice,Squad Total,,,24.2,38.0,38.0,3420.0,38.0,41.0,1.08,144.0,103.0,71.5,18.0,9.0,11.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Nice,Opponent Total,,,26.5,38.0,38.0,3420.0,38.0,58.0,1.53,157.0,104.0,66.2,11.0,9.0,18.0,10.0,26.3,5.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lille,Vincent Enyeama,ng NGA,GK,32.0,35.0,35.0,3129.0,34.8,24.0,0.69,115.0,91.0,79.1,14.0,15.0,6.0,17.0,48.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lille,Mike Maignan,fr FRA,GK,20.0,4.0,3.0,289.0,3.2,3.0,0.93,13.0,10.0,76.9,1.0,0.0,2.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lille,Squad Total,,,27.1,38.0,38.0,3418.0,38.0,27.0,0.71,128.0,101.0,78.9,15.0,15.0,8.0,18.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Lille,Opponent Total,,,26.5,38.0,38.0,3420.0,38.0,39.0,1.03,149.0,113.0,75.8,8.0,15.0,15.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Saint-Étienne,Stéphane Ruffier,fr FRA,GK,28.0,38.0,38.0,3420.0,38.0,37.0,0.97,144.0,107.0,74.3,17.0,7.0,14.0,16.0,42.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Saint-Étienne,Squad Total,,,27.2,38.0,38.0,3420.0,38.0,37.0,0.97,144.0,107.0,74.3,17.0,7.0,14.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Saint-Étienne,Opponent Total,,,26.4,38.0,38.0,3417.0,38.0,42.0,1.11,129.0,91.0,69.8,14.0,7.0,17.0,11.0,28.9,5.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Caen,Rémy Vercoutre,fr FRA,GK,35.0,38.0,38.0,3420.0,38.0,52.0,1.37,168.0,116.0,69.0,16.0,6.0,16.0,10.0,26.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Caen,Squad Total,,,28.2,38.0,38.0,3420.0,38.0,52.0,1.37,168.0,116.0,69.0,16.0,6.0,16.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Caen,Opponent Total,,,26.4,38.0,38.0,3420.0,38.0,39.0,1.03,165.0,131.0,79.4,16.0,6.0,16.0,13.0,34.2,6.0,5.0,1.0,0.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Rennes,Benoît Costil,fr FRA,GK,28.0,31.0,31.0,2790.0,31.0,45.0,1.45,137.0,92.0,67.2,12.0,8.0,11.0,5.0,16.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Rennes,Abdoulaye Diallo,sn SEN,GK,23.0,7.0,7.0,630.0,7.0,9.0,1.29,34.0,25.0,73.5,1.0,5.0,1.0,1.0,14.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Rennes,Squad Total,,,26.2,38.0,38.0,3420.0,38.0,54.0,1.42,171.0,117.0,68.4,13.0,13.0,12.0,6.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Rennes,Opponent Total,,,26.5,38.0,38.0,3417.0,38.0,52.0,1.37,147.0,101.0,66.7,12.0,13.0,13.0,9.0,23.7,9.0,3.0,4.0,2.0,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Angers,Ludovic Butelle,fr FRA,GK,32.0,19.0,19.0,1710.0,19.0,11.0,0.58,47.0,36.0,76.6,8.0,7.0,4.0,11.0,57.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Angers,Alexandre Letellier,fr FRA,GK,24.0,17.0,17.0,1530.0,17.0,23.0,1.35,72.0,49.0,68.1,5.0,4.0,8.0,6.0,35.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Angers,Denis Petrić,rs SRB,GK,27.0,2.0,2.0,180.0,2.0,4.0,2.0,7.0,3.0,42.9,0.0,0.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Angers,Squad Total,,,27.2,38.0,38.0,3420.0,38.0,38.0,1.0,126.0,88.0,69.8,13.0,11.0,14.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Angers,Opponent Total,,,26.5,38.0,38.0,3420.0,38.0,40.0,1.05,124.0,90.0,71.0,14.0,11.0,13.0,16.0,42.1,7.0,4.0,2.0,1.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Bastia,Jean-Louis Leca,fr FRA,GK,29.0,34.0,34.0,2989.0,33.2,35.0,1.05,121.0,86.0,71.1,12.0,8.0,14.0,12.0,35.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Bastia,Jesper Hansen,dk DEN,GK,30.0,4.0,3.0,311.0,3.5,6.0,1.74,17.0,11.0,64.7,1.0,0.0,2.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Bastia,Thomas Vincensini,fr FRA,GK,21.0,2.0,1.0,119.0,1.3,1.0,0.76,7.0,6.0,85.7,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Ligue1,Bastia,Squad Total,,,28.7,38.0,38.0,3419.0,38.0,42.0,1.11,145.0,103.0,71.0,14.0,8.0,16.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
