season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2014-2015,Ligue1,Paris S-G,Salvatore Sirigu,it ITA,GK,27.0,34.0,34.0,3002.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2014-2015,Ligue1,Paris S-G,Javier Pastore,ar ARG,MF,25.0,34.0,31.0,2746.0,30.5,5.0,12.0,17.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.16,0.39,0.56,0.16,0.56,Matches,0.0
2014-2015,Ligue1,Paris S-G,Edinson Cavani,uy URU,"FW,MF",27.0,35.0,30.0,2628.0,29.2,18.0,1.0,19.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.62,0.03,0.65,0.51,0.55,Matches,0.0
2014-2015,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,21.0,32.0,28.0,2454.0,27.3,2.0,8.0,10.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.07,0.29,0.37,0.07,0.37,Matches,0.0
2014-2015,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,29.0,26.0,26.0,2308.0,25.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.0
2014-2015,Ligue1,Paris S-G,David Luiz,br BRA,"DF,MF",27.0,28.0,26.0,2290.0,25.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,0.0
2014-2015,Ligue1,Paris S-G,Blaise Matuidi,fr FRA,MF,27.0,34.0,25.0,2187.0,24.3,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16,0.08,0.25,0.16,0.25,Matches,0.0
2014-2015,Ligue1,Paris S-G,Thiago Motta,it ITA,MF,31.0,27.0,25.0,2050.0,22.8,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,0.0
2014-2015,Ligue1,Paris S-G,Maxwell,br BRA,DF,32.0,26.0,24.0,2164.0,24.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,0.0
2014-2015,Ligue1,Paris S-G,Zlatan Ibrahimović,se SWE,FW,32.0,24.0,23.0,2002.0,22.2,19.0,6.0,25.0,11.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.85,0.27,1.12,0.49,0.76,Matches,0.0
2014-2015,Ligue1,Paris S-G,Gregory van der Wiel,nl NED,DF,26.0,25.0,22.0,2004.0,22.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.04,0.13,0.18,0.04,0.18,Matches,0.0
