Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2001-2002,EPL,Arsenal,Patrick Vieira,fr FRA,MF,25.0,34.2,12.0,1.0,,86.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Thierry Henry,fr FRA,FW,23.0,32.7,4.0,0.0,,34.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Sol Campbell,eng ENG,"DF,FW",26.0,29.2,2.0,0.0,,22.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Ashley Cole,eng ENG,DF,20.0,27.6,6.0,0.0,,22.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Lauren,cm CMR,DF,24.0,27.0,8.0,0.0,,42.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Robert Pirès,fr FRA,"FW,MF",27.0,26.0,6.0,0.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Ray Parlour,eng ENG,MF,28.0,23.0,9.0,2.0,,50.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Freddie Ljungberg,se SWE,"FW,MF",24.0,21.2,4.0,0.0,,29.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Sylvain Wiltord,fr FRA,"FW,MF",27.0,26.9,0.0,0.0,,15.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Dennis Bergkamp,nl NED,FW,32.0,21.6,2.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Martin Keown,eng ENG,"DF,MF",35.0,20.9,6.0,1.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,David Seaman,eng ENG,GK,37.0,17.0,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Nwankwo Kanu,ng NGA,FW,24.0,10.3,2.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Oleh Luzhny,ua UKR,DF,32.0,15.0,4.0,1.0,,25.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Giovanni van Bronckhorst,nl NED,"DF,MF",26.0,14.3,5.0,1.0,,27.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Richard Wright,eng ENG,GK,23.0,11.9,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Gilles Grimandi,fr FRA,DF,30.0,13.0,2.0,0.0,,22.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Edu Gaspar,br BRA,MF,23.0,7.7,3.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Tony Adams,eng ENG,DF,34.0,9.9,1.0,0.0,,10.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Matthew Upson,eng ENG,DF,22.0,9.8,2.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Stuart Taylor,eng ENG,GK,20.0,9.1,1.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Igors Stepanovs,lv LVA,DF,25.0,5.5,1.0,0.0,,9.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Francis Jeffers,eng ENG,FW,20.0,2.2,1.0,0.0,,3.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Lee Dixon,eng ENG,DF,37.0,5.7,0.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Jérémie Aliadière,fr FRA,"FW,MF",18.0,0.1,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Squad Total,,,27.3,,77.0,6.0,,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Arsenal,Opponent Total,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Liverpool,Sami Hyypiä,fi FIN,DF,27.0,37.0,3.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Liverpool,Stéphane Henchoz,ch SUI,DF,26.0,36.8,4.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-2002,EPL,Liverpool,Jerzy Dudek,pl POL,GK,28.0,34.6,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
