season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2001-2002,LaLiga,Valencia,Curro Torres,es ESP,DF,24.0,34.0,34.0,3039.0,33.8,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,0.0
2001-2002,LaLiga,Valencia,Santiago Cañizares,es ESP,GK,31.0,32.0,32.0,2818.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,David Albelda,es ESP,"DF,MF",23.0,32.0,32.0,2759.0,30.7,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,0.0
2001-2002,LaLiga,Valencia,Amedeo Carboni,it ITA,DF,36.0,33.0,32.0,2731.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Mauricio Pellegrino,ar ARG,DF,29.0,30.0,30.0,2588.0,28.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2001-2002,LaLiga,Valencia,Roberto Ayala,ar ARG,DF,28.0,29.0,29.0,2604.0,28.9,2.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,0.0
2001-2002,LaLiga,Valencia,Francisco Rufete,es ESP,MF,24.0,32.0,27.0,2239.0,24.9,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches,0.0
2001-2002,LaLiga,Valencia,Pablo Aimar,ar ARG,MF,21.0,33.0,23.0,2118.0,23.5,4.0,7.0,11.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.17,0.3,0.47,0.17,0.47,Matches,0.0
2001-2002,LaLiga,Valencia,Vicente Rodríguez,es ESP,"FW,MF",20.0,31.0,22.0,1920.0,21.3,2.0,6.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.09,0.28,0.37,0.09,0.37,Matches,0.0
2001-2002,LaLiga,Valencia,Miguel Ángel Angulo,es ESP,"FW,MF",24.0,26.0,21.0,1739.0,19.3,4.0,0.0,4.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,0.0
2001-2002,LaLiga,Valencia,Salva Ballesta,es ESP,FW,26.0,22.0,19.0,1568.0,17.4,5.0,3.0,8.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.29,0.17,0.46,0.29,0.46,Matches,0.0
2001-2002,LaLiga,Valencia,Kily González,ar ARG,"FW,MF",26.0,26.0,15.0,1561.0,17.3,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.17,0.4,0.58,0.17,0.58,Matches,0.0
2001-2002,LaLiga,Valencia,Rubén Baraja,es ESP,MF,26.0,17.0,15.0,1246.0,13.8,7.0,0.0,7.0,6.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.43,0.43,Matches,0.0
2001-2002,LaLiga,Valencia,Miroslav Đukić,rs SRB,DF,35.0,16.0,14.0,1302.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Juan Sánchez,es ESP,FW,29.0,24.0,12.0,1220.0,13.6,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.44,0.3,0.44,Matches,0.0
2001-2002,LaLiga,Valencia,Carlos Marchena,es ESP,"DF,MF",22.0,16.0,12.0,1131.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,0.0
2001-2002,LaLiga,Valencia,Gonzalo de los Santos,uy URU,MF,25.0,13.0,12.0,1029.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,0.0
2001-2002,LaLiga,Valencia,Mista,es ESP,FW,22.0,25.0,10.0,1131.0,12.6,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,0.0
2001-2002,LaLiga,Valencia,John Carew,no NOR,FW,21.0,15.0,6.0,726.0,8.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,0.0
2001-2002,LaLiga,Valencia,Fábio Aurélio,br BRA,"DF,MF",21.0,14.0,6.0,693.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,0.0
2001-2002,LaLiga,Valencia,Andrés Palop,es ESP,GK,27.0,7.0,6.0,602.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Adrian Ilie,ro ROU,"FW,MF",27.0,10.0,6.0,466.0,5.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.19,0.58,0.39,0.58,Matches,0.0
2001-2002,LaLiga,Valencia,Jocelyn Angloma,fr FRA,"DF,MF",35.0,3.0,2.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,David Navarro,es ESP,DF,21.0,2.0,1.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Garrido,es ESP,DF,22.0,1.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Dennis Șerban,ro ROU,MF,25.0,3.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Jandro,es ESP,MF,22.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2001-2002,LaLiga,Valencia,Squad Total,0,0,26.8,38.0,418.0,0.0,0.0,50.0,31.0,81.0,49.0,1.0,2.0,100.0,5.0,0.0,0.0,0.0,1.32,0.82,2.13,1.29,2.11,0,0.0
2001-2002,LaLiga,Valencia,Opponent Total,0,0,26.8,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2001-2002,LaLiga,La Coruña,José Molina,es ESP,GK,30.0,0.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,36.0
2001-2002,LaLiga,La Coruña,Juan Carlos Valerón,es ESP,MF,26.0,0.0,32.0,2562.0,28.5,3.0,9.0,12.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.11,0.32,0.42,0.11,0.42,Matches,36.0
