Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2018-2019,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,31.0,,3150.0,90.0,92.1,35.0,35.0,90.0,35.0,0.0,,1.0,2.43,86.0,30.0,56.0,1.6,2.27,71.5,41.0,30.6,0.87,0.9,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,26.0,,3150.0,90.0,92.1,35.0,35.0,90.0,35.0,0.0,,1.0,2.37,86.0,32.0,54.0,1.54,1.54,71.8,40.7,31.1,0.89,1.11,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Jordi Alba,es ESP,DF,29.0,,2991.0,83.0,87.5,33.2,32.0,90.0,32.0,4.0,27.0,0.0,2.39,86.0,30.0,56.0,1.69,2.1,70.0,38.6,31.4,0.94,1.13,Matches,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Luis Suárez,uy URU,FW,31.0,,2827.0,86.0,82.7,31.4,31.0,89.0,27.0,2.0,30.0,0.0,2.39,81.0,29.0,52.0,1.66,1.35,67.6,37.3,30.3,0.96,0.94,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,30.0,,2715.0,78.0,79.4,30.2,30.0,86.0,20.0,5.0,29.0,0.0,2.43,77.0,26.0,51.0,1.69,1.31,62.0,33.1,28.9,0.96,0.75,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,31.0,,2713.0,80.0,79.3,30.1,29.0,88.0,28.0,5.0,33.0,0.0,2.35,75.0,25.0,50.0,1.66,1.15,60.4,34.6,25.8,0.85,0.25,Matches,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,30.0,,2643.0,78.0,77.3,29.4,29.0,88.0,24.0,5.0,20.0,0.0,2.41,76.0,25.0,51.0,1.74,1.39,59.9,36.3,23.7,0.81,0.02,Matches,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Sergi Roberto,es ESP,"DF,MF",26.0,,2088.0,72.0,61.1,23.2,23.0,86.0,19.0,6.0,19.0,2.0,2.38,58.0,26.0,32.0,1.38,-0.11,50.2,29.4,20.9,0.9,0.25,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Philippe Coutinho,br BRA,"FW,MF",26.0,,2018.0,59.0,59.0,22.4,22.0,80.0,8.0,12.0,21.0,1.0,2.5,47.0,19.0,28.0,1.25,-0.42,45.8,25.7,20.1,0.9,0.23,Matches,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,LaLiga,Barcelona,Clément Lenglet,fr FRA,DF,23.0,,1933.0,84.0,56.5,21.5,22.0,87.0,19.0,1.0,25.0,12.0,2.43,57.0,19.0,38.0,1.77,0.8,45.4,27.4,18.0,0.84,0.08,Matches,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
