Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2019-2020,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,33.0,33.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"MF,DF",24.0,31.3,52.0,29.0,21.0,20.0,11.0,22.0,55.0,40.0,33.0,38.0,9.0,29.0,29.0,81.0,29.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,23.0,31.0,34.0,22.0,15.0,10.0,9.0,16.0,28.0,57.1,12.0,28.0,10.0,18.0,52.0,86.0,60.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,30.0,30.7,18.0,9.0,3.0,9.0,6.0,3.0,15.0,20.0,12.0,13.0,1.0,12.0,7.0,25.0,13.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,27.0,27.8,30.0,17.0,14.0,15.0,1.0,16.0,25.0,64.0,9.0,19.0,10.0,9.0,29.0,59.0,40.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",29.0,25.1,45.0,27.0,7.0,26.0,12.0,22.0,69.0,31.9,47.0,27.0,3.0,24.0,12.0,57.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",24.0,24.4,36.0,16.0,4.0,19.0,13.0,9.0,29.0,31.0,20.0,17.0,0.0,17.0,16.0,52.0,2.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,18.0,24.8,70.0,43.0,35.0,24.0,11.0,38.0,58.0,65.5,20.0,35.0,6.0,29.0,31.0,101.0,51.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,30.0,20.0,21.0,14.0,9.0,12.0,0.0,11.0,22.0,50.0,11.0,15.0,11.0,4.0,33.0,54.0,58.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,28.0,19.7,45.0,26.0,17.0,23.0,5.0,12.0,33.0,36.4,21.0,12.0,3.0,9.0,45.0,90.0,13.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
