Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2019-2020,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,33.0,,2970.0,90.0,97.1,33.0,33.0,90.0,33.0,0.0,,1.0,2.39,97.0,31.0,66.0,2.0,0.0,87.3,36.2,51.2,1.55,1.13,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"MF,DF",24.0,,2818.0,85.0,92.1,31.3,32.0,88.0,28.0,1.0,11.0,0.0,2.39,90.0,31.0,59.0,1.88,-1.46,82.1,32.9,49.2,1.57,0.67,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,23.0,,2790.0,87.0,91.2,31.0,31.0,89.0,30.0,1.0,29.0,1.0,2.47,94.0,28.0,66.0,2.13,1.46,82.2,34.1,48.1,1.55,0.4,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,30.0,,2759.0,89.0,90.2,30.7,31.0,89.0,29.0,0.0,,0.0,2.35,89.0,30.0,59.0,1.92,-0.77,79.5,35.0,44.5,1.45,-0.67,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,27.0,,2498.0,89.0,81.6,27.8,27.0,90.0,26.0,1.0,79.0,3.0,2.46,86.0,24.0,62.0,2.23,1.27,75.3,30.1,45.2,1.63,0.61,Matches,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",29.0,,2255.0,68.0,73.7,25.1,26.0,81.0,14.0,7.0,21.0,0.0,2.39,78.0,24.0,54.0,2.16,0.59,66.4,29.8,36.6,1.46,-0.21,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",24.0,,2193.0,71.0,71.7,24.4,26.0,80.0,11.0,5.0,21.0,2.0,2.45,67.0,22.0,45.0,1.85,-0.54,64.9,26.3,38.6,1.58,0.23,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,18.0,,2234.0,77.0,73.0,24.8,24.0,88.0,20.0,5.0,26.0,4.0,2.48,77.0,21.0,56.0,2.26,0.95,68.8,26.0,42.8,1.73,0.77,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,30.0,,1796.0,75.0,58.7,20.0,23.0,76.0,14.0,1.0,46.0,6.0,2.46,56.0,15.0,41.0,2.05,0.13,49.8,17.1,32.7,1.64,0.3,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,28.0,,1771.0,74.0,57.9,19.7,20.0,85.0,15.0,4.0,17.0,1.0,2.17,54.0,23.0,31.0,1.58,-1.01,54.2,24.8,29.4,1.5,-0.05,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,24.0,,1512.0,63.0,49.4,16.8,17.0,82.0,9.0,7.0,16.0,1.0,2.46,46.0,13.0,33.0,1.96,-0.07,43.9,18.5,25.4,1.51,-0.01,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",23.0,,1505.0,63.0,49.2,16.7,17.0,79.0,8.0,7.0,24.0,2.0,2.17,48.0,18.0,30.0,1.79,-0.41,39.1,19.4,19.6,1.17,-0.67,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Philippe Coutinho,br BRA,"MF,FW",27.0,,1411.0,61.0,46.1,15.7,15.0,81.0,5.0,8.0,24.0,2.0,2.35,45.0,13.0,32.0,2.04,0.08,45.1,15.2,30.0,1.91,0.73,Matches,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Ivan Perišić,hr CRO,"FW,MF",30.0,,1206.0,55.0,39.4,13.4,11.0,80.0,4.0,11.0,30.0,3.0,2.59,45.0,12.0,33.0,2.46,0.76,35.7,13.2,22.5,1.67,0.26,Matches,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Lucas Hernández,fr FRA,DF,23.0,,920.0,48.0,30.1,10.2,10.0,77.0,6.0,9.0,17.0,2.0,2.68,30.0,10.0,20.0,1.96,-0.06,23.3,14.4,8.8,0.86,-0.93,Matches,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,23.0,,641.0,80.0,20.9,7.1,8.0,80.0,7.0,0.0,,0.0,1.88,20.0,9.0,11.0,1.54,-0.58,16.4,7.0,9.3,1.31,-0.26,Matches,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Corentin Tolisso,fr FRA,MF,24.0,,638.0,49.0,20.8,7.1,7.0,72.0,3.0,6.0,22.0,9.0,2.23,19.0,7.0,12.0,1.69,-0.39,18.5,9.4,9.1,1.28,-0.3,Matches,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"DF,MF",30.0,,675.0,42.0,22.1,7.5,6.0,80.0,3.0,10.0,20.0,6.0,2.31,21.0,9.0,12.0,1.6,-0.51,21.5,10.0,11.5,1.53,0.01,Matches,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Mickaël Cuisance,fr FRA,"MF,FW",19.0,,307.0,34.0,10.0,3.4,3.0,71.0,1.0,6.0,16.0,18.0,3.0,13.0,2.0,11.0,3.22,1.36,9.0,4.9,4.1,1.21,-0.34,Matches,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Joshua Zirkzee,nl NED,FW,18.0,,297.0,33.0,9.7,3.3,3.0,78.0,1.0,6.0,10.0,12.0,3.0,13.0,1.0,12.0,3.64,1.81,9.5,2.0,7.5,2.27,0.84,Matches,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Álvaro Odriozola,es ESP,DF,23.0,,152.0,51.0,5.0,1.7,2.0,62.0,0.0,1.0,29.0,13.0,3.0,3.0,1.0,2.0,1.18,-0.86,4.0,1.7,2.3,1.37,-0.16,Matches,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,30.0,,90.0,90.0,2.9,1.0,1.0,90.0,1.0,0.0,,32.0,1.5,4.0,6.0,-2.0,-2.0,-4.12,2.1,1.7,0.4,0.42,-1.13,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Sarpreet Singh,nz NZL,"FW,MF",20.0,,72.0,36.0,2.4,0.8,1.0,63.0,0.0,1.0,9.0,8.0,3.0,3.0,1.0,2.0,2.5,0.51,2.1,1.1,1.0,1.23,-0.29,Matches,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
