Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2019-2020,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,33.0,33.0,31.0,3.0,0.0,6.0,1.0,34.6,0.28,4.6,0.14,139.0,276.0,50.4,1267.0,203.0,19.6,26.4,180.0,15.6,27.8,303.0,10.0,3.3,123.0,3.73,23.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,0.42,0.1,0.12,2.0,7.0,28.6,42.0,5.0,14.3,24.0,10.0,10.0,20.4,11.0,0.0,0.0,1.0,1.0,14.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Squad Total,,,26.7,34.0,32.0,3.0,0.0,6.0,1.0,35.8,0.29,4.8,0.14,141.0,283.0,49.8,1309.0,208.0,19.4,26.3,190.0,15.3,27.4,314.0,10.0,3.2,124.0,3.65,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Opponent Total,,,26.0,34.0,100.0,6.0,2.0,7.0,3.0,90.3,0.34,-6.7,-0.2,262.0,687.0,38.1,1081.0,207.0,44.0,37.0,398.0,53.0,41.7,647.0,20.0,3.1,32.0,0.94,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Roman Bürki,ch SUI,GK,28.0,30.8,40.0,3.0,0.0,7.0,3.0,34.5,0.35,-2.5,-0.08,84.0,272.0,30.9,847.0,182.0,24.9,30.0,201.0,30.3,33.1,309.0,11.0,3.6,45.0,1.46,18.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Marwin Hitz,ch SUI,GK,31.0,3.2,1.0,0.0,0.0,0.0,0.0,3.4,0.49,2.4,0.75,8.0,22.0,36.4,75.0,14.0,17.3,28.2,25.0,36.0,38.3,35.0,1.0,2.9,4.0,1.24,15.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Squad Total,,,25.8,34.0,41.0,3.0,0.0,7.0,3.0,37.9,0.36,-0.1,0.0,92.0,294.0,31.3,922.0,196.0,24.3,29.9,226.0,31.0,33.7,344.0,12.0,3.5,49.0,1.44,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Opponent Total,,,26.2,34.0,84.0,2.0,0.0,8.0,0.0,76.4,0.4,-7.6,-0.22,180.0,471.0,38.2,956.0,136.0,38.3,34.9,233.0,45.1,40.5,391.0,9.0,2.3,38.0,1.12,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,RB Leipzig,Péter Gulácsi,hu HUN,GK,29.0,32.0,34.0,2.0,0.0,7.0,0.0,36.5,0.3,2.5,0.08,117.0,333.0,35.1,1032.0,186.0,25.1,29.9,227.0,32.6,33.7,400.0,18.0,4.5,68.0,2.13,18.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,RB Leipzig,Yvon Mvogo,ch SUI,GK,25.0,2.0,3.0,0.0,0.0,0.0,0.0,1.5,0.3,-1.5,-0.76,4.0,13.0,30.8,70.0,9.0,14.3,25.9,10.0,30.0,31.0,20.0,1.0,5.0,3.0,1.5,17.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
